col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Helen Gym,Allan Domb,Justin Diberardinis,Katherine Gilmore Richardson,Derek S Green,Eryn Santamoor,Adrián Rivera-reyes,Isaiah Thomas,Erika Almirón,Joseph A Diorio,Deja Lynn Alvarez,Beth Finn,Sandra Dungee Glenn,Fernando Treviño,Ogbonna Paul Hagins,Willie Floyd Singletary,Ethelind Baylor,Billy Thompson,Asa Khalif,Hena Veit,Latrice Y Bryant,Edwin Santana,Mark Ross,Vinny Black,Fareed Abdullah,Bobbie Curry,Wayne Allen,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Lisa Deeley,Luigi Borda,Omar Sabir,Kahlil Williams,Jen Devor,Marwan Kreidie,Annette Thompson,Carla Cain,Dennis Lee,Moira Bohannon,Robin Trent,Warren Bloom,Lewis Harris Jr,All
Helen Gym,22,351,411,251,230,237,246,250,257,65,164,147,69,64,70,61,87,42,47,39,39,14,12,15,23,19,7,8,6,0,328,254,196,228,211,119,75,59,35,37,26,10,10,All
Allan Domb,,80,390,197,254,196,65,183,48,157,31,87,50,44,13,22,11,51,20,18,12,21,18,20,10,13,15,16,14,0,345,342,202,112,66,40,39,32,24,16,15,19,13,All
Justin Diberardinis,,,33,143,183,173,140,187,164,140,67,105,48,30,13,14,62,37,27,9,9,23,16,19,16,12,8,9,6,0,249,290,107,169,155,48,53,39,19,21,22,13,7,All
Katherine Gilmore Richardson,,,,0,185,112,42,162,62,40,30,66,51,34,10,9,14,10,13,27,12,6,10,8,12,6,4,1,2,0,201,114,130,73,56,18,48,37,8,18,16,4,5,All
Derek S Green,,,,,0,107,51,170,38,33,27,29,17,16,9,10,10,11,7,6,4,9,4,6,4,9,7,4,4,0,196,109,145,67,46,23,16,14,18,9,15,7,6,All
Eryn Santamoor,,,,,,1,88,35,77,42,55,82,31,45,17,11,14,12,11,20,13,11,4,6,4,3,5,4,4,0,118,123,37,107,106,36,44,27,10,21,16,8,5,All
Adrián Rivera-reyes,,,,,,,7,60,89,24,130,74,17,29,55,57,18,9,23,15,16,11,5,3,6,3,1,7,5,0,103,96,60,82,92,93,32,32,16,14,9,2,5,All
Isaiah Thomas,,,,,,,,0,102,29,25,24,23,11,11,8,58,16,14,7,12,5,6,5,11,3,7,6,2,0,181,84,154,82,74,26,21,16,17,8,4,3,6,All
Erika Almirón,,,,,,,,,2,7,61,50,32,32,10,2,62,3,25,13,11,3,4,2,2,1,1,3,3,0,55,55,32,125,137,32,30,22,6,18,11,5,5,All
