col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,Kay Yu,Nicola Serianni,Cateria R Mccabe,James C Crumlish,Henry Mcgregor Sias,Wendi Barish,Carmella Jacquinto,Beth Grossman,Joshua Roberts,Chris Hall,Craig Levin,Kendra Mccrae,Janine D Momasso,Vicki Markovitz,James F Berardinelli,Leon Goodman,Laurie Dow,Terri M Booker,Robert Trimble,Jon Marshall,Sherman Toppin,Gregory Weyer,Kahlil Williams,Jen Devor,Lisa Deeley,Omar Sabir,Luigi Borda,Marwan Kreidie,Annette Thompson,Carla Cain,Moira Bohannon,Robin Trent,Dennis Lee,Warren Bloom,Lewis Harris Jr,All
Tiffany Palmer,4,"1,264","1,317","1,286","1,103","1,076",319,433,338,127,151,38,323,49,145,108,89,75,55,70,44,29,8,18,28,"1,276","1,299",160,79,142,140,54,78,74,37,17,15,12,All
Jennifer Schultz,,11,"1,012","1,092","1,123","1,066",141,241,313,131,197,109,107,126,129,126,119,64,50,79,54,51,68,24,21,"1,086","1,104",259,137,142,161,88,76,51,38,19,9,6,All
Anthony Kyriakakis,,,2,"1,112",956,921,359,335,197,134,83,92,315,52,63,24,42,90,49,38,23,39,14,40,17,"1,148","1,112",174,104,138,109,30,37,45,23,12,7,8,All
Kay Yu,,,,7,982,978,146,355,182,100,82,18,156,38,100,57,65,59,43,46,32,30,6,15,18,"1,123","1,138",83,66,116,96,29,54,50,31,18,4,10,All
Nicola Serianni,,,,,7,965,129,206,249,112,122,88,65,60,100,131,68,66,38,59,35,39,37,21,18,966,984,159,88,168,105,56,57,49,34,20,5,5,All
Cateria R Mccabe,,,,,,0,57,239,157,89,57,49,39,31,63,111,44,27,33,32,18,21,11,51,11,963,972,116,93,89,49,22,46,39,16,13,9,10,All
James C Crumlish,,,,,,,13,108,123,130,89,171,262,73,28,10,25,68,98,37,54,21,27,8,8,209,189,204,132,135,84,21,30,27,16,13,5,8,All
Henry Mcgregor Sias,,,,,,,,6,123,84,44,63,85,32,56,21,43,27,28,32,16,17,8,45,25,310,331,107,72,78,57,18,17,27,19,9,9,8,All
