col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Register Of Wills - Democrat,,,All
,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,Kay Yu,Chris Hall,James F Berardinelli,Wendi Barish,Henry Mcgregor Sias,James C Crumlish,Nicola Serianni,Cateria R Mccabe,Beth Grossman,Carmella Jacquinto,Vicki Markovitz,Joshua Roberts,Craig Levin,Kendra Mccrae,Leon Goodman,Janine D Momasso,Laurie Dow,Terri M Booker,Jon Marshall,Sherman Toppin,Robert Trimble,Gregory Weyer,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,All
Tiffany Palmer,19,"2,486","1,950","2,021","1,873","1,235",668,754,783,516,434,251,227,238,97,97,203,177,194,170,105,31,36,37,33,"1,358",687,370,All
Anthony Kyriakakis,,25,"1,698","1,867","1,885","1,297",482,667,838,299,253,201,241,200,174,127,108,153,62,92,67,31,80,44,28,"1,052",788,312,All
Jennifer Schultz,,,46,"1,666","1,349","1,198",533,434,252,501,379,318,187,206,186,223,187,103,193,143,95,131,35,53,24,"1,149",561,350,All
Kay Yu,,,,17,"1,400","1,176",332,538,305,322,300,158,159,135,74,75,146,89,89,106,83,19,24,31,33,952,489,288,All
Chris Hall,,,,,2,"1,158",201,210,709,70,47,93,84,66,54,67,68,58,16,51,36,15,11,33,14,715,476,221,All
James F Berardinelli,,,,,,2,94,135,124,79,48,93,61,69,53,51,30,57,65,28,19,19,14,40,17,439,417,151,All
Wendi Barish,,,,,,,5,260,246,389,201,272,177,235,117,125,158,117,181,172,81,45,24,34,22,546,261,180,All
Henry Mcgregor Sias,,,,,,,,24,156,204,249,95,132,106,99,44,58,99,48,44,41,16,68,38,16,452,289,112,All
James C Crumlish,,,,,,,,,4,112,54,131,120,67,106,112,71,79,22,51,38,46,22,30,7,426,318,121,All
Nicola Serianni,,,,,,,,,,5,270,178,134,143,88,78,117,63,197,105,54,51,27,33,19,493,187,118,All
Cateria R Mccabe,,,,,,,,,,,0,64,120,74,76,36,95,63,165,55,43,18,69,9,13,364,119,84,All
Beth Grossman,,,,,,,,,,,,5,129,198,76,115,107,90,73,131,68,39,11,22,14,305,197,107,All
Carmella Jacquinto,,,,,,,,,,,,,5,101,122,60,104,64,71,76,57,22,63,26,3,212,196,99,All
Vicki Markovitz,,,,,,,,,,,,,,3,37,93,84,99,61,87,50,20,14,21,12,242,147,85,All
Joshua Roberts,,,,,,,,,,,,,,,13,152,21,50,19,25,29,116,75,28,12,144,231,68,All
Craig Levin,,,,,,,,,,,,,,,,10,33,67,28,28,32,104,16,33,11,160,198,68,All
Kendra Mccrae,,,,,,,,,,,,,,,,,0,58,50,62,66,20,25,27,5,220,74,77,All
Leon Goodman,,,,,,,,,,,,,,,,,,4,36,34,50,35,38,28,5,152,116,56,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,1,54,47,13,18,11,18,196,88,47,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,2,46,6,18,14,6,177,65,70,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,1,18,26,22,5,117,62,55,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,3,9,20,6,93,82,34,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,1,11,2,43,72,26,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,2,4,41,64,26,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,37,19,6,All
Tracey Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,0,All
Ronald R Donatucci,,,,,,,,,,,,,,,,,,,,,,,,,,,115,0,All
Jacque P Whaumbush,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,All
Total,"3,256","2,979","2,763","2,424","2,046","1,504","1,115","1,050","1,036",887,669,656,558,537,500,473,398,372,368,337,256,218,164,146,71,"2,019","1,433",651,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Register Of Wills - Democrat,,,1
,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,Chris Hall,Kay Yu,James F Berardinelli,James C Crumlish,Wendi Barish,Nicola Serianni,Henry Mcgregor Sias,Beth Grossman,Cateria R Mccabe,Vicki Markovitz,Craig Levin,Carmella Jacquinto,Leon Goodman,Kendra Mccrae,Janine D Momasso,Joshua Roberts,Laurie Dow,Robert Trimble,Gregory Weyer,Terri M Booker,Jon Marshall,Sherman Toppin,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,1
Tiffany Palmer,0,132,107,114,113,95,31,17,17,20,6,15,8,1,7,6,7,7,2,4,2,2,1,1,2,59,44,8,1
Anthony Kyriakakis,,0,102,114,110,98,35,17,13,18,9,7,9,5,10,4,4,4,4,3,4,3,1,2,0,49,52,8,1
Jennifer Schultz,,,1,96,96,86,11,12,15,12,14,13,6,10,5,3,5,4,5,3,3,2,2,1,1,53,42,11,1
Chris Hall,,,,0,98,90,29,7,4,8,10,3,6,4,4,3,4,0,2,3,4,3,1,0,0,45,40,6,1
Kay Yu,,,,,0,88,20,7,10,17,9,9,4,2,7,7,3,4,3,1,1,0,3,0,1,46,40,5,1
James F Berardinelli,,,,,,0,8,7,6,2,2,3,3,0,1,2,4,1,3,2,4,3,0,1,1,30,40,5,1
James C Crumlish,,,,,,,0,9,4,9,8,5,5,3,7,5,3,0,2,0,3,1,1,1,1,20,19,4,1
Wendi Barish,,,,,,,,0,15,10,9,5,9,4,3,2,1,4,2,3,4,3,2,1,1,16,12,4,1
Nicola Serianni,,,,,,,,,1,5,8,7,7,1,2,2,4,7,4,2,1,1,3,0,1,15,9,5,1
Henry Mcgregor Sias,,,,,,,,,,0,5,9,2,1,1,1,3,3,0,1,1,0,0,0,1,14,10,3,1
Beth Grossman,,,,,,,,,,,0,4,6,7,4,4,3,3,4,1,1,1,4,0,0,18,10,2,1
Cateria R Mccabe,,,,,,,,,,,,0,4,1,4,4,6,6,1,2,0,2,0,0,2,16,5,2,1
Vicki Markovitz,,,,,,,,,,,,,0,4,4,3,2,5,0,2,1,1,0,0,0,13,7,0,1
Craig Levin,,,,,,,,,,,,,,0,3,4,2,1,3,2,3,0,1,1,0,8,6,5,1
Carmella Jacquinto,,,,,,,,,,,,,,,0,3,2,3,1,1,0,0,2,2,1,10,5,2,1
Leon Goodman,,,,,,,,,,,,,,,,0,3,1,2,2,1,1,0,0,2,9,3,2,1
Kendra Mccrae,,,,,,,,,,,,,,,,,0,0,1,3,2,1,1,1,1,8,3,3,1
Janine D Momasso,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,0,0,9,2,1,1
Joshua Roberts,,,,,,,,,,,,,,,,,,,0,0,2,2,2,1,2,6,3,3,1
Laurie Dow,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,5,2,0,1
Robert Trimble,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,1,5,2,1
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,2,0,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,0,1,1,5,1,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,3,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,1
Tracey Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,1
Ronald R Donatucci,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,1
Jacque P Whaumbush,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
Total,154,151,143,130,128,107,49,34,32,31,30,24,21,20,17,15,14,13,12,9,9,6,6,5,4,98,91,19,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Register Of Wills - Democrat,,,2
,Jennifer Schultz,Tiffany Palmer,Anthony Kyriakakis,Chris Hall,Kay Yu,James F Berardinelli,Cateria R Mccabe,Beth Grossman,James C Crumlish,Wendi Barish,Leon Goodman,Carmella Jacquinto,Janine D Momasso,Joshua Roberts,Kendra Mccrae,Henry Mcgregor Sias,Vicki Markovitz,Nicola Serianni,Craig Levin,Jon Marshall,Laurie Dow,Terri M Booker,Robert Trimble,Sherman Toppin,Gregory Weyer,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,2
Jennifer Schultz,1,49,49,41,38,38,10,9,8,6,5,5,6,5,4,8,3,3,4,3,2,2,2,1,0,25,24,7,2
Tiffany Palmer,,0,51,43,43,36,14,5,6,4,7,3,3,2,5,7,3,4,0,2,5,2,2,0,0,18,24,4,2
Anthony Kyriakakis,,,0,42,37,34,9,3,7,1,5,3,2,1,1,7,0,1,1,1,1,1,1,1,0,16,17,5,2
Chris Hall,,,,0,34,36,2,4,7,0,3,1,0,0,2,2,0,0,1,2,1,1,2,0,1,16,14,4,2
Kay Yu,,,,,0,29,8,1,0,0,3,0,1,0,2,5,2,2,0,0,3,0,1,0,0,11,16,5,2
James F Berardinelli,,,,,,0,4,5,5,1,3,1,5,1,1,1,1,1,1,1,0,1,0,1,1,20,9,3,2
Cateria R Mccabe,,,,,,,0,5,2,4,5,4,2,2,4,3,7,5,0,2,2,1,1,4,0,7,12,1,2
Beth Grossman,,,,,,,,0,4,5,2,6,5,2,5,2,6,7,2,1,0,2,1,1,1,8,8,1,2
James C Crumlish,,,,,,,,,0,2,2,3,3,2,2,0,0,1,1,0,0,3,2,1,1,6,5,2,2
Wendi Barish,,,,,,,,,,0,4,4,2,6,2,1,5,3,0,1,3,3,1,2,0,4,8,0,2
Leon Goodman,,,,,,,,,,,0,4,1,3,2,2,1,1,0,2,2,3,0,2,0,7,5,0,2
Carmella Jacquinto,,,,,,,,,,,,0,3,3,4,1,2,4,1,0,0,3,1,1,0,5,5,2,2
Janine D Momasso,,,,,,,,,,,,,1,1,2,1,1,3,0,0,1,1,0,0,0,7,3,0,2
Joshua Roberts,,,,,,,,,,,,,,0,0,0,1,0,2,2,2,2,1,2,0,7,3,0,2
Kendra Mccrae,,,,,,,,,,,,,,,0,2,3,3,0,2,1,2,3,1,0,3,6,1,2
Henry Mcgregor Sias,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,1,0,0,3,5,1,2
Vicki Markovitz,,,,,,,,,,,,,,,,,0,4,0,1,2,0,1,1,0,3,7,0,2
Nicola Serianni,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,1,0,2,5,0,2
Craig Levin,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,1,3,2,2,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,0,0,2,1,0,0,4,2,0,2
Laurie Dow,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,4,0,2
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,3,0,2
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,0,1,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,0,2
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,2
Ronald R Donatucci,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,2
Tracey Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2
Jacque P Whaumbush,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,71,64,55,49,45,44,22,17,15,14,13,12,11,11,11,10,10,9,7,6,6,6,5,5,1,46,40,9,2
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Register Of Wills - Democrat,,,3
