col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,division
,District Council 6th District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Bobby Henon,Helen Gym,Allan Domb,Justin Diberardinis,Katherine Gilmore Richardson,Eryn Santamoor,Derek S Green,Isaiah Thomas,Beth Finn,Adrián Rivera-reyes,Deja Lynn Alvarez,Joseph A Diorio,Erika Almirón,Billy Thompson,Sandra Dungee Glenn,Willie Floyd Singletary,Fernando Treviño,Bobbie Curry,Vinny Black,Mark Ross,Ogbonna Paul Hagins,Ethelind Baylor,Hena Veit,Wayne Edmund Dorsey,Asa Khalif,Latrice Y Bryant,Devon Cade,Wayne Allen,Edwin Santana,Fareed Abdullah,Sherrie Cohen,All
Bobby Henon,46,256,211,104,118,89,98,87,73,78,74,64,51,53,42,37,30,28,26,30,29,19,21,17,14,16,13,12,8,10,0,All
Helen Gym,,9,140,76,87,79,72,70,43,46,37,29,46,24,27,17,16,9,10,11,21,20,12,9,10,10,1,4,2,3,0,All
Allan Domb,,,14,76,85,63,83,63,44,10,23,45,16,27,24,14,14,18,23,17,3,7,6,12,8,6,10,10,6,2,0,All
Justin Diberardinis,,,,7,32,52,40,33,23,14,12,22,25,15,11,3,8,7,10,11,4,15,1,6,6,2,4,1,3,1,0,All
Katherine Gilmore Richardson,,,,,0,41,57,54,29,10,11,12,21,12,26,1,12,9,1,9,4,7,4,5,2,4,2,5,1,1,0,All
Eryn Santamoor,,,,,,2,22,9,31,16,19,14,27,10,14,5,10,6,3,8,4,4,8,3,5,5,4,3,3,3,0,All
Derek S Green,,,,,,,1,51,6,9,5,9,6,8,2,2,6,4,6,5,3,11,4,2,3,3,4,4,2,2,0,All
Isaiah Thomas,,,,,,,,1,4,5,10,5,14,3,9,2,7,1,2,1,1,13,3,4,2,1,4,2,4,3,0,All
Beth Finn,,,,,,,,,1,9,11,18,21,14,19,4,3,14,4,8,3,2,5,6,4,3,4,4,1,5,0,All
Adrián Rivera-reyes,,,,,,,,,,2,35,7,14,3,8,19,10,2,1,2,17,4,5,1,5,1,0,2,2,2,0,All
Deja Lynn Alvarez,,,,,,,,,,,3,4,13,6,3,17,10,2,1,5,15,3,7,1,6,4,3,1,2,1,0,All
Joseph A Diorio,,,,,,,,,,,,1,2,16,4,5,6,11,10,7,4,3,3,5,0,4,4,5,1,1,0,All
Erika Almirón,,,,,,,,,,,,,0,3,11,2,12,0,1,0,1,7,7,0,5,2,1,0,3,1,0,All
Billy Thompson,,,,,,,,,,,,,,1,5,1,5,15,6,12,1,1,6,4,2,2,2,3,1,1,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,0,4,2,4,0,5,1,3,3,3,1,2,0,2,2,1,0,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,2,2,3,1,2,16,0,2,2,0,1,1,0,1,0,0,All
Fernando Treviño,,,,,,,,,,,,,,,,,0,3,2,1,3,2,4,0,0,2,1,0,2,1,0,All
Bobbie Curry,,,,,,,,,,,,,,,,,,1,4,6,1,0,1,3,0,2,1,3,1,1,0,All
Vinny Black,,,,,,,,,,,,,,,,,,,1,3,0,0,3,2,2,1,2,3,2,0,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,0,0,1,2,3,0,3,1,2,0,0,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,,,,0,1,3,0,0,0,1,0,1,0,0,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,3,0,1,2,0,0,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,3,1,0,2,0,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4,1,0,1,0,All
Asa Khalif,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,0,2,2,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,517,318,282,163,148,136,122,103,96,88,88,76,68,64,54,42,39,37,36,33,31,30,27,23,22,18,16,16,13,10,0,All
,District Council 6th District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Bobby Henon,Allan Domb,Helen Gym,Justin Diberardinis,Beth Finn,Eryn Santamoor,Billy Thompson,Joseph A Diorio,Katherine Gilmore Richardson,Erika Almirón,Isaiah Thomas,Bobbie Curry,Derek S Green,Ethelind Baylor,Vinny Black,Wayne Edmund Dorsey,Sandra Dungee Glenn,Adrián Rivera-reyes,Mark Ross,Deja Lynn Alvarez,Edwin Santana,Fernando Treviño,Hena Veit,Ogbonna Paul Hagins,Wayne Allen,Devon Cade,Latrice Y Bryant,Willie Floyd Singletary,Asa Khalif,Fareed Abdullah,Sherrie Cohen,1
Bobby Henon,2,16,16,10,12,7,9,8,7,4,5,4,3,4,4,3,4,3,2,2,1,2,2,2,1,1,1,1,0,0,0,1
Allan Domb,,2,11,6,6,4,4,7,3,3,3,2,4,2,1,4,1,1,3,1,0,1,1,0,2,0,1,0,0,0,0,1
Helen Gym,,,0,5,6,7,3,4,5,4,2,1,2,3,0,1,3,2,1,2,1,1,1,1,0,0,1,0,0,0,0,1
Justin Diberardinis,,,,0,3,3,3,3,3,5,3,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Beth Finn,,,,,0,2,2,1,5,4,1,3,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
Eryn Santamoor,,,,,,0,2,2,2,1,1,1,1,1,1,2,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
Billy Thompson,,,,,,,0,3,1,0,2,2,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1
