col_1,col_2,col_3,col_4,col_5,col_6,division
,Mayor - Democrat,,,District Council 4th District - Democrat,,All
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Curtis Jones Jr,Ron Adams,All
Jim Kenney,379,0,0,"1,375",422,All
Anthony Hardy Williams,,82,0,377,135,All
Alan Butkovitz,,,24,84,80,All
Curtis Jones Jr,,,,49,0,All
Ron Adams,,,,,32,All
Total,"2,176",594,188,"1,885",669,All
,Mayor - Democrat,,,District Council 4th District - Democrat,,1
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Curtis Jones Jr,Ron Adams,1
Jim Kenney,14,0,0,57,11,1
Anthony Hardy Williams,,4,0,12,0,1
Alan Butkovitz,,,0,1,1,1
Curtis Jones Jr,,,,1,0,1
Ron Adams,,,,,0,1
Total,82,16,2,71,12,1
,Mayor - Democrat,,,District Council 4th District - Democrat,,2
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Curtis Jones Jr,Ron Adams,2
Jim Kenney,24,0,0,69,17,2
Anthony Hardy Williams,,2,0,32,14,2
Alan Butkovitz,,,0,4,2,2
Curtis Jones Jr,,,,4,0,2
Ron Adams,,,,,5,2
Total,110,48,6,109,38,2
,Mayor - Democrat,,,District Council 4th District - Democrat,,3
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Curtis Jones Jr,Ron Adams,3
Jim Kenney,32,0,0,65,26,3
Anthony Hardy Williams,,6,0,28,6,3
Alan Butkovitz,,,1,2,3,3
Curtis Jones Jr,,,,1,0,3
Ron Adams,,,,,1,3
Total,123,40,6,96,36,3
,Mayor - Democrat,,,District Council 4th District - Democrat,,4
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Curtis Jones Jr,Ron Adams,4
Jim Kenney,17,0,0,37,13,4
Anthony Hardy Williams,,5,0,18,15,4
Alan Butkovitz,,,0,1,2,4
Curtis Jones Jr,,,,3,0,4
Ron Adams,,,,,2,4
Total,67,38,3,59,32,4
,Mayor - Democrat,,,District Council 4th District - Democrat,,5
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Curtis Jones Jr,Ron Adams,5
Jim Kenney,12,0,0,46,11,5
Anthony Hardy Williams,,3,0,20,2,5
Alan Butkovitz,,,1,1,1,5
Curtis Jones Jr,,,,1,0,5
Ron Adams,,,,,3,5
Total,69,25,3,68,17,5
,Mayor - Democrat,,,District Council 4th District - Democrat,,6
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Curtis Jones Jr,Ron Adams,6
Jim Kenney,26,0,0,67,14,6
Anthony Hardy Williams,,5,0,31,6,6
Alan Butkovitz,,,1,4,1,6
Curtis Jones Jr,,,,2,0,6
Ron Adams,,,,,0,6
Total,107,42,6,104,21,6
,Mayor - Democrat,,,District Council 4th District - Democrat,,7
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Curtis Jones Jr,Ron Adams,7
Jim Kenney,30,0,0,69,21,7
Anthony Hardy Williams,,7,0,18,7,7
Alan Butkovitz,,,1,4,2,7
Curtis Jones Jr,,,,1,0,7
Ron Adams,,,,,2,7
Total,120,32,7,92,32,7
