col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,District Council 6th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Bobby Henon,Jennifer Schultz,Joshua Roberts,Beth Grossman,Anthony Kyriakakis,Jon Marshall,Tiffany Palmer,James C Crumlish,Cateria R Mccabe,Wendi Barish,Carmella Jacquinto,Vicki Markovitz,Craig Levin,Nicola Serianni,James F Berardinelli,Henry Mcgregor Sias,Kay Yu,Chris Hall,Sherman Toppin,Leon Goodman,Kendra Mccrae,Laurie Dow,Janine D Momasso,Robert Trimble,Terri M Booker,Gregory Weyer,All
Bobby Henon,74,181,157,133,119,96,82,84,84,85,80,72,83,72,70,62,54,51,58,50,43,41,28,29,29,13,All
Jennifer Schultz,,10,62,72,28,52,37,35,28,58,24,40,50,46,26,11,21,17,8,19,27,27,23,13,12,4,All
Joshua Roberts,,,6,34,61,49,15,33,49,22,47,17,39,27,23,38,13,15,49,25,10,9,6,11,7,5,All
Beth Grossman,,,,11,42,27,36,39,21,46,27,50,23,35,37,9,28,22,5,19,29,32,18,11,15,4,All
Anthony Kyriakakis,,,,,3,19,60,57,59,17,48,15,11,23,32,56,26,41,42,12,9,5,7,10,6,2,All
Jon Marshall,,,,,,10,7,24,12,14,6,19,38,20,19,5,11,8,4,13,7,12,7,12,9,3,All
Tiffany Palmer,,,,,,,1,41,20,34,16,27,10,29,19,18,29,41,6,12,11,18,10,7,15,6,All
James C Crumlish,,,,,,,,1,13,18,21,15,19,19,30,8,19,44,4,18,10,7,2,13,6,2,All
Cateria R Mccabe,,,,,,,,,0,21,48,20,8,24,10,38,14,8,43,12,11,11,9,6,7,4,All
Wendi Barish,,,,,,,,,,0,22,31,12,33,15,10,16,11,6,18,16,20,14,7,15,1,All
Carmella Jacquinto,,,,,,,,,,,0,20,4,12,8,34,15,10,32,9,22,6,6,7,11,4,All
Vicki Markovitz,,,,,,,,,,,,1,18,23,26,6,13,6,7,17,14,17,12,7,7,6,All
Craig Levin,,,,,,,,,,,,,3,19,13,4,7,6,6,14,9,9,1,2,4,3,All
Nicola Serianni,,,,,,,,,,,,,,1,18,10,12,9,5,12,12,16,14,7,6,2,All
James F Berardinelli,,,,,,,,,,,,,,,0,12,13,13,8,15,11,11,8,10,8,7,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,0,15,4,39,2,4,2,4,2,5,2,All
Kay Yu,,,,,,,,,,,,,,,,,0,10,6,8,12,11,5,6,8,5,All
Chris Hall,,,,,,,,,,,,,,,,,,0,2,7,10,7,1,10,4,3,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,0,6,1,2,6,4,3,3,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,2,6,0,5,5,10,3,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,,0,16,8,9,5,2,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,0,6,0,9,3,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,0,7,6,2,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,0,7,2,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,1,3,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,517,221,184,176,161,125,117,115,107,106,99,99,94,94,93,76,76,70,65,63,59,57,40,39,39,18,All
,District Council 6th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Bobby Henon,Jennifer Schultz,Beth Grossman,Joshua Roberts,Nicola Serianni,Jon Marshall,Cateria R Mccabe,Craig Levin,Vicki Markovitz,Chris Hall,Tiffany Palmer,Wendi Barish,Anthony Kyriakakis,James C Crumlish,Kendra Mccrae,Laurie Dow,James F Berardinelli,Kay Yu,Robert Trimble,Henry Mcgregor Sias,Leon Goodman,Sherman Toppin,Carmella Jacquinto,Janine D Momasso,Gregory Weyer,Terri M Booker,1
Bobby Henon,8,15,13,11,8,7,5,7,8,7,5,6,5,4,4,5,4,2,3,2,3,2,2,0,0,1,1
Jennifer Schultz,,0,7,6,7,6,5,5,3,1,3,5,1,1,4,3,1,2,2,1,1,0,0,2,0,0,1
Beth Grossman,,,0,4,4,2,2,3,5,4,1,2,1,3,1,3,2,3,1,1,1,0,0,0,0,0,1
Joshua Roberts,,,,0,3,6,1,5,0,4,2,3,2,3,1,1,4,2,3,1,3,2,0,0,1,1,1
Nicola Serianni,,,,,0,2,5,2,3,1,4,2,2,1,4,2,2,1,3,1,2,0,1,2,0,0,1
Jon Marshall,,,,,,0,0,4,2,0,1,1,1,1,1,2,1,1,2,1,1,1,0,0,1,0,1
Cateria R Mccabe,,,,,,,0,2,2,1,3,3,3,1,3,2,1,1,1,2,0,1,2,2,0,0,1
Craig Levin,,,,,,,,0,2,0,1,1,0,0,2,1,1,1,0,1,0,2,0,0,0,0,1
Vicki Markovitz,,,,,,,,,0,1,2,2,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1
Chris Hall,,,,,,,,,,0,2,3,2,3,1,1,2,1,0,0,1,1,1,0,0,0,1
Tiffany Palmer,,,,,,,,,,,0,3,2,1,1,4,1,2,1,0,0,0,0,1,0,0,1
Wendi Barish,,,,,,,,,,,,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1
Anthony Kyriakakis,,,,,,,,,,,,,0,2,2,0,1,1,2,2,1,0,2,0,0,1,1
James C Crumlish,,,,,,,,,,,,,,0,1,0,1,1,2,0,0,0,1,0,1,0,1
Kendra Mccrae,,,,,,,,,,,,,,,0,1,0,1,1,1,0,0,2,1,0,0,1
Laurie Dow,,,,,,,,,,,,,,,,0,1,2,0,0,0,0,0,0,0,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,0,0,2,0,2,0,0,0,1,1,1
Kay Yu,,,,,,,,,,,,,,,,,,0,0,2,0,1,0,0,0,0,1
Robert Trimble,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Carmella Jacquinto,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,40,21,15,14,11,10,9,9,8,7,7,7,6,6,6,6,5,5,5,3,3,3,2,2,1,1,1
,District Council 6th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,2
,Bobby Henon,Jennifer Schultz,Joshua Roberts,Jon Marshall,Anthony Kyriakakis,Craig Levin,Kay Yu,Henry Mcgregor Sias,Carmella Jacquinto,Cateria R Mccabe,Tiffany Palmer,Beth Grossman,Leon Goodman,Nicola Serianni,Sherman Toppin,James F Berardinelli,Kendra Mccrae,Vicki Markovitz,James C Crumlish,Janine D Momasso,Laurie Dow,Wendi Barish,Chris Hall,Robert Trimble,Gregory Weyer,Terri M Booker,2
Bobby Henon,4,15,12,9,7,6,5,5,5,4,2,2,2,4,4,3,1,3,2,2,0,1,1,1,0,0,2
Jennifer Schultz,,0,5,6,2,5,1,1,0,0,1,2,1,3,1,1,1,2,1,2,0,1,0,1,0,0,2
Joshua Roberts,,,2,4,5,5,0,3,3,3,0,1,0,4,3,1,0,0,1,0,0,0,0,0,0,0,2
Jon Marshall,,,,2,1,4,1,0,1,0,0,2,1,2,0,1,0,3,1,1,0,1,0,0,0,0,2
Anthony Kyriakakis,,,,,0,1,4,5,3,5,4,2,2,2,3,1,0,0,1,0,0,1,1,0,0,0,2
Craig Levin,,,,,,1,0,0,0,0,1,0,1,3,0,0,1,0,1,0,1,0,0,0,0,0,2
Kay Yu,,,,,,,0,2,2,2,4,1,2,0,0,1,0,1,1,0,0,2,1,0,0,0,2
Henry Mcgregor Sias,,,,,,,,0,3,4,2,0,1,0,3,0,0,0,1,0,0,0,1,0,0,0,2
Carmella Jacquinto,,,,,,,,,0,3,0,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,2
Cateria R Mccabe,,,,,,,,,,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2
Tiffany Palmer,,,,,,,,,,,0,1,3,0,0,0,0,0,1,0,0,1,1,0,0,0,2
Beth Grossman,,,,,,,,,,,,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,2
Leon Goodman,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
Nicola Serianni,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,2
Sherman Toppin,,,,,,,,,,,,,,,0,1,1,0,0,1,0,0,0,1,0,0,2
James F Berardinelli,,,,,,,,,,,,,,,,0,1,1,0,1,0,1,0,1,0,0,2
Kendra Mccrae,,,,,,,,,,,,,,,,,0,0,0,1,2,0,0,1,0,0,2
Vicki Markovitz,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,2
James C Crumlish,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,2
Janine D Momasso,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,2
Laurie Dow,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Chris Hall,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,34,16,14,12,9,9,7,6,5,5,5,4,4,4,4,3,3,3,2,2,2,2,1,1,0,0,2
,District Council 6th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,3
,Bobby Henon,Jennifer Schultz,Joshua Roberts,Beth Grossman,Anthony Kyriakakis,Carmella Jacquinto,Cateria R Mccabe,Craig Levin,Jon Marshall,James C Crumlish,Tiffany Palmer,Vicki Markovitz,Wendi Barish,Nicola Serianni,Henry Mcgregor Sias,Sherman Toppin,Chris Hall,Kay Yu,Kendra Mccrae,James F Berardinelli,Terri M Booker,Leon Goodman,Robert Trimble,Laurie Dow,Janine D Momasso,Gregory Weyer,3
Bobby Henon,19,27,22,19,12,14,16,16,12,9,12,11,14,8,10,10,7,8,8,6,7,6,6,5,3,2,3
Jennifer Schultz,,3,9,10,1,1,4,13,10,3,4,5,8,6,0,1,4,3,4,3,3,4,4,2,2,2,3
Joshua Roberts,,,0,3,8,11,10,8,8,4,1,3,5,4,9,11,1,2,2,3,3,6,1,1,0,2,3
Beth Grossman,,,,0,4,3,5,8,2,4,5,10,7,5,1,0,2,3,4,3,5,1,2,4,0,2,3
Anthony Kyriakakis,,,,,1,9,10,1,1,6,9,2,1,3,8,7,5,2,1,0,0,1,1,1,1,1,3
Carmella Jacquinto,,,,,,0,11,0,3,7,4,4,5,3,6,7,2,2,4,1,4,2,1,2,1,0,3
Cateria R Mccabe,,,,,,,0,0,4,3,3,3,3,5,7,9,1,0,1,2,3,1,1,4,3,0,3
Craig Levin,,,,,,,,2,5,2,1,5,3,1,0,1,1,1,2,2,2,3,1,1,0,2,3
Jon Marshall,,,,,,,,,3,4,0,3,3,3,0,2,1,1,1,3,2,3,3,0,3,1,3
James C Crumlish,,,,,,,,,,0,7,3,3,1,0,0,7,4,2,5,3,3,3,1,1,0,3
Tiffany Palmer,,,,,,,,,,,0,4,4,2,2,0,5,4,4,2,2,1,1,3,1,0,3
Vicki Markovitz,,,,,,,,,,,,0,3,4,0,1,1,3,5,3,3,0,1,3,1,0,3
Wendi Barish,,,,,,,,,,,,,0,4,0,0,1,0,3,1,3,6,0,2,1,0,3
Nicola Serianni,,,,,,,,,,,,,,1,2,2,0,3,0,2,2,1,1,2,2,1,3
Henry Mcgregor Sias,,,,,,,,,,,,,,,0,8,0,2,0,2,0,0,1,0,0,1,3
Sherman Toppin,,,,,,,,,,,,,,,,0,0,0,0,2,1,0,2,0,1,2,3
Chris Hall,,,,,,,,,,,,,,,,,0,2,3,1,0,1,3,1,1,1,3
Kay Yu,,,,,,,,,,,,,,,,,,0,3,2,1,0,3,0,1,1,3
Kendra Mccrae,,,,,,,,,,,,,,,,,,,0,2,1,0,3,4,1,0,3
James F Berardinelli,,,,,,,,,,,,,,,,,,,,0,1,0,2,1,0,1,3
Terri M Booker,,,,,,,,,,,,,,,,,,,,,0,2,1,1,1,1,3
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,3
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,3
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,80,31,27,22,20,20,20,19,19,17,17,15,15,14,12,12,11,11,10,9,9,8,8,7,5,4,3
,District Council 6th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,4
,Bobby Henon,Jennifer Schultz,Beth Grossman,Joshua Roberts,Anthony Kyriakakis,James C Crumlish,Wendi Barish,Vicki Markovitz,James F Berardinelli,Jon Marshall,Nicola Serianni,Tiffany Palmer,Cateria R Mccabe,Leon Goodman,Craig Levin,Carmella Jacquinto,Sherman Toppin,Kay Yu,Henry Mcgregor Sias,Robert Trimble,Janine D Momasso,Kendra Mccrae,Laurie Dow,Terri M Booker,Chris Hall,Gregory Weyer,4
Bobby Henon,7,31,24,22,18,18,15,13,12,14,13,13,12,12,13,11,11,8,8,7,7,6,4,6,5,0,4
Jennifer Schultz,,0,17,11,8,13,12,8,6,7,6,7,5,5,6,7,3,5,4,3,6,5,6,3,0,0,4
Beth Grossman,,,1,7,8,7,11,10,6,5,5,5,4,7,1,5,2,6,3,5,4,6,5,3,3,0,4
Joshua Roberts,,,,0,11,7,4,2,0,4,5,3,7,3,2,6,6,3,4,4,3,1,0,1,2,0,4
Anthony Kyriakakis,,,,,0,9,2,2,8,4,4,4,6,1,3,5,7,4,6,1,2,1,1,1,4,0,4
James C Crumlish,,,,,,0,5,4,7,6,7,4,3,6,8,2,1,3,2,2,0,0,0,1,3,0,4
Wendi Barish,,,,,,,0,9,5,1,6,7,2,5,1,4,1,2,3,2,3,3,3,2,2,0,4
Vicki Markovitz,,,,,,,,0,7,2,4,5,4,5,2,3,4,3,0,3,2,2,2,2,1,1,4
James F Berardinelli,,,,,,,,,0,2,4,2,1,3,2,2,2,1,1,0,2,2,1,0,2,0,4
Jon Marshall,,,,,,,,,,1,5,1,1,2,5,0,0,2,0,3,1,0,3,2,1,0,4
Nicola Serianni,,,,,,,,,,,0,5,0,2,4,1,3,3,2,1,2,0,2,1,1,0,4
Tiffany Palmer,,,,,,,,,,,,0,3,0,4,0,3,6,3,1,1,2,3,4,3,1,4
Cateria R Mccabe,,,,,,,,,,,,,0,3,2,6,7,3,5,1,1,1,1,1,0,1,4
Leon Goodman,,,,,,,,,,,,,,1,3,1,2,1,0,2,1,1,0,2,1,0,4
Craig Levin,,,,,,,,,,,,,,,0,0,2,1,2,1,0,1,1,2,1,0,4
Carmella Jacquinto,,,,,,,,,,,,,,,,0,4,0,4,1,2,3,0,1,1,0,4
Sherman Toppin,,,,,,,,,,,,,,,,,0,2,6,0,2,0,0,0,0,0,4
Kay Yu,,,,,,,,,,,,,,,,,,0,1,1,0,1,2,1,0,0,4
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,0,4
Robert Trimble,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,2,0,4
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,4
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,0,4
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,,0,3,0,1,4
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,4
Chris Hall,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,68,35,31,24,23,21,21,18,16,16,16,16,15,15,13,12,12,11,10,9,8,8,8,7,6,1,4
,District Council 6th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,5
,Bobby Henon,Jennifer Schultz,Joshua Roberts,Anthony Kyriakakis,James C Crumlish,Beth Grossman,Tiffany Palmer,Carmella Jacquinto,Chris Hall,Craig Levin,Kendra Mccrae,Leon Goodman,Vicki Markovitz,Wendi Barish,James F Berardinelli,Jon Marshall,Kay Yu,Cateria R Mccabe,Laurie Dow,Terri M Booker,Gregory Weyer,Henry Mcgregor Sias,Janine D Momasso,Nicola Serianni,Robert Trimble,Sherman Toppin,5
Bobby Henon,6,16,13,10,12,7,9,9,8,6,5,5,5,6,3,3,4,3,3,1,2,2,2,2,1,1,5
Jennifer Schultz,,2,7,6,6,3,3,4,4,5,2,3,2,4,2,2,0,2,1,0,0,0,1,1,1,0,5
Joshua Roberts,,,1,4,4,1,4,4,3,2,2,3,1,3,1,2,0,2,0,2,1,0,1,0,0,0,5
Anthony Kyriakakis,,,,0,7,5,10,5,7,0,0,1,1,3,0,0,3,2,0,1,0,2,0,0,1,0,5
James C Crumlish,,,,,0,5,7,5,8,1,1,1,1,3,0,2,1,0,1,1,0,0,0,0,1,0,5
Beth Grossman,,,,,,2,3,4,3,2,1,1,3,0,1,1,1,1,2,0,0,0,1,1,0,0,5
Tiffany Palmer,,,,,,,0,3,8,0,1,1,1,2,1,0,3,0,0,2,0,2,0,0,1,0,5
