col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,District Council 7th District - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Maria Quiñones Sánchez,Angel L Cruz,Helen Gym,Adrián Rivera-reyes,Deja Lynn Alvarez,Allan Domb,Isaiah Thomas,Derek S Green,Willie Floyd Singletary,Katherine Gilmore Richardson,Justin Diberardinis,Ogbonna Paul Hagins,Fernando Treviño,Eryn Santamoor,Erika Almirón,Edwin Santana,Asa Khalif,Joseph A Diorio,Sandra Dungee Glenn,Latrice Y Bryant,Fareed Abdullah,Beth Finn,Billy Thompson,Hena Veit,Wayne Allen,Ethelind Baylor,Devon Cade,Bobbie Curry,Mark Ross,Vinny Black,Wayne Edmund Dorsey,Sherrie Cohen,All
Maria Quiñones Sánchez,198,0,135,111,99,111,99,77,49,68,59,28,40,32,35,24,19,18,18,23,18,18,19,12,7,9,10,3,8,3,1,0,All
Angel L Cruz,,148,99,127,92,63,45,40,73,25,22,45,27,18,14,22,14,17,12,9,9,11,11,7,6,7,5,10,3,8,4,0,All
Helen Gym,,,3,90,80,74,54,52,75,30,21,54,13,18,18,9,9,9,12,13,11,13,10,7,2,6,6,4,3,0,1,0,All
Adrián Rivera-reyes,,,,2,99,36,20,14,70,14,13,52,40,18,19,25,11,12,12,7,7,10,9,7,1,5,2,4,2,3,1,0,All
Deja Lynn Alvarez,,,,,2,21,10,9,71,10,9,53,25,13,16,20,11,7,4,10,6,10,1,8,3,3,3,2,3,1,2,0,All
Allan Domb,,,,,,2,89,82,16,51,47,3,18,21,6,11,15,12,12,5,11,7,13,1,6,4,5,2,2,3,3,0,All
Isaiah Thomas,,,,,,,4,77,11,61,51,3,9,10,12,11,14,8,14,10,14,7,12,2,7,4,8,1,1,0,0,0,All
Derek S Green,,,,,,,,2,10,59,38,2,6,12,10,2,10,4,8,7,6,7,7,2,5,2,0,4,4,1,0,0,All
Willie Floyd Singletary,,,,,,,,,2,7,1,48,2,5,2,4,4,7,2,4,2,3,6,4,2,1,2,2,2,3,2,0,All
Katherine Gilmore Richardson,,,,,,,,,,0,37,1,5,12,8,5,5,6,9,8,6,4,9,3,3,3,4,3,1,2,0,0,All
Justin Diberardinis,,,,,,,,,,,1,2,10,7,9,3,3,3,4,4,3,5,2,1,2,6,1,0,2,1,0,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,0,1,1,1,0,3,3,3,1,4,0,2,1,1,1,2,1,0,2,0,0,All
Fernando Treviño,,,,,,,,,,,,,2,12,12,23,4,5,4,5,3,7,2,2,1,2,1,3,1,1,1,0,All
Eryn Santamoor,,,,,,,,,,,,,,0,7,7,2,4,3,3,2,5,5,2,2,1,2,1,5,2,0,0,All
Erika Almirón,,,,,,,,,,,,,,,0,6,5,3,6,3,1,5,2,2,0,8,1,1,2,1,1,0,All
Edwin Santana,,,,,,,,,,,,,,,,0,3,5,4,3,7,6,4,3,2,1,0,2,0,2,0,0,All
Asa Khalif,,,,,,,,,,,,,,,,,1,1,7,3,9,3,4,0,4,2,3,0,0,1,0,0,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,0,6,5,1,2,2,1,2,0,5,3,1,2,2,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,,,,,2,6,1,3,2,3,0,1,0,0,0,1,0,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,0,3,8,1,5,2,1,5,3,2,2,1,0,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,2,2,2,2,5,1,3,0,0,1,0,0,All
Beth Finn,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,0,0,2,0,1,0,0,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,2,2,1,2,2,0,All
