col_1,col_2,col_3,col_4,col_5,col_6,division
,Judge Of The Municipal Court - Democrat,,Mayor - Democrat,,,All
,David H Conroy,Theresa Brunson,Jim Kenney,Alan Butkovitz,Anthony Hardy Williams,All
David H Conroy,33,0,586,309,181,All
Theresa Brunson,,13,271,144,170,All
Jim Kenney,,,242,0,0,All
Alan Butkovitz,,,,184,0,All
Anthony Hardy Williams,,,,,91,All
Total,"1,109",598,"1,099",637,442,All
,Judge Of The Municipal Court - Democrat,,Mayor - Democrat,,,1
,David H Conroy,Theresa Brunson,Alan Butkovitz,Jim Kenney,Anthony Hardy Williams,1
David H Conroy,0,0,18,12,5,1
Theresa Brunson,,1,6,3,5,1
Alan Butkovitz,,,9,0,0,1
Jim Kenney,,,,8,0,1
Anthony Hardy Williams,,,,,3,1
Total,35,15,33,23,13,1
,Mayor - Democrat,,,Judge Of The Municipal Court - Democrat,,2
,Jim Kenney,Alan Butkovitz,Anthony Hardy Williams,David H Conroy,Theresa Brunson,2
Jim Kenney,10,0,0,23,17,2
Alan Butkovitz,,5,0,12,6,2
Anthony Hardy Williams,,,7,9,7,2
David H Conroy,,,,1,0,2
Theresa Brunson,,,,,2,2
Total,50,23,23,45,32,2
,Mayor - Democrat,,,Judge Of The Municipal Court - Democrat,,3
,Jim Kenney,Alan Butkovitz,Anthony Hardy Williams,David H Conroy,Theresa Brunson,3
Jim Kenney,10,0,0,23,9,3
Alan Butkovitz,,5,0,8,3,3
Anthony Hardy Williams,,,3,2,8,3
David H Conroy,,,,0,0,3
Theresa Brunson,,,,,1,3
Total,42,16,13,33,21,3
,Judge Of The Municipal Court - Democrat,,Mayor - Democrat,,,4
,David H Conroy,Theresa Brunson,Jim Kenney,Alan Butkovitz,Anthony Hardy Williams,4
David H Conroy,2,0,15,15,4,4
Theresa Brunson,,0,8,6,5,4
Jim Kenney,,,9,0,0,4
Alan Butkovitz,,,,5,0,4
Anthony Hardy Williams,,,,,2,4
Total,36,19,32,26,11,4
,Mayor - Democrat,,,Judge Of The Municipal Court - Democrat,,5
,Jim Kenney,Alan Butkovitz,Anthony Hardy Williams,David H Conroy,Theresa Brunson,5
Jim Kenney,13,0,0,11,6,5
