col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,District Council 5th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Darrell L Clarke,Tiffany Palmer,Anthony Kyriakakis,Kay Yu,Craig Levin,Henry Mcgregor Sias,Jennifer Schultz,James C Crumlish,Chris Hall,Wendi Barish,Beth Grossman,Vicki Markovitz,Leon Goodman,Joshua Roberts,Nicola Serianni,James F Berardinelli,Carmella Jacquinto,Cateria R Mccabe,Kendra Mccrae,Laurie Dow,Janine D Momasso,Terri M Booker,Jon Marshall,Sherman Toppin,Robert Trimble,Gregory Weyer,All
Darrell L Clarke,126,"1,632","1,494","1,180",940,895,849,682,691,625,439,388,374,355,343,282,302,262,195,189,140,131,136,55,48,29,All
Tiffany Palmer,,8,"1,617","1,171",596,973,554,721,778,469,225,248,240,175,235,225,209,214,122,100,90,59,26,21,13,10,All
Anthony Kyriakakis,,,12,"1,146",599,950,437,747,782,408,172,211,245,177,170,242,160,130,75,50,35,28,19,21,19,7,All
Kay Yu,,,,17,480,831,422,347,400,226,125,122,135,144,140,178,167,142,85,67,42,47,22,21,13,7,All
Craig Levin,,,,,65,348,384,226,180,268,225,178,195,194,91,110,83,97,42,55,34,48,98,14,22,11,All
Henry Mcgregor Sias,,,,,,2,274,200,237,172,48,102,151,110,85,121,100,107,25,15,21,15,5,13,4,9,All
Jennifer Schultz,,,,,,,21,142,172,267,217,157,137,150,220,111,82,121,105,97,81,54,93,12,22,7,All
James C Crumlish,,,,,,,,11,642,176,112,80,77,90,89,81,54,42,40,38,8,21,38,16,18,3,All
Chris Hall,,,,,,,,,5,142,93,68,68,51,65,113,52,38,42,27,16,24,14,11,17,9,All
Wendi Barish,,,,,,,,,,0,225,238,170,111,194,58,92,82,82,105,69,55,32,17,21,4,All
Beth Grossman,,,,,,,,,,,1,190,125,80,109,63,84,45,75,104,39,52,22,8,11,11,All
Vicki Markovitz,,,,,,,,,,,,4,163,68,75,39,52,30,43,52,30,38,12,10,8,7,All
Leon Goodman,,,,,,,,,,,,,1,59,28,71,35,36,31,23,19,31,33,6,14,10,All
Joshua Roberts,,,,,,,,,,,,,,6,57,24,96,21,23,29,14,36,89,21,16,8,All
Nicola Serianni,,,,,,,,,,,,,,,0,46,73,98,70,57,70,22,32,13,12,2,All
James F Berardinelli,,,,,,,,,,,,,,,,3,32,34,12,21,27,14,6,3,14,8,All
Carmella Jacquinto,,,,,,,,,,,,,,,,,2,54,63,38,33,41,14,16,17,6,All
Cateria R Mccabe,,,,,,,,,,,,,,,,,,1,44,31,63,25,8,10,8,1,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,,1,39,27,33,12,8,8,3,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,1,30,36,10,11,7,3,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,1,19,6,11,7,1,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,1,15,14,10,8,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,2,6,8,7,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,1,7,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"2,679","2,067","1,937","1,466","1,219","1,096","1,011",928,911,806,544,494,463,436,435,374,361,325,231,228,175,161,156,68,65,35,All
,District Council 5th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,8
,Darrell L Clarke,Anthony Kyriakakis,Tiffany Palmer,Kay Yu,Craig Levin,Henry Mcgregor Sias,James C Crumlish,Chris Hall,Wendi Barish,Jennifer Schultz,Vicki Markovitz,Beth Grossman,Leon Goodman,James F Berardinelli,Joshua Roberts,Cateria R Mccabe,Nicola Serianni,Laurie Dow,Terri M Booker,Carmella Jacquinto,Janine D Momasso,Jon Marshall,Kendra Mccrae,Robert Trimble,Sherman Toppin,Gregory Weyer,8
Darrell L Clarke,5,101,98,77,62,60,43,42,49,48,36,31,29,15,18,15,12,11,11,8,8,7,8,4,4,1,8
Anthony Kyriakakis,,1,109,77,37,65,52,55,32,28,22,17,24,16,9,6,9,3,2,6,2,2,2,1,2,0,8
Tiffany Palmer,,,0,73,30,65,44,51,35,41,25,17,19,14,8,12,13,5,2,6,3,2,2,2,2,1,8
Kay Yu,,,,2,31,57,22,25,20,29,10,13,11,11,6,7,7,3,5,3,3,2,2,1,3,0,8
Craig Levin,,,,,2,12,21,14,24,22,15,17,15,5,11,5,5,6,6,3,4,7,5,3,1,1,8
Henry Mcgregor Sias,,,,,,0,10,15,18,22,10,5,14,7,5,4,7,1,1,5,2,0,0,0,0,0,8
James C Crumlish,,,,,,,0,43,16,9,6,12,6,7,7,4,5,6,4,3,1,5,0,0,4,0,8
Chris Hall,,,,,,,,0,9,8,5,9,3,10,4,3,4,3,1,2,3,2,0,2,2,1,8
Wendi Barish,,,,,,,,,0,17,23,14,15,4,7,3,5,8,6,3,3,5,4,2,2,1,8
Jennifer Schultz,,,,,,,,,,0,10,5,6,5,9,9,8,3,3,0,4,6,4,4,0,1,8
Vicki Markovitz,,,,,,,,,,,0,14,16,4,3,2,3,4,3,1,2,0,3,0,0,1,8
Beth Grossman,,,,,,,,,,,,0,12,4,2,4,3,5,5,3,3,1,4,1,0,1,8
Leon Goodman,,,,,,,,,,,,,0,2,3,1,0,1,2,2,2,2,2,0,0,1,8
James F Berardinelli,,,,,,,,,,,,,,0,1,3,2,0,0,0,1,0,0,1,0,0,8
Joshua Roberts,,,,,,,,,,,,,,,0,1,2,1,2,3,0,6,0,4,0,1,8
Cateria R Mccabe,,,,,,,,,,,,,,,,0,6,0,1,2,4,0,4,0,0,0,8
Nicola Serianni,,,,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,0,0,8
