col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,District Council 3rd District - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Jamie Gauthier,Jannie L Blackwell,Helen Gym,Erika Almirón,Justin Diberardinis,Isaiah Thomas,Derek S Green,Adrián Rivera-reyes,Eryn Santamoor,Allan Domb,Deja Lynn Alvarez,Katherine Gilmore Richardson,Ethelind Baylor,Sandra Dungee Glenn,Beth Finn,Willie Floyd Singletary,Ogbonna Paul Hagins,Fernando Treviño,Asa Khalif,Fareed Abdullah,Latrice Y Bryant,Hena Veit,Billy Thompson,Edwin Santana,Joseph A Diorio,Wayne Edmund Dorsey,Wayne Allen,Vinny Black,Devon Cade,Mark Ross,Bobbie Curry,Sherrie Cohen,All
Jamie Gauthier,98,0,"1,172",793,665,560,473,426,332,226,268,214,182,123,125,75,93,92,81,52,61,59,38,30,22,22,22,20,15,8,11,0,All
Jannie L Blackwell,,57,288,95,75,164,136,102,46,125,82,108,32,38,26,75,32,30,23,30,15,16,22,15,17,7,8,9,7,9,7,1,All
Helen Gym,,,6,838,692,678,548,400,306,262,234,257,219,92,109,63,93,74,66,41,37,43,27,15,18,15,16,13,8,10,7,1,All
Erika Almirón,,,,1,557,492,329,239,179,44,141,104,197,64,67,4,27,50,44,15,22,34,6,10,1,1,6,6,3,3,4,1,All
Justin Diberardinis,,,,,0,421,305,170,191,97,52,61,158,40,26,4,11,24,12,10,8,10,3,9,7,7,5,7,4,2,2,1,All
Isaiah Thomas,,,,,,0,383,115,77,144,53,125,154,42,25,21,16,16,25,29,16,8,16,14,8,9,5,4,6,6,1,1,All
Derek S Green,,,,,,,1,87,115,184,64,147,26,27,22,16,14,16,19,11,11,5,10,7,3,7,7,5,5,5,2,0,All
Adrián Rivera-reyes,,,,,,,,2,92,51,200,52,50,31,58,59,76,55,25,18,22,22,19,11,12,5,3,4,4,5,5,0,All
Eryn Santamoor,,,,,,,,,0,88,48,94,14,51,41,12,8,34,13,8,4,16,9,9,5,6,6,6,5,6,2,0,All
Allan Domb,,,,,,,,,,1,36,106,9,33,23,24,11,20,13,16,10,5,12,9,13,12,15,14,5,5,8,0,All
Deja Lynn Alvarez,,,,,,,,,,,2,42,27,28,43,52,65,35,33,17,28,22,13,6,7,4,7,1,5,1,2,0,All
Katherine Gilmore Richardson,,,,,,,,,,,,1,19,44,36,16,14,33,16,12,20,20,11,7,7,4,10,4,3,6,4,0,All
Ethelind Baylor,,,,,,,,,,,,,0,4,12,1,4,0,4,3,12,3,3,4,0,1,4,3,0,0,1,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,,1,23,8,6,10,20,15,16,16,7,7,5,4,5,7,1,1,5,0,All
Beth Finn,,,,,,,,,,,,,,,0,4,10,13,11,11,13,20,9,6,5,5,0,2,3,2,2,0,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,2,44,7,8,11,5,3,11,4,8,2,4,7,2,5,4,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,0,10,6,1,7,8,7,9,4,1,3,1,1,2,0,0,All
Fernando Treviño,,,,,,,,,,,,,,,,,,0,11,11,9,7,9,8,8,1,1,2,3,1,3,0,All
Asa Khalif,,,,,,,,,,,,,,,,,,,1,29,12,7,4,6,3,3,2,5,0,0,0,0,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,0,8,6,5,2,5,8,2,5,4,2,2,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,0,14,3,6,1,2,3,2,2,1,2,0,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,0,3,2,2,2,0,3,2,0,4,0,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,,,,0,2,6,5,3,4,2,4,1,0,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,6,1,1,1,2,0,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,5,3,3,0,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,5,3,2,0,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,0,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,All
