col_1,col_2,col_3,col_4,col_5,col_6,division
,District Council 1st District - Democrat,,Judge Of The Superior Court - Democrat,,,All
,Mark F Squilla,Lou Lanni,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,All
Mark F Squilla,343,0,"2,671","1,347",949,All
Lou Lanni,,68,645,478,457,All
Daniel D Mccaffery,,,234,"1,032",696,All
Amanda Green-hawkins,,,,51,654,All
Beth Tarasi,,,,,32,All
Total,"3,672","1,056","3,650","1,992","1,526",All
,Judge Of The Superior Court - Democrat,,,District Council 1st District - Democrat,,1
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Mark F Squilla,Lou Lanni,1
Daniel D Mccaffery,28,48,35,166,29,1
Amanda Green-hawkins,,2,33,72,18,1
Beth Tarasi,,,2,49,22,1
Mark F Squilla,,,,16,0,1
Lou Lanni,,,,,4,1
Total,226,96,76,214,51,1
,Judge Of The Superior Court - Democrat,,,District Council 1st District - Democrat,,2
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Mark F Squilla,Lou Lanni,2
Daniel D Mccaffery,17,41,31,99,27,2
Amanda Green-hawkins,,4,22,49,20,2
Beth Tarasi,,,2,42,17,2
Mark F Squilla,,,,13,0,2
Lou Lanni,,,,,1,2
Total,147,76,62,138,40,2
,Judge Of The Superior Court - Democrat,,,District Council 1st District - Democrat,,3
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Mark F Squilla,Lou Lanni,3
Daniel D Mccaffery,19,41,27,155,22,3
Amanda Green-hawkins,,1,12,46,15,3
Beth Tarasi,,,2,34,9,3
Mark F Squilla,,,,19,0,3
Lou Lanni,,,,,1,3
Total,200,65,46,193,32,3
,District Council 1st District - Democrat,,Judge Of The Superior Court - Democrat,,,4
,Mark F Squilla,Lou Lanni,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,4
Mark F Squilla,20,0,160,87,72,4
Lou Lanni,,6,21,27,27,4
Daniel D Mccaffery,,,8,49,45,4
Amanda Green-hawkins,,,,2,42,4
Beth Tarasi,,,,,0,4
Total,234,57,194,119,105,4
,Judge Of The Superior Court - Democrat,,,District Council 1st District - Democrat,,5
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Mark F Squilla,Lou Lanni,5
Daniel D Mccaffery,12,37,30,117,25,5
Amanda Green-hawkins,,2,19,45,15,5
Beth Tarasi,,,3,33,22,5
Mark F Squilla,,,,7,0,5
Lou Lanni,,,,,4,5
Total,157,69,62,145,44,5
,Judge Of The Superior Court - Democrat,,,District Council 1st District - Democrat,,6
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Mark F Squilla,Lou Lanni,6
Daniel D Mccaffery,7,47,23,126,25,6
Amanda Green-hawkins,,1,31,57,25,6
Beth Tarasi,,,0,30,22,6
Mark F Squilla,,,,10,0,6
Lou Lanni,,,,,8,6
Total,160,87,56,155,52,6
,Judge Of The Superior Court - Democrat,,,District Council 1st District - Democrat,,7
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Mark F Squilla,Lou Lanni,7
Daniel D Mccaffery,8,49,24,81,27,7
Amanda Green-hawkins,,3,22,47,21,7
Beth Tarasi,,,1,25,18,7
Mark F Squilla,,,,9,0,7
Lou Lanni,,,,,3,7
Total,123,80,50,105,42,7
,District Council 1st District - Democrat,,Judge Of The Superior Court - Democrat,,,8
,Mark F Squilla,Lou Lanni,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,8
Mark F Squilla,19,0,145,82,51,8
Lou Lanni,,2,38,21,22,8
Daniel D Mccaffery,,,7,57,37,8
Amanda Green-hawkins,,,,1,32,8
Beth Tarasi,,,,,0,8
Total,209,53,197,109,77,8
,Judge Of The Superior Court - Democrat,,,District Council 1st District - Democrat,,9
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Mark F Squilla,Lou Lanni,9
Daniel D Mccaffery,3,50,29,100,39,9
