col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Judge Of The Superior Court - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Jennifer Schultz,Joshua Roberts,Tiffany Palmer,Anthony Kyriakakis,Cateria R Mccabe,Kay Yu,Wendi Barish,Carmella Jacquinto,Henry Mcgregor Sias,Craig Levin,Nicola Serianni,James C Crumlish,Sherman Toppin,Kendra Mccrae,Jon Marshall,Chris Hall,Beth Grossman,Laurie Dow,Leon Goodman,Terri M Booker,Janine D Momasso,Vicki Markovitz,James F Berardinelli,Robert Trimble,Gregory Weyer,All
Daniel D Mccaffery,63,529,174,343,437,329,350,288,204,195,245,247,205,156,190,234,153,162,151,125,116,126,104,93,80,78,30,18,All
Amanda Green-hawkins,,31,199,301,303,315,272,305,213,213,240,216,130,172,134,207,187,106,113,127,131,120,118,118,92,77,18,23,All
Beth Tarasi,,,19,258,124,146,99,77,94,123,87,46,104,111,88,36,96,96,70,100,77,46,54,53,59,29,24,12,All
Jennifer Schultz,,,,11,118,184,82,110,108,166,74,67,127,165,78,36,93,114,51,107,70,47,46,64,65,17,13,7,All
Joshua Roberts,,,,,6,43,167,173,31,44,141,146,116,43,47,173,38,111,30,33,36,48,42,13,26,9,12,4,All
Tiffany Palmer,,,,,,1,207,147,222,171,79,115,30,119,153,37,108,19,151,65,61,75,77,62,51,64,15,9,All
Anthony Kyriakakis,,,,,,,4,195,121,72,156,197,24,48,156,152,45,14,139,29,24,29,16,17,29,25,6,8,All
Cateria R Mccabe,,,,,,,,1,85,80,156,192,19,95,28,158,64,19,26,31,35,44,38,64,25,27,6,7,All
Kay Yu,,,,,,,,,16,104,61,78,11,53,77,29,77,17,69,47,36,34,46,32,43,45,11,10,All
