col_1,col_2,col_3,division
,City Commissioners - Republican,Judge Of The Court Of Common Pleas - Republican,All
,Al Schmidt,Beth Grossman,All
Al Schmidt,44,256,All
Beth Grossman,,34,All
Total,300,290,All
,City Commissioners - Republican,Judge Of The Court Of Common Pleas - Republican,1
,Al Schmidt,Beth Grossman,1
Al Schmidt,5,15,1
Beth Grossman,,0,1
Total,20,15,1
,Judge Of The Court Of Common Pleas - Republican,City Commissioners - Republican,2
,Beth Grossman,Al Schmidt,2
Beth Grossman,1,10,2
Al Schmidt,,0,2
Total,11,10,2
,City Commissioners - Republican,Judge Of The Court Of Common Pleas - Republican,3
,Al Schmidt,Beth Grossman,3
Al Schmidt,9,25,3
Beth Grossman,,2,3
Total,34,27,3
,City Commissioners - Republican,Judge Of The Court Of Common Pleas - Republican,4
,Al Schmidt,Beth Grossman,4
Al Schmidt,2,25,4
Beth Grossman,,0,4
Total,27,25,4
,Judge Of The Court Of Common Pleas - Republican,City Commissioners - Republican,5
,Beth Grossman,Al Schmidt,5
Beth Grossman,4,28,5
Al Schmidt,,0,5
Total,32,28,5
,City Commissioners - Republican,Judge Of The Court Of Common Pleas - Republican,6
,Al Schmidt,Beth Grossman,6
Al Schmidt,5,15,6
Beth Grossman,,5,6
Total,20,20,6
,City Commissioners - Republican,Judge Of The Court Of Common Pleas - Republican,7
,Al Schmidt,Beth Grossman,7
Al Schmidt,4,19,7
Beth Grossman,,3,7
Total,23,22,7
,City Commissioners - Republican,Judge Of The Court Of Common Pleas - Republican,8
,Al Schmidt,Beth Grossman,8
Al Schmidt,2,12,8
Beth Grossman,,2,8
Total,14,14,8
,City Commissioners - Republican,Judge Of The Court Of Common Pleas - Republican,9
,Al Schmidt,Beth Grossman,9
Al Schmidt,2,9,9
Beth Grossman,,0,9
Total,11,9,9
,Judge Of The Court Of Common Pleas - Republican,City Commissioners - Republican,10
,Beth Grossman,Al Schmidt,10
Beth Grossman,5,13,10
Al Schmidt,,2,10
Total,18,15,10
,City Commissioners - Republican,Judge Of The Court Of Common Pleas - Republican,11
,Al Schmidt,Beth Grossman,11
Al Schmidt,2,9,11
Beth Grossman,,0,11
Total,11,9,11
,Judge Of The Court Of Common Pleas - Republican,City Commissioners - Republican,12
,Beth Grossman,Al Schmidt,12
Beth Grossman,3,14,12
Al Schmidt,,2,12
Total,17,16,12
,City Commissioners - Republican,Judge Of The Court Of Common Pleas - Republican,13
,Al Schmidt,Beth Grossman,13
Al Schmidt,0,1,13
Beth Grossman,,0,13
Total,1,1,13
,City Commissioners - Republican,Judge Of The Court Of Common Pleas - Republican,14
,Al Schmidt,Beth Grossman,14
Al Schmidt,1,3,14
Beth Grossman,,0,14
Total,4,3,14
,Judge Of The Court Of Common Pleas - Republican,City Commissioners - Republican,15
,Beth Grossman,Al Schmidt,15
Beth Grossman,2,1,15
Al Schmidt,,0,15
Total,3,1,15
,City Commissioners - Republican,Judge Of The Court Of Common Pleas - Republican,16
,Al Schmidt,Beth Grossman,16
Al Schmidt,0,2,16
Beth Grossman,,0,16
Total,2,2,16
,City Commissioners - Republican,Judge Of The Court Of Common Pleas - Republican,18
,Al Schmidt,Beth Grossman,18
Al Schmidt,0,3,18
Beth Grossman,,0,18
Total,3,3,18
,City Commissioners - Republican,Judge Of The Court Of Common Pleas - Republican,19
,Al Schmidt,Beth Grossman,19
Al Schmidt,2,2,19
Beth Grossman,,0,19
Total,4,2,19
,City Commissioners - Republican,Judge Of The Court Of Common Pleas - Republican,21
,Al Schmidt,Beth Grossman,21
Al Schmidt,0,4,21
Beth Grossman,,0,21
Total,4,4,21
,Judge Of The Court Of Common Pleas - Republican,City Commissioners - Republican,22
,Beth Grossman,Al Schmidt,22
Beth Grossman,4,23,22
Al Schmidt,,3,22
Total,27,26,22
,City Commissioners - Republican,Judge Of The Court Of Common Pleas - Republican,23
,Al Schmidt,Beth Grossman,23
Al Schmidt,2,7,23
Beth Grossman,,2,23
Total,9,9,23
,City Commissioners - Republican,Judge Of The Court Of Common Pleas - Republican,24
,Al Schmidt,Beth Grossman,24
Al Schmidt,1,16,24
Beth Grossman,,1,24
Total,17,17,24
