col_1,col_2,division
,District Council 2nd District - Republican,All
,Michael Bradley,All
Michael Bradley,28,All
Total,28,All
,District Council 2nd District - Republican,9
,Michael Bradley,9
Michael Bradley,6,9
Total,6,9
,District Council 2nd District - Republican,19
,Michael Bradley,19
Michael Bradley,4,19
Total,4,19
,District Council 2nd District - Republican,20
,Michael Bradley,20
Michael Bradley,5,20
Total,5,20
,District Council 2nd District - Republican,22
,Michael Bradley,22
Michael Bradley,13,22
Total,13,22
