col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Judge Of The Municipal Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,David H Conroy,Theresa Brunson,Wendi Barish,Joshua Roberts,Jennifer Schultz,James C Crumlish,Anthony Kyriakakis,Beth Grossman,Leon Goodman,Tiffany Palmer,Craig Levin,Carmella Jacquinto,Nicola Serianni,Vicki Markovitz,Chris Hall,Kay Yu,Cateria R Mccabe,James F Berardinelli,Jon Marshall,Laurie Dow,Kendra Mccrae,Janine D Momasso,Henry Mcgregor Sias,Terri M Booker,Robert Trimble,Sherman Toppin,Gregory Weyer,All
David H Conroy,56,0,389,464,290,490,415,249,299,195,219,237,128,133,156,108,91,151,121,68,62,39,54,44,65,40,20,All
Theresa Brunson,,41,220,140,314,92,96,215,90,158,135,117,142,125,47,93,119,52,62,101,86,90,55,64,24,22,13,All
Wendi Barish,,,9,311,229,351,289,204,274,135,121,217,123,116,60,80,82,49,43,80,56,39,38,49,30,19,7,All
Joshua Roberts,,,,22,148,297,268,106,252,67,141,231,65,56,44,31,75,34,104,30,27,37,67,34,21,28,11,All
Jennifer Schultz,,,,,28,130,101,211,86,141,177,72,170,140,56,99,92,57,105,86,74,51,31,37,41,23,6,All
James C Crumlish,,,,,,9,391,120,252,176,97,188,70,47,166,76,43,85,57,30,29,15,24,24,39,10,12,All
Anthony Kyriakakis,,,,,,,6,106,179,195,55,212,55,50,160,94,56,86,23,19,27,21,52,17,22,11,13,All
Beth Grossman,,,,,,,,20,120,108,136,68,121,187,54,71,69,102,40,97,61,44,22,43,25,13,6,All
Leon Goodman,,,,,,,,,2,42,105,146,53,61,24,23,31,39,43,24,27,18,9,41,22,17,11,All
Tiffany Palmer,,,,,,,,,,3,34,66,73,59,152,113,73,56,10,45,55,41,45,40,14,11,4,All
Craig Levin,,,,,,,,,,,13,26,63,101,23,26,30,37,101,34,26,15,13,12,21,11,4,All
Carmella Jacquinto,,,,,,,,,,,,3,43,46,22,38,70,19,15,34,43,44,59,33,13,17,6,All
Nicola Serianni,,,,,,,,,,,,,3,72,21,42,57,46,35,49,51,39,14,23,17,15,5,All
Vicki Markovitz,,,,,,,,,,,,,,0,23,46,37,49,15,55,41,25,15,27,11,14,6,All
Chris Hall,,,,,,,,,,,,,,,1,52,19,40,15,22,18,10,12,20,25,11,4,All
Kay Yu,,,,,,,,,,,,,,,,3,40,33,13,36,25,24,25,18,13,9,10,All
Cateria R Mccabe,,,,,,,,,,,,,,,,,1,27,22,32,34,50,52,20,14,23,6,All
James F Berardinelli,,,,,,,,,,,,,,,,,,3,19,21,21,25,16,10,23,10,13,All
Jon Marshall,,,,,,,,,,,,,,,,,,,6,10,7,6,11,6,17,10,3,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,3,47,31,10,21,13,9,7,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,,1,29,10,22,10,12,3,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,0,27,16,9,9,7,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,1,3,9,16,8,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,1,9,9,8,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,0,15,7,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"1,083",645,682,679,675,668,584,547,438,403,400,385,297,286,237,234,231,227,201,185,164,133,128,122,98,71,39,All
,Judge Of The Municipal Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,David H Conroy,Theresa Brunson,Joshua Roberts,Wendi Barish,Anthony Kyriakakis,Jennifer Schultz,Beth Grossman,Carmella Jacquinto,James C Crumlish,Leon Goodman,Nicola Serianni,Tiffany Palmer,Cateria R Mccabe,James F Berardinelli,Chris Hall,Kendra Mccrae,Vicki Markovitz,Jon Marshall,Kay Yu,Terri M Booker,Henry Mcgregor Sias,Craig Levin,Sherman Toppin,Janine D Momasso,Laurie Dow,Robert Trimble,Gregory Weyer,1
David H Conroy,4,0,31,18,25,14,13,14,19,16,12,5,9,10,8,3,5,6,4,3,7,4,4,3,2,2,1,1
Theresa Brunson,,3,5,15,5,16,11,7,4,3,9,11,5,2,3,7,5,4,5,5,2,3,2,3,2,1,1,1
Joshua Roberts,,,0,19,20,9,7,14,16,18,6,2,6,6,7,3,3,4,2,4,5,2,4,2,0,0,0,1
Wendi Barish,,,,0,15,16,12,15,14,13,12,11,6,3,2,7,6,4,2,6,1,1,2,2,3,0,0,1
Anthony Kyriakakis,,,,,0,6,7,12,16,13,5,6,6,7,8,3,3,3,4,1,4,2,3,0,0,1,1,1
Jennifer Schultz,,,,,,0,11,4,4,5,12,10,6,3,0,1,7,8,3,3,3,3,1,3,3,1,1,1
