col_1,col_2,col_3,col_4,division
,Register Of Wills - Democrat,,,All
,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,All
Tracey Gordon,418,0,0,All
Ronald R Donatucci,,227,0,All
Jacque P Whaumbush,,,102,All
Total,418,227,102,All
,Register Of Wills - Democrat,,,1
,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,1
Tracey Gordon,54,0,0,1
Ronald R Donatucci,,21,0,1
Jacque P Whaumbush,,,10,1
Total,54,21,10,1
,Register Of Wills - Democrat,,,2
,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,2
Tracey Gordon,30,0,0,2
Ronald R Donatucci,,26,0,2
Jacque P Whaumbush,,,11,2
Total,30,26,11,2
,Register Of Wills - Democrat,,,3
,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,3
Tracey Gordon,29,0,0,3
Ronald R Donatucci,,21,0,3
Jacque P Whaumbush,,,6,3
Total,29,21,6,3
,Register Of Wills - Democrat,,,4
,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,4
Tracey Gordon,15,0,0,4
Ronald R Donatucci,,14,0,4
Jacque P Whaumbush,,,4,4
Total,15,14,4,4
,Register Of Wills - Democrat,,,5
,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,5
Tracey Gordon,30,0,0,5
Ronald R Donatucci,,21,0,5
Jacque P Whaumbush,,,8,5
Total,30,21,8,5
,Register Of Wills - Democrat,,,6
,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,6
Tracey Gordon,16,0,0,6
Ronald R Donatucci,,10,0,6
Jacque P Whaumbush,,,6,6
Total,16,10,6,6
,Register Of Wills - Democrat,,,7
,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,7
Tracey Gordon,45,0,0,7
Ronald R Donatucci,,14,0,7
Jacque P Whaumbush,,,11,7
Total,45,14,11,7
,Register Of Wills - Democrat,,,8
,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,8
Tracey Gordon,31,0,0,8
Ronald R Donatucci,,20,0,8
Jacque P Whaumbush,,,6,8
Total,31,20,6,8
,Register Of Wills - Democrat,,,9
,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,9
Tracey Gordon,21,0,0,9
Ronald R Donatucci,,13,0,9
Jacque P Whaumbush,,,3,9
Total,21,13,3,9
,Register Of Wills - Democrat,,,10
,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,10
Tracey Gordon,17,0,0,10
Ronald R Donatucci,,11,0,10
Jacque P Whaumbush,,,9,10
Total,17,11,9,10
,Register Of Wills - Democrat,,,11
,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,11
Tracey Gordon,30,0,0,11
Ronald R Donatucci,,24,0,11
Jacque P Whaumbush,,,7,11
Total,30,24,7,11
,Register Of Wills - Democrat,,,12
,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,12
Tracey Gordon,22,0,0,12
Ronald R Donatucci,,7,0,12
Jacque P Whaumbush,,,4,12
Total,22,7,4,12
,Register Of Wills - Democrat,,,13
,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,13
Tracey Gordon,46,0,0,13
Ronald R Donatucci,,18,0,13
Jacque P Whaumbush,,,14,13
Total,46,18,14,13
,Register Of Wills - Democrat,,,14
,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,14
Tracey Gordon,32,0,0,14
Ronald R Donatucci,,7,0,14
Jacque P Whaumbush,,,3,14
Total,32,7,3,14
