col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,City Commissioners - Democrat,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Dennis Lee,Annette Thompson,Carla Cain,Jen Devor,Luigi Borda,Lewis Harris Jr,Warren Bloom,Robin Trent,Moira Bohannon,Helen Gym,Isaiah Thomas,Derek S Green,Allan Domb,Adrián Rivera-reyes,Katherine Gilmore Richardson,Deja Lynn Alvarez,Willie Floyd Singletary,Erika Almirón,Ogbonna Paul Hagins,Billy Thompson,Justin Diberardinis,Eryn Santamoor,Sandra Dungee Glenn,Beth Finn,Fareed Abdullah,Asa Khalif,Fernando Treviño,Latrice Y Bryant,Ethelind Baylor,Hena Veit,Joseph A Diorio,Edwin Santana,Bobbie Curry,Wayne Allen,Devon Cade,Mark Ross,Wayne Edmund Dorsey,Vinny Black,Sherrie Cohen,All
Omar Sabir,17,135,54,30,28,20,12,5,6,6,4,2,1,211,192,197,167,93,133,84,84,43,57,40,17,31,39,11,32,26,14,21,14,12,10,10,10,8,8,6,6,6,0,All
Lisa Deeley,,3,14,18,3,11,3,1,1,1,0,3,3,127,114,125,112,52,93,37,30,32,26,21,13,19,12,8,9,6,11,7,3,17,7,6,3,3,4,1,4,2,0,All
Kahlil Williams,,,2,10,8,18,5,20,7,6,3,2,2,101,72,70,61,39,31,17,22,40,5,20,36,28,18,16,22,30,13,15,9,4,5,5,5,11,8,5,4,5,0,All
Marwan Kreidie,,,,3,7,0,4,1,2,0,1,2,0,60,9,16,10,77,9,40,37,5,39,9,7,9,3,5,5,3,9,3,4,2,7,1,2,1,1,1,1,2,0,All
Dennis Lee,,,,,1,0,1,15,1,1,2,2,1,30,33,31,23,15,19,4,6,15,2,9,6,2,12,19,6,3,6,8,4,4,6,2,3,1,2,3,2,2,0,All
Annette Thompson,,,,,,2,3,1,1,2,3,1,2,37,20,16,14,17,16,7,13,18,2,9,3,7,7,11,7,12,7,11,4,7,3,3,7,7,3,3,1,0,0,All
Carla Cain,,,,,,,12,3,0,2,0,2,1,24,7,15,11,19,8,11,8,4,5,5,4,3,4,6,8,2,3,7,5,2,4,2,0,2,1,0,0,1,0,All
Jen Devor,,,,,,,,0,3,0,0,1,0,32,20,12,10,15,6,10,2,20,3,1,14,6,1,22,1,4,5,2,8,1,0,1,0,1,1,1,1,1,0,All
Luigi Borda,,,,,,,,,1,0,2,0,0,16,9,5,7,9,3,3,2,7,3,0,12,4,2,2,0,2,3,2,6,4,0,1,0,0,2,0,1,0,0,All
Lewis Harris Jr,,,,,,,,,,0,0,1,1,8,8,10,5,5,1,2,5,5,1,7,2,1,3,4,4,3,1,4,1,1,1,2,2,0,2,1,0,1,0,All
Warren Bloom,,,,,,,,,,,0,0,1,9,7,4,7,6,2,4,4,2,0,5,3,3,2,1,1,2,4,2,0,2,1,2,3,0,0,0,2,2,0,All
Robin Trent,,,,,,,,,,,,1,0,8,3,4,3,8,6,2,3,3,1,3,4,2,3,4,1,0,4,1,2,3,3,1,1,0,0,3,1,0,0,All
Moira Bohannon,,,,,,,,,,,,,0,6,4,2,2,1,1,3,1,4,0,0,2,1,1,2,1,3,1,2,2,1,1,0,0,0,2,0,0,1,0,All
Helen Gym,,,,,,,,,,,,,,9,136,143,132,106,91,78,67,76,56,42,52,43,32,27,25,19,20,13,25,16,10,9,8,8,8,4,5,1,0,All
Isaiah Thomas,,,,,,,,,,,,,,,4,184,159,32,117,15,19,53,9,34,34,15,31,15,16,20,6,15,19,7,6,5,5,10,6,5,7,3,0,All
Derek S Green,,,,,,,,,,,,,,,,1,174,30,127,15,21,35,10,30,30,21,25,13,23,14,12,14,16,3,8,5,6,8,2,4,4,3,0,All
Allan Domb,,,,,,,,,,,,,,,,,17,31,104,15,13,19,8,24,21,28,20,14,16,10,9,9,5,6,5,4,5,7,8,1,4,3,0,All
Adrián Rivera-reyes,,,,,,,,,,,,,,,,,,5,16,70,56,33,52,19,22,23,8,10,12,7,21,10,9,12,9,11,3,2,4,3,3,4,0,All
Katherine Gilmore Richardson,,,,,,,,,,,,,,,,,,,3,9,7,31,5,16,12,14,21,15,11,11,7,9,4,11,8,2,4,3,1,2,3,1,0,All
Deja Lynn Alvarez,,,,,,,,,,,,,,,,,,,,5,53,21,48,6,7,12,7,8,4,9,17,7,3,5,3,9,3,2,4,2,0,1,0,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,,,1,3,50,10,6,7,7,3,12,12,3,8,1,6,6,2,4,4,1,4,2,3,0,All
Erika Almirón,,,,,,,,,,,,,,,,,,,,,,0,2,13,24,14,10,12,5,9,13,6,14,3,3,3,1,1,2,1,4,3,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,,,,,,1,2,2,6,3,2,3,2,2,3,3,8,0,0,1,1,2,0,0,0,0,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,13,4,7,3,2,7,1,1,4,3,3,4,2,0,2,1,0,All
Justin Diberardinis,,,,,,,,,,,,,,,,,,,,,,,,,0,12,5,6,1,5,7,1,16,3,3,0,3,0,1,2,4,0,0,All
Eryn Santamoor,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,8,3,2,8,4,1,10,3,2,2,0,1,0,0,1,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,5,9,2,8,1,4,2,3,1,2,1,0,0,0,0,All
Beth Finn,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,4,8,3,6,4,1,2,0,1,1,4,2,0,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,9,5,1,1,2,3,4,2,2,0,3,0,All
Asa Khalif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,9,3,3,2,4,1,4,3,3,1,1,0,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,5,4,7,2,1,1,1,1,1,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,8,5,2,4,2,3,2,2,1,0,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,0,1,2,0,0,0,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,0,1,1,2,0,0,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,2,3,3,2,0,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,2,2,1,0,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0,0,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,3,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,460,237,179,121,79,69,57,50,26,20,18,17,14,415,306,301,292,225,192,146,132,121,88,74,73,67,65,59,59,55,48,45,40,36,29,22,20,19,18,16,15,12,0,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,1
,Helen Gym,Adrián Rivera-reyes,Allan Domb,Derek S Green,Deja Lynn Alvarez,Isaiah Thomas,Erika Almirón,Katherine Gilmore Richardson,Justin Diberardinis,Fernando Treviño,Eryn Santamoor,Willie Floyd Singletary,Beth Finn,Billy Thompson,Asa Khalif,Edwin Santana,Ethelind Baylor,Fareed Abdullah,Ogbonna Paul Hagins,Sandra Dungee Glenn,Joseph A Diorio,Vinny Black,Bobbie Curry,Devon Cade,Hena Veit,Latrice Y Bryant,Mark Ross,Sherrie Cohen,Wayne Allen,Wayne Edmund Dorsey,Omar Sabir,Kahlil Williams,Lisa Deeley,Marwan Kreidie,Annette Thompson,Dennis Lee,Jen Devor,Carla Cain,Luigi Borda,Lewis Harris Jr,Robin Trent,Warren Bloom,Moira Bohannon,1
Helen Gym,0,15,11,10,11,6,9,5,7,1,3,5,2,4,1,1,2,0,2,1,1,0,1,0,0,0,0,0,0,0,9,9,10,8,2,1,3,1,2,1,0,0,0,1
Adrián Rivera-reyes,,0,10,4,9,4,3,2,6,6,5,5,3,4,2,4,1,1,3,2,2,1,1,1,1,0,0,0,0,0,10,10,9,9,3,4,3,1,4,0,1,1,0,1
Allan Domb,,,1,14,3,10,1,6,2,1,3,1,2,1,0,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,9,11,3,2,2,2,2,1,3,0,0,1,0,1
Derek S Green,,,,0,3,9,1,8,4,1,0,2,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10,8,4,1,0,1,2,1,0,0,0,0,0,1
Deja Lynn Alvarez,,,,,0,2,5,3,2,2,3,2,2,1,2,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,8,5,7,4,0,0,2,1,0,1,0,0,0,1
Isaiah Thomas,,,,,,0,5,9,4,0,3,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,4,7,1,1,0,2,0,1,1,0,0,0,1
