col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Mayor - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Tiffany Palmer,Anthony Kyriakakis,Kay Yu,Henry Mcgregor Sias,Craig Levin,Jennifer Schultz,James C Crumlish,Chris Hall,Wendi Barish,Beth Grossman,Vicki Markovitz,Leon Goodman,Nicola Serianni,Joshua Roberts,James F Berardinelli,Carmella Jacquinto,Cateria R Mccabe,Laurie Dow,Kendra Mccrae,Janine D Momasso,Terri M Booker,Jon Marshall,Sherman Toppin,Robert Trimble,Gregory Weyer,All
Jim Kenney,365,0,0,"3,409","3,219","2,415","1,920","1,633","1,562","1,427","1,381","1,213",732,712,668,643,510,474,503,462,327,339,236,203,190,82,73,48,All
Anthony Hardy Williams,,55,0,256,226,194,113,168,156,123,122,145,110,94,87,86,70,69,73,61,57,55,46,64,32,21,20,10,All
Alan Butkovitz,,,49,178,190,113,80,226,119,117,83,115,149,110,95,45,78,66,28,21,36,22,24,13,24,5,11,4,All
Tiffany Palmer,,,,0,"3,121","2,263","1,909","1,015","1,053","1,363","1,419",868,422,464,476,437,247,376,337,360,178,219,161,108,44,33,25,21,All
Anthony Kyriakakis,,,,,9,"2,200","1,873","1,032",845,"1,397","1,433",762,337,429,479,306,263,405,259,224,105,131,65,59,38,37,32,14,All
Kay Yu,,,,,,6,"1,640",801,816,629,686,433,255,239,275,274,203,288,277,246,121,149,82,93,35,31,21,17,All
Henry Mcgregor Sias,,,,,,,0,589,533,372,418,362,98,211,321,173,158,201,162,163,25,48,33,33,11,25,13,12,All
Craig Levin,,,,,,,,16,687,410,334,462,396,342,359,150,311,187,147,132,95,74,62,88,156,23,41,22,All
Jennifer Schultz,,,,,,,,,6,264,303,510,405,281,253,424,236,185,168,259,196,204,158,91,150,26,37,15,All
James C Crumlish,,,,,,,,,,3,"1,178",325,206,142,145,160,142,130,100,64,76,76,23,33,57,18,29,11,All
Chris Hall,,,,,,,,,,,2,249,159,118,123,110,75,181,83,52,65,66,23,35,24,14,23,15,All
Wendi Barish,,,,,,,,,,,,1,437,450,311,362,178,122,168,160,207,160,137,106,52,25,30,15,All
Beth Grossman,,,,,,,,,,,,,0,355,223,198,133,116,168,83,194,151,59,95,42,18,21,19,All
Vicki Markovitz,,,,,,,,,,,,,,2,302,122,108,77,101,62,115,86,59,65,19,17,16,10,All
Leon Goodman,,,,,,,,,,,,,,,1,53,97,122,59,63,42,44,34,56,52,17,21,15,All
Nicola Serianni,,,,,,,,,,,,,,,,0,97,61,113,180,106,131,135,42,56,22,20,5,All
Joshua Roberts,,,,,,,,,,,,,,,,,5,33,142,38,43,38,21,52,140,29,22,10,All
James F Berardinelli,,,,,,,,,,,,,,,,,,3,49,51,38,24,40,28,18,8,27,19,All
Carmella Jacquinto,,,,,,,,,,,,,,,,,,,0,91,81,124,65,68,19,25,24,17,All
Cateria R Mccabe,,,,,,,,,,,,,,,,,,,,0,52,83,127,45,15,18,12,2,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,0,82,47,56,22,17,13,6,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,,,0,52,52,20,10,9,6,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,1,29,12,16,9,2,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,1,25,21,19,16,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,0,15,21,8,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,3,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"5,414",594,507,"3,924","3,722","2,782","2,147","2,079","1,872","1,716","1,627","1,502","1,012",937,863,791,679,622,619,562,428,425,315,285,253,111,109,65,All
,Mayor - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Jim Kenney,Alan Butkovitz,Anthony Hardy Williams,Tiffany Palmer,Anthony Kyriakakis,Kay Yu,Henry Mcgregor Sias,Jennifer Schultz,Wendi Barish,James C Crumlish,Chris Hall,Craig Levin,Vicki Markovitz,Beth Grossman,Leon Goodman,Nicola Serianni,James F Berardinelli,Laurie Dow,Carmella Jacquinto,Cateria R Mccabe,Janine D Momasso,Kendra Mccrae,Joshua Roberts,Terri M Booker,Gregory Weyer,Jon Marshall,Sherman Toppin,Robert Trimble,1
Jim Kenney,12,0,0,142,139,118,99,62,42,38,36,28,28,26,28,23,14,17,17,17,16,13,7,6,2,3,3,2,1
Alan Butkovitz,,0,0,4,5,4,2,3,7,1,1,2,3,4,2,3,4,2,1,0,0,3,1,0,2,1,0,0,1
Anthony Hardy Williams,,,1,3,3,2,2,1,1,4,1,3,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1
Tiffany Palmer,,,,0,134,117,97,43,25,35,35,18,18,13,23,16,9,7,3,11,7,5,1,3,0,1,1,0,1
Anthony Kyriakakis,,,,,0,112,100,35,22,34,35,18,15,11,26,9,15,5,2,4,3,4,1,1,0,1,0,0,1
Kay Yu,,,,,,0,94,34,17,21,24,13,11,10,19,11,9,5,6,8,5,6,1,0,0,1,1,0,1
Henry Mcgregor Sias,,,,,,,0,21,10,17,16,11,10,2,21,5,7,2,2,2,2,0,0,2,0,1,1,1,1
Jennifer Schultz,,,,,,,,0,21,11,10,16,13,15,9,16,5,6,9,14,9,7,5,1,2,4,1,1,1
Wendi Barish,,,,,,,,,0,7,2,10,13,19,8,15,8,13,10,8,7,8,3,1,3,0,1,0,1
James C Crumlish,,,,,,,,,,0,24,5,3,1,7,1,4,2,1,1,0,4,3,0,2,0,1,1,1
Chris Hall,,,,,,,,,,,0,5,2,4,5,0,5,2,1,0,1,3,0,0,1,1,0,1,1
Craig Levin,,,,,,,,,,,,0,3,7,6,2,2,2,2,1,1,3,5,0,2,2,2,0,1
Vicki Markovitz,,,,,,,,,,,,,0,9,7,9,2,8,6,4,3,2,1,2,0,2,0,0,1
Beth Grossman,,,,,,,,,,,,,,0,4,9,2,10,10,4,3,6,3,1,2,1,0,0,1
Leon Goodman,,,,,,,,,,,,,,,0,0,3,0,2,0,0,1,2,0,1,1,0,0,1
Nicola Serianni,,,,,,,,,,,,,,,,0,1,5,3,7,9,4,1,2,0,0,0,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,2,0,0,0,1
Laurie Dow,,,,,,,,,,,,,,,,,,0,7,3,3,5,0,2,1,0,0,0,1
Carmella Jacquinto,,,,,,,,,,,,,,,,,,,0,4,6,10,1,1,1,1,0,1,1
Cateria R Mccabe,,,,,,,,,,,,,,,,,,,,0,7,4,1,1,0,1,1,0,1
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,0,7,0,3,0,0,0,0,1
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,0,1,1
Joshua Roberts,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,201,11,8,151,149,126,105,66,50,44,39,33,31,30,30,27,19,19,18,18,17,17,9,6,4,4,3,2,1
,Mayor - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,2
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Anthony Kyriakakis,Tiffany Palmer,Kay Yu,Henry Mcgregor Sias,Craig Levin,Jennifer Schultz,Wendi Barish,James C Crumlish,Leon Goodman,Chris Hall,Vicki Markovitz,Beth Grossman,Nicola Serianni,Joshua Roberts,Kendra Mccrae,James F Berardinelli,Cateria R Mccabe,Laurie Dow,Jon Marshall,Carmella Jacquinto,Janine D Momasso,Terri M Booker,Sherman Toppin,Gregory Weyer,Robert Trimble,2
Jim Kenney,3,0,0,112,107,77,62,57,52,50,37,37,33,29,13,15,12,12,7,8,4,5,5,3,5,2,3,1,2
Anthony Hardy Williams,,0,0,11,8,3,4,5,5,7,4,3,7,7,5,2,2,0,5,1,2,1,1,2,1,2,0,2,2
Alan Butkovitz,,,2,5,3,2,2,2,5,1,2,2,1,0,2,0,1,1,0,0,1,1,0,1,0,0,0,0,2
Anthony Kyriakakis,,,,0,101,66,60,45,34,39,40,36,40,25,12,6,7,6,7,1,3,2,2,1,1,3,1,1,2
Tiffany Palmer,,,,,0,67,58,40,37,37,38,36,35,19,9,9,7,7,7,7,1,0,1,3,3,1,2,1,2
Kay Yu,,,,,,1,48,33,23,16,14,18,12,8,4,8,4,6,1,3,2,0,1,0,1,2,1,0,2
Henry Mcgregor Sias,,,,,,,0,30,22,20,7,24,4,15,2,6,3,2,2,1,0,0,0,0,1,2,0,0,2
Craig Levin,,,,,,,,0,29,13,10,21,7,6,4,3,6,3,5,0,0,5,3,1,3,0,0,2,2
Jennifer Schultz,,,,,,,,,0,22,8,15,4,8,10,12,7,9,2,7,5,5,1,5,4,0,0,1,2
Wendi Barish,,,,,,,,,,0,16,17,12,18,9,12,6,9,3,3,3,2,2,5,3,0,1,0,2
James C Crumlish,,,,,,,,,,,0,7,31,4,6,3,1,1,1,1,0,0,1,1,0,0,1,0,2
Leon Goodman,,,,,,,,,,,,0,3,15,6,2,1,2,3,1,0,0,2,1,0,0,0,0,2
Chris Hall,,,,,,,,,,,,,0,7,6,2,1,1,5,1,2,2,0,0,0,2,1,2,2
Vicki Markovitz,,,,,,,,,,,,,,0,8,2,0,4,2,1,5,1,2,0,1,3,0,1,2
Beth Grossman,,,,,,,,,,,,,,,0,3,2,5,1,3,5,2,2,0,2,0,0,1,2
Nicola Serianni,,,,,,,,,,,,,,,,0,2,4,0,5,1,1,1,4,1,0,1,0,2
Joshua Roberts,,,,,,,,,,,,,,,,,0,1,1,1,0,5,0,2,1,0,0,1,2
Kendra Mccrae,,,,,,,,,,,,,,,,,,0,1,1,4,0,0,0,3,0,0,0,2
James F Berardinelli,,,,,,,,,,,,,,,,,,,0,0,2,1,1,0,2,2,1,2,2
Cateria R Mccabe,,,,,,,,,,,,,,,,,,,,0,1,0,0,3,0,0,1,0,2
Laurie Dow,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,2,2
Carmella Jacquinto,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,2
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,2
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,164,18,11,131,121,84,69,65,63,60,44,43,42,38,21,18,15,14,12,9,9,7,6,6,6,4,3,3,2
,Mayor - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,3
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Tiffany Palmer,Anthony Kyriakakis,Craig Levin,Kay Yu,James C Crumlish,Jennifer Schultz,Henry Mcgregor Sias,Chris Hall,Wendi Barish,Nicola Serianni,Vicki Markovitz,Beth Grossman,Leon Goodman,Carmella Jacquinto,Cateria R Mccabe,James F Berardinelli,Laurie Dow,Joshua Roberts,Janine D Momasso,Kendra Mccrae,Jon Marshall,Terri M Booker,Robert Trimble,Gregory Weyer,Sherman Toppin,3
Jim Kenney,11,0,0,138,121,99,100,68,65,64,61,43,34,29,27,23,23,21,14,14,11,11,12,8,7,3,0,0,3
Anthony Hardy Williams,,0,0,12,12,11,9,7,5,5,4,7,4,3,3,3,1,1,3,2,0,2,0,1,1,1,0,0,3
Alan Butkovitz,,,1,5,9,9,4,7,3,2,4,4,1,2,4,1,0,2,3,2,4,1,0,1,1,1,0,0,3
Tiffany Palmer,,,,0,124,61,89,69,50,66,63,36,26,20,11,16,12,18,14,6,6,6,6,2,1,3,0,0,3
Anthony Kyriakakis,,,,,0,61,82,69,37,61,64,29,20,19,11,16,8,13,16,2,5,3,1,1,1,2,0,0,3
Craig Levin,,,,,,1,51,33,36,28,28,26,9,17,18,15,11,4,12,9,9,6,5,8,6,3,0,0,3
Kay Yu,,,,,,,0,35,37,51,29,15,21,7,16,9,11,12,9,5,5,4,5,0,6,1,0,0,3
James C Crumlish,,,,,,,,0,10,11,62,14,9,7,10,6,8,3,8,3,8,3,2,3,1,0,0,0,3
Jennifer Schultz,,,,,,,,,0,26,11,18,18,6,16,8,11,18,4,10,6,6,5,7,1,2,0,0,3
Henry Mcgregor Sias,,,,,,,,,,0,9,16,11,11,2,13,3,10,4,1,2,0,2,0,0,0,0,0,3
Chris Hall,,,,,,,,,,,0,9,8,2,5,6,5,0,8,3,2,1,0,1,0,0,0,0,3
Wendi Barish,,,,,,,,,,,,0,17,19,14,10,2,4,3,8,6,6,1,4,2,1,0,0,3
Nicola Serianni,,,,,,,,,,,,,0,3,5,0,1,12,2,4,4,8,5,3,2,1,0,0,3
Vicki Markovitz,,,,,,,,,,,,,,0,12,9,7,1,2,7,4,2,4,1,1,1,0,0,3
Beth Grossman,,,,,,,,,,,,,,,0,4,10,3,3,10,2,1,4,2,5,1,0,0,3
Leon Goodman,,,,,,,,,,,,,,,,0,2,1,4,1,2,0,0,2,1,1,0,0,3
Carmella Jacquinto,,,,,,,,,,,,,,,,,0,2,1,5,0,3,6,0,1,0,0,0,3
Cateria R Mccabe,,,,,,,,,,,,,,,,,,0,2,1,0,8,3,1,2,0,0,0,3
James F Berardinelli,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,0,1,0,0,3
Laurie Dow,,,,,,,,,,,,,,,,,,,,0,1,2,4,4,2,2,0,0,3
Joshua Roberts,,,,,,,,,,,,,,,,,,,,,0,1,1,5,0,1,0,0,3
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,0,3,1,2,0,0,0,3
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0,0,3
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,3
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,221,19,15,161,148,124,116,85,74,73,72,56,39,38,36,27,25,25,20,18,15,14,12,10,9,5,0,0,3
,Mayor - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,4
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Tiffany Palmer,Anthony Kyriakakis,Kay Yu,Craig Levin,Henry Mcgregor Sias,Jennifer Schultz,Chris Hall,James C Crumlish,Leon Goodman,Wendi Barish,Beth Grossman,Vicki Markovitz,James F Berardinelli,Cateria R Mccabe,Nicola Serianni,Joshua Roberts,Carmella Jacquinto,Janine D Momasso,Kendra Mccrae,Laurie Dow,Terri M Booker,Jon Marshall,Robert Trimble,Sherman Toppin,Gregory Weyer,4
Jim Kenney,7,0,0,122,118,97,84,79,66,60,51,29,23,21,17,17,16,16,12,13,10,9,8,7,6,1,0,0,4
Anthony Hardy Williams,,0,0,7,6,6,10,4,6,3,4,1,2,0,2,3,0,1,2,0,0,1,0,0,0,0,1,0,4
Alan Butkovitz,,,1,5,6,4,6,3,2,3,3,0,1,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,4
Tiffany Palmer,,,,0,108,89,54,78,46,59,48,16,12,12,10,8,14,10,3,6,5,5,3,4,1,1,0,0,4
Anthony Kyriakakis,,,,,0,88,54,73,38,61,51,19,11,6,11,12,5,5,3,4,3,2,4,3,1,0,1,0,4
Kay Yu,,,,,,0,44,77,39,32,19,16,8,8,10,12,7,5,4,5,3,1,2,4,0,0,1,0,4
Craig Levin,,,,,,,0,29,36,25,28,15,11,14,11,13,3,5,12,6,3,2,3,2,5,1,0,0,4
Henry Mcgregor Sias,,,,,,,,0,29,24,13,16,5,5,4,5,7,4,0,1,2,1,0,3,0,0,1,0,4
Jennifer Schultz,,,,,,,,,0,18,13,11,13,10,3,8,11,14,8,5,8,7,3,2,6,0,1,0,4
Chris Hall,,,,,,,,,,0,45,7,2,4,5,5,2,3,2,3,0,1,2,0,0,0,0,0,4
James C Crumlish,,,,,,,,,,,0,3,4,3,3,0,1,7,6,3,0,1,1,0,4,0,0,0,4
Leon Goodman,,,,,,,,,,,,0,4,7,4,7,0,0,0,0,0,1,0,1,2,0,0,0,4
Wendi Barish,,,,,,,,,,,,,0,7,5,3,8,7,4,4,7,4,5,1,0,0,0,0,4
Beth Grossman,,,,,,,,,,,,,,0,7,5,5,3,0,5,2,7,3,1,1,1,0,0,4
Vicki Markovitz,,,,,,,,,,,,,,,0,5,4,1,1,1,1,2,5,2,0,0,0,0,4
James F Berardinelli,,,,,,,,,,,,,,,,0,1,0,0,3,0,1,2,2,0,1,1,0,4
Cateria R Mccabe,,,,,,,,,,,,,,,,,0,6,0,3,6,2,3,1,0,1,0,0,4
Nicola Serianni,,,,,,,,,,,,,,,,,,0,3,2,6,5,2,0,2,0,0,0,4
Joshua Roberts,,,,,,,,,,,,,,,,,,,0,2,1,0,0,2,4,0,0,0,4
Carmella Jacquinto,,,,,,,,,,,,,,,,,,,,0,1,3,1,1,0,0,0,0,4
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,4
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,,,0,3,1,0,0,0,0,4
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,4
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,196,17,11,139,132,109,102,87,75,68,59,31,27,25,24,22,19,18,16,13,11,11,9,7,6,1,1,0,4
,Mayor - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,5
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,Kay Yu,Chris Hall,Craig Levin,James C Crumlish,Wendi Barish,Henry Mcgregor Sias,Beth Grossman,Nicola Serianni,Joshua Roberts,Kendra Mccrae,Laurie Dow,Terri M Booker,Leon Goodman,Carmella Jacquinto,Vicki Markovitz,Cateria R Mccabe,James F Berardinelli,Jon Marshall,Sherman Toppin,Janine D Momasso,Robert Trimble,Gregory Weyer,5
Jim Kenney,24,0,0,95,82,77,60,37,37,40,41,39,28,32,21,22,23,22,19,19,18,19,15,12,6,2,6,5,5
Anthony Hardy Williams,,6,0,12,7,5,7,9,5,5,6,6,5,5,5,4,4,5,5,4,2,2,2,3,2,3,1,1,5
Alan Butkovitz,,,3,6,6,4,2,3,7,4,3,2,5,0,3,3,1,0,1,0,2,0,1,0,0,2,0,0,5
Tiffany Palmer,,,,0,79,43,50,40,19,40,26,37,20,18,6,16,12,11,17,11,10,10,12,4,2,5,1,3,5
Anthony Kyriakakis,,,,,0,29,43,41,22,40,20,39,8,11,6,8,5,4,13,4,5,7,8,1,1,0,4,2,5
Jennifer Schultz,,,,,,0,28,13,25,15,27,13,20,28,16,18,18,10,10,14,11,13,4,9,3,5,2,0,5
Kay Yu,,,,,,,0,15,11,9,12,32,11,13,6,7,8,9,9,10,6,8,4,3,2,2,2,3,5
Chris Hall,,,,,,,,0,10,34,6,11,2,5,4,5,5,2,6,2,3,0,4,2,1,1,0,1,5
Craig Levin,,,,,,,,,1,12,12,13,6,7,16,5,3,9,7,2,8,2,2,8,2,0,3,0,5
James C Crumlish,,,,,,,,,,0,11,5,3,10,7,7,5,1,4,1,4,1,3,5,0,0,3,0,5
Wendi Barish,,,,,,,,,,,0,6,16,12,4,13,16,13,4,12,7,7,6,1,1,4,3,2,5
Henry Mcgregor Sias,,,,,,,,,,,,0,3,2,4,1,0,4,11,1,3,5,6,0,0,2,2,2,5
