col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Helen Gym,Justin Diberardinis,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Eryn Santamoor,Erika Almirón,Isaiah Thomas,Adrián Rivera-reyes,Deja Lynn Alvarez,Beth Finn,Sandra Dungee Glenn,Fernando Treviño,Fareed Abdullah,Ethelind Baylor,Ogbonna Paul Hagins,Joseph A Diorio,Asa Khalif,Willie Floyd Singletary,Latrice Y Bryant,Billy Thompson,Hena Veit,Vinny Black,Mark Ross,Edwin Santana,Wayne Allen,Bobbie Curry,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,Lisa Deeley,Kahlil Williams,Omar Sabir,Jen Devor,Marwan Kreidie,Luigi Borda,Annette Thompson,Carla Cain,Moira Bohannon,Dennis Lee,Robin Trent,Warren Bloom,Lewis Harris Jr,All
Helen Gym,70,"1,489","1,278","1,437","1,249","1,157","1,158",984,729,530,484,377,394,210,256,197,117,150,162,145,114,131,65,54,60,49,52,43,33,1,"1,301","1,237",924,791,530,397,345,318,234,169,98,67,51,All
Justin Diberardinis,,33,663,700,492,633,635,460,313,173,203,118,153,74,183,28,107,63,15,41,54,33,43,41,30,31,20,13,15,1,493,759,267,507,255,292,131,144,117,79,57,54,29,All
Allan Domb,,,53,808,543,620,172,484,188,117,196,189,115,127,42,40,165,49,65,52,87,43,59,65,48,44,36,42,30,0,713,500,519,218,197,186,179,143,92,136,57,63,39,All
Derek S Green,,,,13,702,457,358,668,198,162,120,139,105,123,87,37,52,87,46,43,57,30,36,24,27,26,20,15,14,2,669,626,596,277,175,165,126,125,82,111,57,36,34,All
Katherine Gilmore Richardson,,,,,12,548,488,517,147,113,228,190,227,87,54,27,51,46,20,62,51,47,24,29,28,16,24,13,7,1,625,526,462,376,130,136,173,132,101,94,38,34,16,All
Eryn Santamoor,,,,,,9,461,207,244,166,219,142,277,85,58,44,42,43,22,58,45,45,30,22,32,15,25,9,8,0,429,608,234,432,211,143,159,136,123,62,41,31,18,All
Erika Almirón,,,,,,,2,295,305,228,206,141,238,51,149,43,21,90,12,67,18,51,18,6,20,11,11,6,8,1,290,702,182,535,204,152,130,131,108,34,60,13,10,All
Isaiah Thomas,,,,,,,,2,168,109,71,155,50,97,117,42,25,68,37,40,48,21,26,14,26,27,11,9,21,0,484,390,539,138,110,142,104,80,62,98,32,18,24,All
