col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,City Commissioners - Democrat,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Marwan Kreidie,Kahlil Williams,Annette Thompson,Dennis Lee,Carla Cain,Lewis Harris Jr,Luigi Borda,Robin Trent,Warren Bloom,Moira Bohannon,Jen Devor,Helen Gym,Allan Domb,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Adrián Rivera-reyes,Deja Lynn Alvarez,Willie Floyd Singletary,Ogbonna Paul Hagins,Sandra Dungee Glenn,Eryn Santamoor,Justin Diberardinis,Fernando Treviño,Billy Thompson,Fareed Abdullah,Latrice Y Bryant,Erika Almirón,Beth Finn,Asa Khalif,Wayne Allen,Ethelind Baylor,Joseph A Diorio,Edwin Santana,Hena Veit,Vinny Black,Devon Cade,Mark Ross,Bobbie Curry,Wayne Edmund Dorsey,Sherrie Cohen,All
Omar Sabir,21,396,56,53,20,24,10,5,2,4,6,2,3,529,383,399,351,341,152,114,116,88,55,35,20,27,38,42,32,18,17,33,15,18,18,13,8,11,13,9,5,5,0,All
Lisa Deeley,,8,29,29,30,5,12,2,1,2,2,0,0,470,337,336,308,333,92,73,59,47,52,31,18,25,21,8,23,19,23,3,7,20,10,7,11,7,3,5,5,4,0,All
Marwan Kreidie,,,14,4,5,4,3,0,8,1,0,0,0,80,19,13,9,10,111,76,73,61,11,17,3,21,7,6,8,6,10,4,6,4,12,6,8,5,7,2,6,4,0,All
Kahlil Williams,,,,6,12,10,7,6,4,2,1,2,1,78,76,55,56,40,31,26,19,14,31,31,25,10,11,30,15,13,12,20,11,4,4,5,4,6,3,5,1,4,0,All
Annette Thompson,,,,,11,1,3,4,5,5,1,2,0,44,25,27,20,33,33,23,14,9,16,14,11,16,13,9,17,13,10,8,7,4,3,5,6,5,3,3,6,0,0,All
Dennis Lee,,,,,,4,4,3,5,1,2,1,0,23,29,58,45,18,50,9,13,8,7,12,34,8,10,6,4,4,7,2,3,1,7,5,4,4,10,4,9,4,0,All
Carla Cain,,,,,,,0,1,0,3,1,0,0,21,14,10,5,11,19,13,7,6,8,8,1,7,1,1,8,9,8,5,3,6,1,3,5,6,2,5,2,2,0,All
Lewis Harris Jr,,,,,,,,5,0,1,1,0,1,12,11,12,10,3,9,6,11,4,4,6,3,2,4,3,2,2,0,2,4,0,0,3,0,2,1,3,3,0,0,All
