col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Register Of Wills - Democrat,,,All
,Helen Gym,Allan Domb,Eryn Santamoor,Justin Diberardinis,Derek S Green,Erika Almirón,Katherine Gilmore Richardson,Adrián Rivera-reyes,Isaiah Thomas,Deja Lynn Alvarez,Beth Finn,Fernando Treviño,Sandra Dungee Glenn,Ethelind Baylor,Ogbonna Paul Hagins,Willie Floyd Singletary,Asa Khalif,Hena Veit,Latrice Y Bryant,Joseph A Diorio,Fareed Abdullah,Billy Thompson,Mark Ross,Edwin Santana,Bobbie Curry,Wayne Allen,Vinny Black,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,All
Helen Gym,57,"2,473","2,735","2,518","1,975","1,339",900,722,621,480,503,516,270,264,164,111,114,109,77,67,84,66,46,40,44,35,28,42,13,0,"2,157","1,416",405,All
Allan Domb,,143,"2,195","1,914","1,699",367,467,251,361,153,287,248,167,53,47,46,51,55,37,91,51,66,66,38,40,35,44,38,21,0,"1,912",688,278,All
Eryn Santamoor,,,13,"2,027","1,768",730,758,365,319,198,299,454,143,56,45,27,32,58,58,27,32,37,29,27,25,27,21,20,7,0,"1,835",802,293,All
Justin Diberardinis,,,,17,"1,678",684,339,374,548,190,214,203,99,187,40,15,34,25,32,52,33,25,34,21,19,15,21,17,3,0,"1,705",715,252,All
Derek S Green,,,,,5,387,390,193,389,156,120,105,79,56,27,18,43,12,21,19,34,33,12,18,12,15,8,10,10,0,"1,520",503,154,All
Erika Almirón,,,,,,1,444,287,331,199,215,271,127,196,32,5,49,39,46,7,18,11,7,21,16,7,3,6,4,0,418,661,166,All
Katherine Gilmore Richardson,,,,,,,4,137,152,93,174,274,135,47,33,13,29,37,37,16,26,24,19,21,13,15,6,19,3,0,437,444,127,All
Adrián Rivera-reyes,,,,,,,,16,131,339,138,120,55,70,121,83,50,28,30,26,26,26,12,29,13,8,18,8,3,0,262,537,120,All
Isaiah Thomas,,,,,,,,,2,62,65,57,82,151,20,25,38,16,19,12,35,29,11,11,6,7,10,16,7,0,278,392,104,All
Deja Lynn Alvarez,,,,,,,,,,6,100,67,45,52,113,76,42,36,39,17,16,13,7,19,7,9,11,2,4,0,192,347,109,All
Beth Finn,,,,,,,,,,,5,44,116,41,24,12,26,58,44,26,24,30,28,11,23,15,17,6,5,0,189,361,100,All
Fernando Treviño,,,,,,,,,,,,0,19,21,18,7,15,11,12,15,27,16,8,20,9,5,10,5,3,0,212,215,118,All
Sandra Dungee Glenn,,,,,,,,,,,,,0,25,12,8,30,34,32,24,16,16,8,7,17,6,8,7,4,0,93,223,73,All
Ethelind Baylor,,,,,,,,,,,,,,0,11,0,12,14,16,4,9,8,1,5,2,6,1,5,3,0,66,176,51,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,3,64,11,9,6,4,9,6,0,7,5,1,4,1,3,0,52,126,37,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,3,8,6,10,12,7,15,6,4,5,8,5,4,5,0,62,91,19,All
Asa Khalif,,,,,,,,,,,,,,,,,0,18,19,4,35,4,5,8,4,5,6,2,1,0,40,89,37,All
Hena Veit,,,,,,,,,,,,,,,,,,0,19,11,9,10,6,5,9,5,9,6,5,0,39,99,24,All
