col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,All
,Joshua Roberts,Jennifer Schultz,Sherman Toppin,Carmella Jacquinto,Cateria R Mccabe,Anthony Kyriakakis,Craig Levin,Jon Marshall,Henry Mcgregor Sias,Leon Goodman,Terri M Booker,Tiffany Palmer,Kendra Mccrae,Wendi Barish,James C Crumlish,Nicola Serianni,Beth Grossman,Laurie Dow,Janine D Momasso,Chris Hall,Vicki Markovitz,Robert Trimble,Kay Yu,Gregory Weyer,James F Berardinelli,Theresa Brunson,David H Conroy,All
Joshua Roberts,31,146,237,194,193,184,132,129,179,86,65,31,46,61,83,53,35,13,16,26,17,14,14,10,13,160,373,All
Jennifer Schultz,,45,50,45,28,22,134,122,18,62,45,55,53,71,57,73,57,33,29,20,25,23,16,9,7,249,156,All
Sherman Toppin,,,7,192,200,188,32,20,182,54,56,41,41,26,46,29,20,22,20,14,12,21,11,8,9,80,223,All
Carmella Jacquinto,,,,7,171,198,11,13,161,45,50,35,45,27,36,21,25,20,15,13,11,6,11,3,2,93,195,All
Cateria R Mccabe,,,,,2,174,12,5,168,37,34,47,44,16,13,22,30,19,25,10,9,7,13,8,9,72,186,All
Anthony Kyriakakis,,,,,,9,10,8,176,17,15,19,12,11,12,11,18,5,5,9,10,2,10,3,5,60,186,All
Craig Levin,,,,,,,18,102,6,44,25,22,23,45,47,46,21,12,9,16,7,15,5,5,0,104,103,All
Jon Marshall,,,,,,,,16,4,41,34,32,17,28,32,38,21,13,11,15,9,9,6,5,2,113,87,All
Henry Mcgregor Sias,,,,,,,,,2,13,5,15,10,5,8,4,7,3,12,8,3,2,9,2,6,20,183,All
Leon Goodman,,,,,,,,,,4,76,53,37,41,61,38,36,26,20,26,14,16,8,6,12,112,59,All
Terri M Booker,,,,,,,,,,,5,74,58,37,35,29,28,37,24,27,8,11,16,11,8,105,50,All
Tiffany Palmer,,,,,,,,,,,,3,63,32,16,39,40,29,21,29,22,8,26,13,16,119,30,All
