col_1,col_2,col_3,col_4,col_5,division
,Judge Of The Municipal Court - Democrat,,District Council 2nd District - Democrat,,All
,David H Conroy,Theresa Brunson,Kenyatta Johnson,Lauren Vidas,All
David H Conroy,23,0,74,42,All
Theresa Brunson,,3,22,20,All
Kenyatta Johnson,,,28,0,All
Lauren Vidas,,,,14,All
Total,139,45,124,76,All
,Judge Of The Municipal Court - Democrat,,District Council 2nd District - Democrat,,14
,David H Conroy,Theresa Brunson,Kenyatta Johnson,Lauren Vidas,14
David H Conroy,4,0,12,10,14
Theresa Brunson,,1,4,5,14
Kenyatta Johnson,,,7,0,14
Lauren Vidas,,,,1,14
Total,26,10,23,16,14
,Judge Of The Municipal Court - Democrat,,District Council 2nd District - Democrat,,36
,David H Conroy,Theresa Brunson,Kenyatta Johnson,Lauren Vidas,36
David H Conroy,11,0,29,16,36
Theresa Brunson,,1,7,7,36
Kenyatta Johnson,,,10,0,36
Lauren Vidas,,,,5,36
Total,56,15,46,28,36
,Judge Of The Municipal Court - Democrat,,District Council 2nd District - Democrat,,41
,David H Conroy,Theresa Brunson,Kenyatta Johnson,Lauren Vidas,41
David H Conroy,8,0,33,16,41
Theresa Brunson,,1,11,8,41
Kenyatta Johnson,,,11,0,41
Lauren Vidas,,,,8,41
Total,57,20,55,32,41
