col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Annette Thompson,Dennis Lee,Carla Cain,Jen Devor,Lewis Harris Jr,Luigi Borda,Robin Trent,Warren Bloom,Moira Bohannon,Joshua Roberts,Jennifer Schultz,Carmella Jacquinto,Craig Levin,Anthony Kyriakakis,Jon Marshall,James C Crumlish,Sherman Toppin,Cateria R Mccabe,Henry Mcgregor Sias,Wendi Barish,Tiffany Palmer,Leon Goodman,Kendra Mccrae,Terri M Booker,Nicola Serianni,Beth Grossman,Kay Yu,Laurie Dow,Chris Hall,Janine D Momasso,Vicki Markovitz,Robert Trimble,James F Berardinelli,Gregory Weyer,All
Omar Sabir,67,351,102,96,45,35,23,5,16,6,8,6,4,590,302,317,250,236,193,218,212,212,220,176,141,153,115,129,94,80,69,59,55,60,48,30,29,24,All
Lisa Deeley,,21,20,53,28,16,11,4,4,4,4,2,1,346,180,239,123,191,99,154,142,143,176,149,57,70,57,64,63,51,33,31,13,36,34,17,13,14,All
Kahlil Williams,,,22,16,35,9,7,19,17,9,9,9,2,74,94,54,64,50,40,36,51,61,38,55,112,73,85,76,35,52,62,39,48,19,20,24,17,14,All
Marwan Kreidie,,,,17,8,6,2,0,2,9,3,2,2,158,211,21,127,20,125,51,21,13,16,30,18,20,24,14,35,18,18,10,16,11,11,24,5,4,All
Annette Thompson,,,,,17,1,12,1,3,2,8,2,0,46,74,34,35,17,29,18,26,22,15,39,53,31,44,44,35,36,27,33,20,14,13,10,7,9,All
Dennis Lee,,,,,,0,3,8,1,5,3,2,1,31,30,22,15,19,17,20,32,21,13,25,21,32,20,26,20,22,14,10,11,19,15,3,6,5,All
Carla Cain,,,,,,,2,4,2,3,0,0,3,10,29,23,13,10,9,14,29,18,6,20,21,20,27,16,18,26,11,17,9,10,12,6,3,4,All
Jen Devor,,,,,,,,0,2,10,1,0,3,4,31,13,4,16,3,14,4,13,18,11,29,6,14,5,16,11,22,12,11,4,6,1,4,3,All
