col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,District Council 5th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Darrell L Clarke,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,Kay Yu,Henry Mcgregor Sias,Wendi Barish,Nicola Serianni,Cateria R Mccabe,James C Crumlish,Chris Hall,Beth Grossman,Janine D Momasso,Carmella Jacquinto,Vicki Markovitz,Kendra Mccrae,Joshua Roberts,Leon Goodman,Laurie Dow,Craig Levin,James F Berardinelli,Terri M Booker,Jon Marshall,Sherman Toppin,Robert Trimble,Gregory Weyer,All
Darrell L Clarke,105,836,621,581,550,441,396,387,331,256,247,242,169,165,156,145,129,104,109,107,81,72,46,32,31,20,All
Tiffany Palmer,,5,665,453,557,466,353,310,318,275,290,116,138,108,103,98,45,73,62,32,56,38,10,9,10,14,All
Anthony Kyriakakis,,,5,215,436,389,187,141,134,269,278,76,27,73,74,52,57,64,28,40,60,21,10,15,5,10,All
Jennifer Schultz,,,,9,273,195,271,294,286,78,76,143,139,70,89,71,52,32,69,53,24,24,31,10,16,12,All
Kay Yu,,,,,4,393,139,146,197,111,122,72,45,76,61,61,16,35,30,20,30,19,7,7,5,12,All
Henry Mcgregor Sias,,,,,,4,109,107,167,59,71,30,34,45,46,22,28,41,14,12,23,14,8,12,5,14,All
Wendi Barish,,,,,,,3,245,164,78,68,115,123,73,102,61,35,41,60,27,26,28,9,7,8,3,All
Nicola Serianni,,,,,,,,1,208,40,45,91,134,62,61,52,37,24,44,34,21,25,17,11,8,5,All
Cateria R Mccabe,,,,,,,,,0,36,29,45,114,36,29,45,28,18,27,12,18,13,4,15,5,2,All
James C Crumlish,,,,,,,,,,2,220,52,8,34,19,32,29,29,18,25,27,9,7,4,4,1,All
Chris Hall,,,,,,,,,,,1,33,8,27,14,30,16,25,17,13,30,13,3,6,5,0,All
Beth Grossman,,,,,,,,,,,,3,34,58,65,51,28,26,62,31,23,24,13,7,7,5,All
Janine D Momasso,,,,,,,,,,,,,0,29,24,23,5,14,13,12,10,12,4,7,5,7,All
Carmella Jacquinto,,,,,,,,,,,,,,1,27,42,27,15,40,11,7,18,5,12,4,6,All
Vicki Markovitz,,,,,,,,,,,,,,,1,32,20,40,27,14,14,11,3,3,4,1,All
Kendra Mccrae,,,,,,,,,,,,,,,,0,13,21,24,11,3,17,3,4,3,0,All
Joshua Roberts,,,,,,,,,,,,,,,,,6,20,6,40,14,7,31,14,10,2,All
Leon Goodman,,,,,,,,,,,,,,,,,,0,21,19,11,9,7,9,10,6,All
Laurie Dow,,,,,,,,,,,,,,,,,,,0,8,6,16,3,5,8,3,All
Craig Levin,,,,,,,,,,,,,,,,,,,,7,17,7,24,7,11,1,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,2,8,4,3,7,3,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,1,7,6,7,3,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,2,3,8,3,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,0,5,1,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,0,2,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,387","1,053",786,698,668,546,492,461,411,343,320,270,202,197,186,164,156,131,130,129,105,79,54,40,35,27,All
,District Council 5th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Darrell L Clarke,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,Kay Yu,Wendi Barish,Henry Mcgregor Sias,Nicola Serianni,James C Crumlish,Chris Hall,Cateria R Mccabe,Vicki Markovitz,Carmella Jacquinto,Kendra Mccrae,Beth Grossman,Janine D Momasso,James F Berardinelli,Joshua Roberts,Laurie Dow,Terri M Booker,Craig Levin,Leon Goodman,Sherman Toppin,Jon Marshall,Gregory Weyer,Robert Trimble,1
Darrell L Clarke,6,59,46,41,38,39,27,29,20,19,15,14,11,10,13,8,9,4,5,6,4,3,2,1,1,1,1
Tiffany Palmer,,0,50,42,42,38,34,24,22,23,17,12,10,13,4,7,7,3,1,5,1,4,1,0,0,0,1
Anthony Kyriakakis,,,0,23,29,23,29,11,18,21,9,6,9,6,3,2,8,2,2,4,1,3,2,0,1,0,1
Jennifer Schultz,,,,0,23,28,15,23,5,10,17,10,7,10,9,8,4,2,5,3,1,0,1,2,0,0,1
Kay Yu,,,,,0,15,25,9,15,10,14,8,6,4,3,3,3,3,0,1,0,2,0,0,0,1,1
Wendi Barish,,,,,,0,14,24,10,10,8,11,7,8,6,8,3,5,5,1,2,1,2,1,0,1,1
Henry Mcgregor Sias,,,,,,,0,6,6,4,13,4,4,0,1,2,3,2,0,2,0,2,2,0,0,0,1
Nicola Serianni,,,,,,,,0,3,5,8,6,3,5,5,8,2,1,3,2,1,0,1,0,0,1,1
James C Crumlish,,,,,,,,,0,16,1,1,3,5,2,1,1,2,0,0,0,2,1,0,0,0,1
Chris Hall,,,,,,,,,,0,1,2,3,4,1,0,3,1,0,1,0,2,1,0,0,0,1
Cateria R Mccabe,,,,,,,,,,,0,1,3,1,0,4,1,1,0,0,0,0,3,0,0,0,1
Vicki Markovitz,,,,,,,,,,,,0,2,3,3,1,3,1,3,1,1,2,0,0,0,1,1
Carmella Jacquinto,,,,,,,,,,,,,0,5,3,1,0,3,3,2,0,1,4,0,0,0,1
Kendra Mccrae,,,,,,,,,,,,,,0,4,2,0,1,0,1,0,2,1,0,0,0,1
Beth Grossman,,,,,,,,,,,,,,,0,4,1,1,5,1,1,1,1,1,1,0,1
Janine D Momasso,,,,,,,,,,,,,,,,0,1,0,3,0,0,1,1,0,0,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,0,1,0,1,2,0,0,0,0,0,1
