col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Annette Thompson,Dennis Lee,Carla Cain,Jen Devor,Lewis Harris Jr,Robin Trent,Luigi Borda,Warren Bloom,Moira Bohannon,Jennifer Schultz,Leon Goodman,Wendi Barish,Carmella Jacquinto,Anthony Kyriakakis,Joshua Roberts,Tiffany Palmer,Craig Levin,Henry Mcgregor Sias,Terri M Booker,Jon Marshall,Cateria R Mccabe,Kay Yu,Kendra Mccrae,Sherman Toppin,James C Crumlish,Laurie Dow,Beth Grossman,Nicola Serianni,Chris Hall,Janine D Momasso,Vicki Markovitz,James F Berardinelli,Robert Trimble,Gregory Weyer,All
Omar Sabir,83,590,234,83,66,50,26,4,17,13,8,6,6,798,597,526,517,462,416,234,244,385,256,205,163,102,155,155,134,130,95,107,106,107,59,69,49,21,All
Lisa Deeley,,27,28,52,43,14,14,0,3,7,4,3,5,591,426,424,411,365,239,93,113,309,121,91,82,44,62,73,87,55,77,76,35,37,33,22,20,13,All
Kahlil Williams,,,27,59,51,53,14,76,19,8,6,11,1,252,148,161,134,172,114,308,111,57,150,72,147,212,139,94,91,87,94,58,120,68,43,52,45,20,All
Marwan Kreidie,,,,15,8,10,8,1,0,2,5,0,0,214,40,47,13,67,119,71,104,11,22,104,59,64,29,22,30,13,29,42,18,17,18,9,14,6,All
Annette Thompson,,,,,7,6,10,2,4,6,4,4,2,92,66,67,54,28,52,78,37,19,52,42,37,33,60,31,22,50,61,38,21,33,32,19,20,10,All
Dennis Lee,,,,,,4,13,0,3,1,6,1,3,40,48,75,77,29,29,36,64,11,31,24,30,55,33,57,61,30,26,26,24,22,15,14,12,10,All
Carla Cain,,,,,,,8,0,2,3,5,4,1,30,27,37,22,15,22,33,27,3,25,12,24,16,31,29,21,37,23,30,19,29,10,8,10,4,All
Jen Devor,,,,,,,,1,2,4,2,0,0,58,9,23,8,50,9,68,4,12,8,6,24,47,14,5,9,6,10,10,38,18,7,5,3,4,All
Lewis Harris Jr,,,,,,,,,1,1,1,2,0,20,21,18,12,13,19,24,12,6,30,11,11,10,12,11,6,13,9,9,17,8,5,4,8,2,All
Robin Trent,,,,,,,,,,1,1,1,3,20,18,16,12,16,8,27,7,5,11,11,14,12,17,10,9,10,8,17,9,8,9,7,3,3,All
Luigi Borda,,,,,,,,,,,1,2,0,15,19,16,8,11,11,13,9,6,6,6,9,8,7,8,14,7,8,16,9,5,2,7,7,5,All
Warren Bloom,,,,,,,,,,,,2,0,13,10,10,6,6,10,15,10,1,16,7,9,8,15,9,7,8,3,4,12,5,2,5,7,3,All
Moira Bohannon,,,,,,,,,,,,,1,6,4,7,6,7,7,7,3,1,4,5,4,4,4,1,2,5,11,4,5,4,5,1,3,1,All
Jennifer Schultz,,,,,,,,,,,,,,33,463,519,397,482,205,239,193,343,102,174,130,158,94,53,72,78,98,119,96,62,55,27,34,10,All
Leon Goodman,,,,,,,,,,,,,,,6,434,404,374,159,122,72,332,159,66,74,47,99,73,93,67,62,53,52,59,25,44,34,21,All
Wendi Barish,,,,,,,,,,,,,,,,5,420,403,107,142,112,326,97,58,67,99,93,79,92,82,94,85,43,60,41,26,27,10,All
Carmella Jacquinto,,,,,,,,,,,,,,,,,6,356,139,94,77,334,107,17,72,92,76,102,105,62,46,45,30,52,27,23,22,7,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,3,80,190,24,374,46,27,125,128,30,64,54,24,37,27,97,24,19,29,11,5,All
Joshua Roberts,,,,,,,,,,,,,,,,,,,24,81,164,54,131,186,69,44,58,104,108,42,55,60,53,23,34,30,39,14,All
Tiffany Palmer,,,,,,,,,,,,,,,,,,,,6,48,44,150,53,166,185,157,66,66,91,87,81,134,61,42,48,28,24,All
Craig Levin,,,,,,,,,,,,,,,,,,,,,15,17,51,159,33,66,41,72,96,47,38,52,28,34,31,22,30,9,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,1,25,10,55,20,15,41,10,13,16,10,9,19,13,12,6,1,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,9,54,54,56,115,68,73,71,63,43,71,40,25,23,22,17,All
