col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,Judge Of The Municipal Court - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Theresa Brunson,David H Conroy,Isaiah Thomas,Helen Gym,Derek S Green,Allan Domb,Justin Diberardinis,Sandra Dungee Glenn,Katherine Gilmore Richardson,Adrián Rivera-reyes,Ethelind Baylor,Willie Floyd Singletary,Deja Lynn Alvarez,Billy Thompson,Erika Almirón,Fareed Abdullah,Ogbonna Paul Hagins,Latrice Y Bryant,Asa Khalif,Eryn Santamoor,Wayne Allen,Mark Ross,Fernando Treviño,Joseph A Diorio,Beth Finn,Hena Veit,Edwin Santana,Bobbie Curry,Vinny Black,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,All
Theresa Brunson,60,0,491,521,375,336,176,255,282,199,87,190,171,174,117,174,104,137,131,90,79,49,50,38,58,43,41,32,27,24,17,0,All
David H Conroy,,63,507,410,516,184,393,314,156,161,256,102,118,65,121,50,79,36,33,55,39,33,30,34,16,11,10,11,11,8,7,1,All
Isaiah Thomas,,,26,431,679,316,403,488,285,72,324,65,48,165,97,124,34,77,89,50,56,56,25,29,22,15,23,14,17,18,13,1,All
Helen Gym,,,,65,450,356,231,165,282,185,57,143,143,109,203,87,123,76,85,89,46,24,34,26,39,22,19,16,12,16,11,0,All
Derek S Green,,,,,10,345,471,432,247,46,310,36,25,79,141,108,27,51,74,58,41,34,21,12,17,9,16,9,10,2,9,0,All
Allan Domb,,,,,,38,95,109,196,60,29,67,42,68,39,93,27,54,66,76,45,28,23,26,16,14,16,17,13,15,7,0,All
Justin Diberardinis,,,,,,,12,329,67,24,281,12,25,37,134,26,17,29,21,39,15,15,17,11,10,4,7,3,8,3,4,1,All
Sandra Dungee Glenn,,,,,,,,2,120,32,276,15,18,83,34,49,8,29,42,24,22,16,11,20,19,8,17,9,4,3,3,0,All
Katherine Gilmore Richardson,,,,,,,,,6,44,27,38,30,80,60,44,11,48,29,46,27,22,13,17,25,13,18,10,9,9,5,1,All
Adrián Rivera-reyes,,,,,,,,,,19,8,130,133,25,29,27,110,30,17,36,20,11,28,22,18,13,8,4,9,8,4,1,All
Ethelind Baylor,,,,,,,,,,,2,7,6,16,25,12,4,7,8,4,10,7,2,3,5,2,3,0,3,2,2,0,All
Willie Floyd Singletary,,,,,,,,,,,,23,126,46,7,26,93,24,25,23,19,15,15,16,8,12,8,10,9,5,4,0,All
Deja Lynn Alvarez,,,,,,,,,,,,,12,19,29,24,102,33,18,25,13,6,15,10,11,16,6,12,5,5,5,0,All
Billy Thompson,,,,,,,,,,,,,,8,11,28,14,23,23,16,15,30,11,11,12,9,3,8,7,4,5,0,All
Erika Almirón,,,,,,,,,,,,,,,3,20,11,35,21,22,18,7,14,7,15,5,6,2,7,3,4,0,All
Fareed Abdullah,,,,,,,,,,,,,,,,13,9,32,63,12,21,12,9,5,4,8,10,7,4,3,4,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,5,10,13,8,5,6,3,1,5,6,3,3,3,2,0,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,2,28,27,32,11,4,11,16,7,8,6,11,6,5,0,All
Asa Khalif,,,,,,,,,,,,,,,,,,,0,7,10,7,9,2,6,6,3,10,5,3,5,0,All
Eryn Santamoor,,,,,,,,,,,,,,,,,,,,1,6,7,10,9,9,16,8,11,9,6,4,0,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,7,11,6,5,10,7,2,7,7,5,5,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,4,3,7,4,2,3,7,7,3,3,0,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,,,2,22,8,10,10,3,1,1,2,0,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,2,3,6,7,3,2,5,1,1,All
Beth Finn,,,,,,,,,,,,,,,,,,,,,,,,,1,10,2,3,6,2,5,0,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,4,3,3,0,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,0,2,0,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,0,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,300","1,038","1,201","1,178","1,059",715,655,645,539,425,379,358,330,301,290,270,218,207,194,184,154,111,93,86,84,65,59,51,50,37,35,2,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,1
,Helen Gym,Derek S Green,Isaiah Thomas,Allan Domb,Justin Diberardinis,Erika Almirón,Katherine Gilmore Richardson,Sandra Dungee Glenn,Adrián Rivera-reyes,Latrice Y Bryant,Asa Khalif,Willie Floyd Singletary,Fareed Abdullah,Eryn Santamoor,Wayne Allen,Deja Lynn Alvarez,Ogbonna Paul Hagins,Ethelind Baylor,Beth Finn,Bobbie Curry,Fernando Treviño,Mark Ross,Vinny Black,Billy Thompson,Edwin Santana,Hena Veit,Devon Cade,Joseph A Diorio,Wayne Edmund Dorsey,Sherrie Cohen,Theresa Brunson,David H Conroy,1
Helen Gym,3,34,29,34,16,19,14,14,11,10,11,9,9,13,6,9,9,2,5,4,2,4,2,0,1,2,1,1,1,0,35,33,1
Derek S Green,,1,31,26,22,15,13,12,3,3,5,4,9,5,3,1,1,8,0,0,2,1,1,3,0,1,0,1,0,0,22,27,1
Isaiah Thomas,,,1,20,15,7,14,13,2,10,11,3,11,4,6,5,1,8,1,2,2,1,1,2,1,0,1,0,0,0,27,23,1
Allan Domb,,,,1,13,6,10,5,3,4,4,5,7,7,6,3,1,1,2,3,2,1,1,1,1,0,2,0,0,0,22,16,1
Justin Diberardinis,,,,,0,9,2,9,2,1,1,0,2,3,0,1,1,7,1,0,1,2,3,0,0,0,1,0,0,0,9,18,1
Erika Almirón,,,,,,1,4,5,2,5,3,1,3,1,1,3,1,0,1,1,1,2,1,1,2,1,0,1,0,0,15,8,1
Katherine Gilmore Richardson,,,,,,,0,5,1,5,1,0,2,3,4,3,0,1,2,0,0,0,1,1,1,0,0,0,0,0,12,11,1
Sandra Dungee Glenn,,,,,,,,0,0,3,5,0,6,3,1,0,1,5,3,3,0,0,0,0,1,1,0,1,1,0,14,10,1
Adrián Rivera-reyes,,,,,,,,,0,2,2,8,0,5,2,5,6,0,1,0,3,0,1,0,1,1,0,0,0,0,7,8,1
Latrice Y Bryant,,,,,,,,,,1,4,2,3,2,6,2,2,1,1,1,0,0,1,0,1,1,0,0,0,0,14,4,1
Asa Khalif,,,,,,,,,,,0,5,7,2,3,1,1,0,0,4,1,1,1,0,1,1,0,0,0,0,14,3,1
Willie Floyd Singletary,,,,,,,,,,,,0,1,4,4,4,6,1,0,2,1,0,1,0,0,1,0,0,0,0,11,5,1
Fareed Abdullah,,,,,,,,,,,,,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,4,1
Eryn Santamoor,,,,,,,,,,,,,,0,1,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,6,8,1
Wayne Allen,,,,,,,,,,,,,,,1,1,0,0,3,1,2,0,0,0,1,0,1,0,0,0,11,1,1
Deja Lynn Alvarez,,,,,,,,,,,,,,,,1,4,0,1,0,0,1,0,0,1,0,0,0,0,0,10,3,1
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,1,0,0,0,0,0,0,7,3,1
Ethelind Baylor,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,1,0,0,0,0,0,0,5,6,1
Beth Finn,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,1,1,0,1,0,8,0,1
Bobbie Curry,,,,,,,,,,,,,,,,,,,,0,1,2,0,1,0,0,0,0,0,0,6,0,1
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,3,0,1
Mark Ross,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,3,2,1
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,2,3,1
Billy Thompson,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,0,1
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3,1,1
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,2,1,1
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,1
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,1
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Theresa Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
David H Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
Total,86,61,58,50,30,26,25,25,21,21,20,18,17,16,16,15,13,11,8,7,6,5,5,4,4,3,2,2,1,0,69,54,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,2
,Isaiah Thomas,Helen Gym,Derek S Green,Justin Diberardinis,Allan Domb,Sandra Dungee Glenn,Fareed Abdullah,Erika Almirón,Ethelind Baylor,Adrián Rivera-reyes,Deja Lynn Alvarez,Katherine Gilmore Richardson,Latrice Y Bryant,Willie Floyd Singletary,Wayne Allen,Asa Khalif,Billy Thompson,Ogbonna Paul Hagins,Mark Ross,Beth Finn,Eryn Santamoor,Fernando Treviño,Hena Veit,Joseph A Diorio,Bobbie Curry,Devon Cade,Edwin Santana,Vinny Black,Sherrie Cohen,Wayne Edmund Dorsey,Theresa Brunson,David H Conroy,2
