col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Helen Gym,Allan Domb,Justin Diberardinis,Katherine Gilmore Richardson,Derek S Green,Adrián Rivera-reyes,Eryn Santamoor,Deja Lynn Alvarez,Isaiah Thomas,Beth Finn,Erika Almirón,Joseph A Diorio,Sandra Dungee Glenn,Billy Thompson,Willie Floyd Singletary,Ogbonna Paul Hagins,Fernando Treviño,Bobbie Curry,Vinny Black,Mark Ross,Wayne Edmund Dorsey,Ethelind Baylor,Hena Veit,Asa Khalif,Latrice Y Bryant,Edwin Santana,Wayne Allen,Fareed Abdullah,Devon Cade,Sherrie Cohen,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,All
Helen Gym,40,221,120,145,138,105,114,88,128,69,78,45,49,39,50,59,27,18,15,18,16,36,24,15,15,8,8,8,4,0,201,122,119,53,All
Allan Domb,,29,115,126,130,20,81,35,100,64,25,63,42,42,20,7,18,28,31,25,20,10,14,11,9,8,11,6,14,0,103,129,50,79,All
Justin Diberardinis,,,7,50,69,20,69,25,49,37,38,35,20,24,4,5,11,18,17,18,10,23,2,8,3,5,4,3,5,0,81,41,37,48,All
Katherine Gilmore Richardson,,,,2,96,16,58,18,89,45,29,21,39,18,2,5,16,14,2,13,10,9,12,4,7,2,6,2,2,0,67,86,25,31,All
Derek S Green,,,,,2,19,30,14,92,11,22,17,8,14,4,5,8,10,10,7,8,20,4,6,7,6,6,3,4,0,62,83,16,25,All
Adrián Rivera-reyes,,,,,,5,31,90,14,17,30,12,15,9,50,52,30,4,6,5,3,7,7,10,4,11,4,6,1,0,96,18,61,15,All
Eryn Santamoor,,,,,,,3,32,12,43,43,20,21,17,7,7,19,14,8,13,6,5,12,10,10,8,7,5,4,0,67,34,45,34,All
Deja Lynn Alvarez,,,,,,,,3,15,21,30,12,7,11,47,50,25,6,4,7,7,5,9,10,8,9,5,4,4,0,91,21,52,17,All
Isaiah Thomas,,,,,,,,,3,10,25,11,20,7,3,3,11,1,6,7,6,24,3,3,5,7,4,7,7,0,42,77,30,18,All
Beth Finn,,,,,,,,,,1,31,31,32,24,7,4,6,21,10,14,13,2,13,7,7,4,6,8,6,0,60,28,24,37,All
Erika Almirón,,,,,,,,,,,1,9,18,5,4,1,21,1,2,1,3,15,9,7,5,7,3,4,3,0,58,9,41,7,All
Joseph A Diorio,,,,,,,,,,,,1,10,23,8,7,9,21,16,15,8,5,4,1,8,4,7,4,8,0,33,23,21,38,All
Sandra Dungee Glenn,,,,,,,,,,,,,2,5,4,2,3,10,4,11,10,3,8,3,3,3,5,5,2,0,46,16,16,20,All
Billy Thompson,,,,,,,,,,,,,,3,7,4,9,23,8,16,12,1,8,3,4,4,3,1,2,0,30,15,8,41,All
Willie Floyd Singletary,,,,,,,,,,,,,,,1,42,8,3,3,3,6,0,3,1,5,1,0,1,1,0,55,8,18,14,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,0,9,1,3,2,3,1,5,1,3,1,2,0,1,0,53,3,18,7,All
Fernando Treviño,,,,,,,,,,,,,,,,,1,4,4,2,3,3,5,1,4,11,0,2,1,0,24,7,23,10,All
Bobbie Curry,,,,,,,,,,,,,,,,,,0,6,10,6,1,3,0,2,2,9,1,3,0,17,13,4,27,All
Vinny Black,,,,,,,,,,,,,,,,,,,4,7,2,0,4,4,6,3,5,0,2,0,15,12,9,14,All
Mark Ross,,,,,,,,,,,,,,,,,,,,0,11,2,3,2,4,2,3,1,2,0,14,12,9,21,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,0,2,4,3,2,3,4,1,4,0,10,12,9,17,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,2,2,0,0,0,20,10,11,2,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,1,4,2,2,1,2,3,0,14,12,13,5,All
Asa Khalif,,,,,,,,,,,,,,,,,,,,,,,,0,3,6,0,3,3,0,9,11,7,6,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,3,0,9,9,13,4,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,0,7,10,4,8,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,8,6,4,11,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,7,5,6,5,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,4,2,10,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0,0,All
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,All
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,All
Total,575,439,255,231,218,208,202,194,189,156,125,124,105,101,98,85,78,65,60,59,50,49,46,36,36,35,30,25,24,0,380,230,216,166,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,1
,Allan Domb,Helen Gym,Justin Diberardinis,Beth Finn,Eryn Santamoor,Billy Thompson,Joseph A Diorio,Katherine Gilmore Richardson,Erika Almirón,Isaiah Thomas,Bobbie Curry,Derek S Green,Ethelind Baylor,Vinny Black,Wayne Edmund Dorsey,Sandra Dungee Glenn,Adrián Rivera-reyes,Mark Ross,Deja Lynn Alvarez,Edwin Santana,Fernando Treviño,Hena Veit,Ogbonna Paul Hagins,Wayne Allen,Devon Cade,Latrice Y Bryant,Willie Floyd Singletary,Asa Khalif,Fareed Abdullah,Sherrie Cohen,Rochelle Bilal,Larry King Sr,Jewell Williams,Malika Rahman,1
