col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Dennis Lee,Annette Thompson,Carla Cain,Jen Devor,Luigi Borda,Lewis Harris Jr,Warren Bloom,Robin Trent,Moira Bohannon,Joshua Roberts,Jennifer Schultz,Carmella Jacquinto,Wendi Barish,Craig Levin,Anthony Kyriakakis,James C Crumlish,Tiffany Palmer,Cateria R Mccabe,Jon Marshall,Henry Mcgregor Sias,Leon Goodman,Terri M Booker,Kendra Mccrae,Sherman Toppin,Kay Yu,Nicola Serianni,Chris Hall,Beth Grossman,Janine D Momasso,Laurie Dow,Vicki Markovitz,Robert Trimble,Gregory Weyer,James F Berardinelli,All
Omar Sabir,15,135,54,30,28,20,12,5,6,6,4,2,1,239,125,148,117,108,119,112,53,76,72,100,73,63,52,64,29,31,22,24,23,34,12,20,11,18,All
Lisa Deeley,,7,14,18,3,11,3,1,1,1,0,3,3,141,61,106,83,38,98,67,33,45,26,76,34,24,16,37,19,16,14,18,11,17,17,9,4,13,All
Kahlil Williams,,,8,10,8,18,5,20,7,6,3,2,2,45,48,36,44,31,48,36,76,32,21,19,47,45,42,21,34,22,39,17,24,20,12,13,10,14,All
Marwan Kreidie,,,,5,7,0,4,1,2,0,1,2,0,47,69,8,13,54,12,18,11,4,49,2,7,10,5,3,11,12,6,5,4,4,7,3,3,2,All
Dennis Lee,,,,,4,0,1,15,1,1,2,2,1,21,31,18,21,11,16,20,14,16,14,8,18,6,15,12,8,11,8,4,10,3,5,6,3,1,All
Annette Thompson,,,,,,1,3,1,1,2,3,1,2,11,33,16,18,11,2,9,26,15,6,2,17,20,21,7,12,19,9,17,11,11,13,10,6,4,All
Carla Cain,,,,,,,3,3,0,2,0,2,1,8,18,7,12,23,3,11,9,6,2,3,8,11,11,5,11,6,3,11,7,3,11,3,2,1,All
Jen Devor,,,,,,,,0,3,0,0,1,0,3,32,7,15,2,13,11,25,17,4,8,3,3,7,1,12,11,13,4,11,3,4,0,4,2,All
Luigi Borda,,,,,,,,,1,0,2,0,0,6,11,5,12,6,4,6,10,4,4,6,5,3,3,3,8,7,3,2,3,4,1,1,0,5,All
Lewis Harris Jr,,,,,,,,,,0,0,1,1,1,3,5,5,2,2,1,9,5,3,2,7,10,6,3,4,2,5,4,1,3,2,4,4,0,All
Warren Bloom,,,,,,,,,,,1,0,1,7,10,3,4,5,2,3,4,4,7,2,2,5,6,4,3,3,5,2,2,1,1,1,1,2,All
Robin Trent,,,,,,,,,,,,0,0,1,11,4,4,4,3,4,8,4,3,1,6,7,6,1,3,2,2,3,2,2,4,1,0,0,All
Moira Bohannon,,,,,,,,,,,,,0,3,2,5,3,0,2,2,1,2,0,2,1,2,3,1,4,7,1,3,2,2,5,2,0,1,All
Joshua Roberts,,,,,,,,,,,,,,9,84,111,103,83,98,106,20,41,76,92,43,32,24,56,14,25,15,13,12,17,7,17,2,6,All
Jennifer Schultz,,,,,,,,,,,,,,,17,35,56,88,28,36,61,36,75,10,29,19,33,13,30,49,20,33,25,27,21,11,5,11,All
Carmella Jacquinto,,,,,,,,,,,,,,,,1,85,20,106,77,27,58,5,86,33,30,37,42,24,20,10,20,21,18,14,6,5,4,All
Wendi Barish,,,,,,,,,,,,,,,,,2,28,79,85,47,30,19,66,22,31,29,13,21,30,16,24,24,20,15,7,7,8,All
Craig Levin,,,,,,,,,,,,,,,,,,4,18,22,23,12,63,6,28,18,12,17,7,16,15,13,10,15,7,11,7,4,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,3,83,39,49,4,89,29,13,21,41,24,7,24,9,12,10,11,8,1,11,All
James C Crumlish,,,,,,,,,,,,,,,,,,,,0,26,15,15,59,32,27,16,21,13,18,25,8,5,11,10,10,2,5,All
Tiffany Palmer,,,,,,,,,,,,,,,,,,,,,1,37,12,16,41,40,44,16,36,29,40,22,24,21,14,12,12,18,All
Cateria R Mccabe,,,,,,,,,,,,,,,,,,,,,,2,8,43,32,22,34,40,18,21,10,12,27,4,10,7,7,10,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,1,3,18,14,15,12,4,20,8,6,2,4,4,5,3,7,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,1,13,7,6,32,15,7,5,6,8,6,5,4,1,9,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,0,42,27,25,20,14,20,12,15,9,10,11,9,14,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,2,42,23,26,7,20,15,11,13,12,11,7,4,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,19,16,11,13,17,13,6,11,6,5,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,4,8,1,3,10,8,6,3,3,All
Kay Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,16,13,13,7,12,2,2,5,All
Nicola Serianni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,14,15,9,11,8,3,1,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,5,10,4,4,5,6,All
Beth Grossman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,13,14,7,5,5,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,12,4,4,9,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,5,2,3,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,2,6,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,460,237,179,121,79,69,57,50,26,20,18,17,14,336,289,210,197,191,178,166,153,128,126,125,122,117,105,92,83,81,68,64,62,57,51,40,36,34,All
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Omar Sabir,Kahlil Williams,Lisa Deeley,Marwan Kreidie,Annette Thompson,Dennis Lee,Jen Devor,Carla Cain,Luigi Borda,Lewis Harris Jr,Robin Trent,Warren Bloom,Moira Bohannon,Joshua Roberts,James C Crumlish,Jennifer Schultz,Anthony Kyriakakis,Craig Levin,Leon Goodman,Tiffany Palmer,Carmella Jacquinto,Jon Marshall,Wendi Barish,Nicola Serianni,Terri M Booker,Kay Yu,Kendra Mccrae,Cateria R Mccabe,Gregory Weyer,Henry Mcgregor Sias,Chris Hall,Janine D Momasso,Vicki Markovitz,Beth Grossman,James F Berardinelli,Robert Trimble,Sherman Toppin,Laurie Dow,1
Omar Sabir,0,4,9,1,1,2,0,3,0,1,0,0,0,15,10,5,8,3,10,7,7,6,5,3,5,5,5,4,1,4,1,0,1,1,3,1,1,0,1
Kahlil Williams,,1,1,2,0,0,5,0,2,0,1,0,0,7,6,3,7,5,5,5,4,1,5,2,4,4,4,3,0,3,4,4,2,2,0,1,1,1,1
Lisa Deeley,,,0,4,0,1,0,0,0,0,0,0,0,6,2,7,5,5,5,4,2,4,1,3,1,1,2,0,2,1,0,0,1,0,3,2,0,0,1
Marwan Kreidie,,,,0,0,2,0,0,0,0,0,0,0,5,4,7,2,5,1,1,1,5,0,1,2,1,0,1,2,0,1,1,3,0,0,1,1,1,1
Annette Thompson,,,,,0,0,0,0,1,1,0,0,0,1,0,2,0,0,1,2,0,1,1,2,1,0,1,2,0,0,0,1,0,0,0,0,0,0,1
Dennis Lee,,,,,,0,0,0,0,0,0,0,0,2,2,1,2,1,2,0,1,4,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1
Jen Devor,,,,,,,0,0,0,0,0,0,0,1,2,0,3,0,0,1,2,1,3,1,2,1,2,1,0,0,1,2,0,0,0,0,0,0,1
Carla Cain,,,,,,,,0,0,0,0,0,0,3,3,2,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Luigi Borda,,,,,,,,,0,0,0,1,0,1,1,2,0,3,2,0,2,0,2,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1
Lewis Harris Jr,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,2,1,0,1,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1
