col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,Judge Of The Municipal Court - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,David H Conroy,Theresa Brunson,Isaiah Thomas,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Eryn Santamoor,Adrián Rivera-reyes,Deja Lynn Alvarez,Willie Floyd Singletary,Erika Almirón,Ogbonna Paul Hagins,Sandra Dungee Glenn,Beth Finn,Fernando Treviño,Billy Thompson,Justin Diberardinis,Joseph A Diorio,Asa Khalif,Fareed Abdullah,Latrice Y Bryant,Edwin Santana,Ethelind Baylor,Hena Veit,Wayne Allen,Vinny Black,Bobbie Curry,Mark Ross,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,All
David H Conroy,52,0,326,330,199,263,262,275,175,129,95,33,66,26,38,41,46,35,30,28,21,19,23,24,19,18,14,17,14,11,6,0,All
Theresa Brunson,,21,167,150,250,107,109,101,156,131,105,64,52,79,59,53,54,38,51,54,52,55,34,28,29,25,28,17,18,13,12,0,All
Isaiah Thomas,,,35,321,137,281,306,245,53,31,30,46,12,48,21,17,27,36,19,44,37,32,20,28,12,17,16,7,8,10,11,0,All
Allan Domb,,,,29,152,262,277,281,63,41,31,31,10,38,32,25,38,45,39,27,26,10,26,11,15,19,20,11,9,9,11,0,All
Helen Gym,,,,,32,101,103,99,141,113,95,54,85,43,50,36,40,47,21,26,19,29,18,28,28,10,16,12,8,6,7,0,All
Katherine Gilmore Richardson,,,,,,3,244,229,29,24,11,35,5,48,36,21,22,30,16,16,11,26,11,12,11,8,11,6,11,3,5,0,All
Derek S Green,,,,,,,3,218,24,13,24,22,9,19,12,8,19,33,9,24,20,19,13,23,6,14,8,9,4,8,2,0,All
Eryn Santamoor,,,,,,,,5,45,31,10,33,7,26,28,28,23,26,18,14,8,15,20,7,18,5,9,8,7,4,5,0,All
Adrián Rivera-reyes,,,,,,,,,21,140,104,37,82,17,14,57,23,12,22,12,14,21,31,6,20,6,9,6,6,6,4,0,All
Deja Lynn Alvarez,,,,,,,,,,15,105,28,83,8,16,44,11,11,18,8,7,15,19,11,12,6,6,7,6,2,1,0,All
Willie Floyd Singletary,,,,,,,,,,,15,9,76,7,8,14,16,3,13,11,14,10,2,6,6,5,6,3,3,6,1,0,All
Erika Almirón,,,,,,,,,,,,2,1,21,18,30,8,15,6,4,8,8,19,7,5,2,4,4,1,0,1,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,,3,3,8,7,9,2,6,6,6,3,3,1,5,1,5,1,3,0,1,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,,2,30,8,12,8,13,8,7,17,6,7,8,2,5,5,3,5,0,0,All
Beth Finn,,,,,,,,,,,,,,,5,8,19,9,18,4,5,12,3,6,9,4,10,10,6,6,1,0,All
Fernando Treviño,,,,,,,,,,,,,,,,2,8,6,19,8,4,7,18,3,10,3,1,2,3,4,0,0,All
Billy Thompson,,,,,,,,,,,,,,,,,2,6,17,5,9,5,7,4,11,11,9,9,4,5,3,0,All
Justin Diberardinis,,,,,,,,,,,,,,,,,,3,12,8,5,3,1,10,1,6,5,2,4,2,0,0,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,1,6,11,7,3,5,8,4,5,7,7,5,5,0,All
Asa Khalif,,,,,,,,,,,,,,,,,,,,4,19,15,7,4,4,7,3,3,3,5,3,0,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,3,8,7,4,1,9,6,3,0,5,5,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,1,4,7,8,8,3,3,5,3,4,0,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,4,3,3,3,1,0,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,2,1,4,0,0,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,1,3,2,0,0,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,2,1,2,0,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,2,0,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,2,3,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,763,613,608,582,538,426,424,423,394,296,232,127,127,118,115,112,108,100,96,93,83,81,69,62,58,53,48,38,34,31,22,0,All
,Judge Of The Municipal Court - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,David H Conroy,Theresa Brunson,Helen Gym,Allan Domb,Deja Lynn Alvarez,Adrián Rivera-reyes,Isaiah Thomas,Willie Floyd Singletary,Eryn Santamoor,Ethelind Baylor,Katherine Gilmore Richardson,Billy Thompson,Derek S Green,Fernando Treviño,Erika Almirón,Justin Diberardinis,Sandra Dungee Glenn,Asa Khalif,Beth Finn,Edwin Santana,Fareed Abdullah,Ogbonna Paul Hagins,Hena Veit,Latrice Y Bryant,Vinny Black,Wayne Allen,Bobbie Curry,Joseph A Diorio,Mark Ross,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,1
David H Conroy,5,0,9,6,4,3,3,3,3,2,2,2,4,2,1,1,2,1,2,0,2,2,1,1,0,0,1,0,0,1,0,0,1
Theresa Brunson,,1,12,5,8,7,6,3,3,4,3,3,1,3,3,1,3,3,1,3,0,1,1,1,2,2,0,1,1,0,0,0,1
Helen Gym,,,2,3,3,4,8,4,3,3,0,5,2,2,1,0,1,3,2,1,1,3,1,1,2,1,1,0,0,0,0,0,1
Allan Domb,,,,2,2,1,2,1,3,2,4,3,2,2,1,3,2,0,0,1,0,2,0,0,1,2,0,1,0,0,0,0,1
Deja Lynn Alvarez,,,,,2,5,2,1,0,2,1,1,0,4,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
Adrián Rivera-reyes,,,,,,0,1,4,1,1,0,1,0,3,2,0,0,0,1,2,0,1,1,1,0,0,1,0,0,0,0,0,1
Isaiah Thomas,,,,,,,0,0,2,2,1,2,3,2,3,1,1,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
Willie Floyd Singletary,,,,,,,,3,2,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1
Eryn Santamoor,,,,,,,,,0,1,3,1,1,0,1,2,1,0,3,2,1,1,1,0,0,0,0,0,1,1,0,0,1
Ethelind Baylor,,,,,,,,,,1,2,0,1,1,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Katherine Gilmore Richardson,,,,,,,,,,,0,0,2,0,1,4,4,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
