col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Isaiah Thomas,Allan Domb,Derek S Green,Helen Gym,Katherine Gilmore Richardson,Adrián Rivera-reyes,Willie Floyd Singletary,Deja Lynn Alvarez,Fareed Abdullah,Sandra Dungee Glenn,Eryn Santamoor,Ogbonna Paul Hagins,Latrice Y Bryant,Justin Diberardinis,Erika Almirón,Asa Khalif,Billy Thompson,Ethelind Baylor,Fernando Treviño,Beth Finn,Joseph A Diorio,Wayne Allen,Edwin Santana,Mark Ross,Bobbie Curry,Hena Veit,Vinny Black,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,All
Isaiah Thomas,100,"1,551","1,702",892,"1,181",152,136,108,255,230,175,76,121,162,118,144,103,96,54,47,51,71,48,50,22,24,25,36,28,0,632,767,303,69,All
Allan Domb,,50,"1,579",784,"1,189",124,103,83,176,189,213,41,68,119,62,77,63,42,39,38,51,44,29,39,37,21,20,29,20,0,500,709,238,58,All
Derek S Green,,,35,780,"1,221",107,88,60,181,168,181,44,86,147,63,119,54,82,30,23,35,51,32,29,24,17,23,21,18,0,503,679,222,48,All
Helen Gym,,,,44,578,318,241,244,145,183,138,192,91,112,127,85,110,89,27,67,30,41,27,32,27,34,16,19,14,0,599,582,312,55,All
Katherine Gilmore Richardson,,,,,6,69,50,46,106,140,99,28,72,59,78,51,66,31,25,36,19,28,15,20,14,14,13,15,8,0,364,476,164,30,All
Adrián Rivera-reyes,,,,,,15,225,237,42,28,41,178,36,12,38,28,38,11,42,28,16,14,17,17,13,17,9,5,6,0,357,104,164,21,All
Willie Floyd Singletary,,,,,,,11,213,38,19,33,162,31,9,19,14,40,10,23,14,18,10,10,13,16,12,13,8,4,0,236,103,161,12,All
Deja Lynn Alvarez,,,,,,,,16,38,10,41,170,35,12,24,24,26,8,25,14,17,10,12,11,19,18,8,3,6,0,230,70,182,11,All
Fareed Abdullah,,,,,,,,,12,43,31,27,41,21,23,79,27,17,13,12,13,26,19,18,12,7,11,18,10,0,152,137,103,19,All
Sandra Dungee Glenn,,,,,,,,,,5,26,18,41,40,71,38,47,12,39,25,32,12,36,9,13,11,5,7,5,0,145,139,64,9,All
Eryn Santamoor,,,,,,,,,,,2,12,40,78,26,17,29,7,20,20,16,9,8,11,18,29,9,9,7,0,111,101,81,19,All
Ogbonna Paul Hagins,,,,,,,,,,,,6,14,8,10,20,12,8,12,8,9,7,13,4,4,2,4,2,3,0,170,43,98,4,All
Latrice Y Bryant,,,,,,,,,,,,,5,9,36,21,19,10,11,24,11,21,13,13,22,17,16,11,6,0,82,90,63,12,All
Justin Diberardinis,,,,,,,,,,,,,,1,14,13,5,28,26,6,23,3,24,2,7,5,2,3,1,0,74,72,32,8,All
Erika Almirón,,,,,,,,,,,,,,,4,28,45,23,10,29,6,12,6,7,9,14,4,4,2,0,91,54,58,12,All
Asa Khalif,,,,,,,,,,,,,,,,2,13,11,12,18,8,19,11,11,2,6,11,6,7,0,81,68,70,11,All
Billy Thompson,,,,,,,,,,,,,,,,,1,10,21,14,24,11,8,9,9,10,12,7,10,0,79,77,38,21,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,5,4,6,4,7,8,5,5,3,1,4,2,0,49,53,33,3,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,0,13,51,6,33,7,6,13,3,2,1,0,63,29,37,12,All
Beth Finn,,,,,,,,,,,,,,,,,,,,2,11,16,11,7,10,12,4,1,7,0,63,41,28,10,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,0,11,26,9,10,10,6,7,4,0,41,49,19,20,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,8,11,7,9,3,3,2,7,0,41,40,33,14,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,2,2,4,3,8,1,3,0,47,26,28,8,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,1,8,7,6,2,1,0,33,34,18,10,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,1,7,5,5,3,0,25,36,21,9,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,5,0,31,27,17,9,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,0,24,20,10,7,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,17,21,11,6,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,16,15,14,5,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,0,0,0,All
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,All
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,All
Total,"2,535","2,221","2,197","1,744","1,589",690,543,527,454,422,370,344,265,250,248,244,240,160,153,146,145,144,123,101,98,87,65,63,53,0,"1,467","1,246",829,147,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,1
,Isaiah Thomas,Allan Domb,Derek S Green,Helen Gym,Katherine Gilmore Richardson,Adrián Rivera-reyes,Deja Lynn Alvarez,Sandra Dungee Glenn,Willie Floyd Singletary,Erika Almirón,Eryn Santamoor,Justin Diberardinis,Latrice Y Bryant,Ogbonna Paul Hagins,Billy Thompson,Ethelind Baylor,Fareed Abdullah,Hena Veit,Asa Khalif,Beth Finn,Fernando Treviño,Bobbie Curry,Edwin Santana,Wayne Allen,Wayne Edmund Dorsey,Devon Cade,Joseph A Diorio,Vinny Black,Mark Ross,Sherrie Cohen,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,1
Isaiah Thomas,3,60,51,20,35,3,4,14,4,6,6,11,4,1,4,6,2,0,2,2,2,0,1,2,3,2,1,0,1,0,28,16,12,1,1
Allan Domb,,2,49,18,35,3,4,13,1,2,9,6,3,1,2,3,3,2,2,3,1,2,1,1,2,1,1,1,1,0,28,16,11,1,1
Derek S Green,,,0,14,36,0,1,3,1,2,8,8,2,0,2,3,2,0,2,2,0,1,2,1,1,0,1,1,1,0,21,13,6,0,1
Helen Gym,,,,2,12,11,7,6,5,7,5,6,3,6,5,5,1,5,0,4,1,1,1,1,2,1,0,0,0,0,17,16,12,0,1
Katherine Gilmore Richardson,,,,,0,1,0,6,1,3,1,3,4,1,2,2,3,1,1,2,0,0,1,0,0,1,0,0,0,0,13,8,8,0,1
Adrián Rivera-reyes,,,,,,1,8,2,7,3,1,1,0,7,0,1,1,2,1,1,1,0,1,0,0,0,0,1,0,0,4,10,4,1,1
