col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,District Council 1st District - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Mark F Squilla,Lou Lanni,Helen Gym,Justin Diberardinis,Erika Almirón,Isaiah Thomas,Ethelind Baylor,Allan Domb,Adrián Rivera-reyes,Eryn Santamoor,Derek S Green,Katherine Gilmore Richardson,Deja Lynn Alvarez,Fernando Treviño,Beth Finn,Sandra Dungee Glenn,Joseph A Diorio,Ogbonna Paul Hagins,Asa Khalif,Hena Veit,Billy Thompson,Willie Floyd Singletary,Fareed Abdullah,Latrice Y Bryant,Mark Ross,Bobbie Curry,Vinny Black,Edwin Santana,Devon Cade,Wayne Allen,Wayne Edmund Dorsey,Sherrie Cohen,All
Mark F Squilla,153,0,"1,948","1,370","1,343","1,236",879,527,434,499,410,382,280,255,201,100,86,76,85,58,61,44,49,45,29,30,21,17,20,15,6,0,All
Lou Lanni,,32,328,151,139,111,69,118,176,107,60,74,125,81,89,49,52,47,33,39,29,43,23,19,16,15,18,10,8,10,9,0,All
Helen Gym,,,15,"1,389","1,464","1,251",930,379,485,482,358,346,295,236,212,102,54,86,91,69,40,50,39,39,15,17,13,18,10,13,4,0,All
Justin Diberardinis,,,,7,"1,107","1,039",819,263,241,322,192,135,93,120,71,29,45,15,24,12,15,2,7,4,13,8,5,7,5,4,5,0,All
Erika Almirón,,,,,2,"1,032",854,93,264,251,128,140,168,120,101,45,14,23,61,22,11,4,20,15,4,3,6,6,4,3,1,0,All
Isaiah Thomas,,,,,,2,806,233,151,138,223,189,63,74,37,32,25,15,32,10,13,8,23,12,6,5,7,8,8,3,1,0,All
Ethelind Baylor,,,,,,,0,38,80,55,38,27,56,46,32,16,5,12,10,8,7,1,11,12,4,1,4,3,3,4,1,0,All
Allan Domb,,,,,,,,13,76,193,236,182,41,81,66,44,66,6,16,11,33,9,13,7,19,15,19,3,11,7,7,0,All
Adrián Rivera-reyes,,,,,,,,,3,158,77,66,197,91,84,16,21,81,43,23,19,50,18,17,9,8,6,14,4,6,1,0,All
Eryn Santamoor,,,,,,,,,,7,138,145,64,103,72,40,25,12,14,33,17,13,7,18,8,6,8,5,4,6,2,0,All
Derek S Green,,,,,,,,,,,0,204,61,31,36,13,22,6,22,5,9,6,10,6,9,6,8,5,4,2,1,0,All
Katherine Gilmore Richardson,,,,,,,,,,,,3,58,58,77,51,20,21,17,28,8,6,8,15,7,15,3,2,5,3,2,0,All
Deja Lynn Alvarez,,,,,,,,,,,,,2,56,69,21,18,62,34,19,8,42,15,17,4,4,6,7,2,5,1,0,All
Fernando Treviño,,,,,,,,,,,,,,3,38,13,25,11,20,20,27,7,16,11,7,8,5,14,4,4,5,0,All
Beth Finn,,,,,,,,,,,,,,,0,59,21,17,14,26,18,8,8,18,7,14,5,4,6,8,3,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,,0,13,1,15,19,9,2,12,13,0,9,5,0,4,2,2,0,All
Joseph A Diorio,,,,,,,,,,,,,,,,,4,11,7,13,23,10,6,6,12,7,11,3,5,4,5,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,1,5,6,2,36,6,5,2,4,3,2,5,0,2,0,All
Asa Khalif,,,,,,,,,,,,,,,,,,,0,8,4,2,22,10,4,2,2,3,4,1,1,0,All
Hena Veit,,,,,,,,,,,,,,,,,,,,1,9,10,12,12,5,4,2,3,1,0,1,0,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,,0,10,3,2,6,8,5,4,4,6,5,0,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,,,,1,2,2,5,5,5,0,4,1,3,0,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,1,8,1,3,3,2,5,2,1,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,3,1,2,1,1,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,1,12,4,1,2,3,2,0,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,1,0,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,5,2,2,0,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,0,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,0,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"2,606",550,"2,427","1,611","1,577","1,431",988,705,655,644,504,488,426,357,307,159,154,133,128,102,96,91,75,69,48,47,41,32,30,26,19,0,All
,District Council 1st District - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Mark F Squilla,Lou Lanni,Helen Gym,Justin Diberardinis,Erika Almirón,Isaiah Thomas,Ethelind Baylor,Adrián Rivera-reyes,Eryn Santamoor,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Deja Lynn Alvarez,Fernando Treviño,Sandra Dungee Glenn,Asa Khalif,Hena Veit,Ogbonna Paul Hagins,Beth Finn,Billy Thompson,Willie Floyd Singletary,Joseph A Diorio,Latrice Y Bryant,Vinny Black,Wayne Edmund Dorsey,Bobbie Curry,Devon Cade,Edwin Santana,Fareed Abdullah,Mark Ross,Sherrie Cohen,Wayne Allen,1
Mark F Squilla,9,0,105,84,86,80,60,16,18,18,17,11,10,9,3,6,3,2,2,3,2,3,0,1,1,1,0,1,0,1,0,0,1
Lou Lanni,,2,18,9,8,8,2,11,9,7,2,4,3,0,6,1,3,2,2,1,2,0,2,1,1,0,1,0,1,0,0,0,1
Helen Gym,,,0,90,95,85,64,22,21,13,14,14,10,7,6,5,4,4,3,2,2,1,1,0,1,1,0,1,0,1,0,0,1
Justin Diberardinis,,,,2,80,82,61,12,12,10,8,4,3,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Erika Almirón,,,,,0,77,63,15,8,5,8,4,6,5,3,5,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Isaiah Thomas,,,,,,0,59,15,7,7,5,4,3,5,3,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Ethelind Baylor,,,,,,,0,1,1,0,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Adrián Rivera-reyes,,,,,,,,1,4,3,5,2,6,1,3,4,1,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1
Eryn Santamoor,,,,,,,,,0,12,8,9,1,2,4,0,2,2,1,2,1,0,1,1,2,0,0,0,0,0,0,0,1
Allan Domb,,,,,,,,,,1,5,3,1,1,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
Derek S Green,,,,,,,,,,,0,6,5,2,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Katherine Gilmore Richardson,,,,,,,,,,,,0,4,1,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Deja Lynn Alvarez,,,,,,,,,,,,,0,3,1,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
Fernando Treviño,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Sandra Dungee Glenn,,,,,,,,,,,,,,,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Asa Khalif,,,,,,,,,,,,,,,,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1
Hena Veit,,,,,,,,,,,,,,,,,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,1
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1
Beth Finn,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
Billy Thompson,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,0,0,0,0,0,0,0,1
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,0,1,0,1,0,0,0,1
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,1
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,0,0,1
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,131,26,127,99,98,92,64,31,27,26,19,15,13,9,9,7,6,5,4,4,4,3,2,2,2,1,1,1,1,1,0,0,1
,District Council 1st District - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Mark F Squilla,Lou Lanni,Helen Gym,Justin Diberardinis,Erika Almirón,Isaiah Thomas,Ethelind Baylor,Eryn Santamoor,Adrián Rivera-reyes,Allan Domb,Deja Lynn Alvarez,Derek S Green,Joseph A Diorio,Beth Finn,Fernando Treviño,Katherine Gilmore Richardson,Sandra Dungee Glenn,Asa Khalif,Latrice Y Bryant,Fareed Abdullah,Hena Veit,Mark Ross,Ogbonna Paul Hagins,Billy Thompson,Bobbie Curry,Edwin Santana,Wayne Allen,Willie Floyd Singletary,Devon Cade,Sherrie Cohen,Vinny Black,Wayne Edmund Dorsey,2
Mark F Squilla,6,0,138,120,106,90,75,36,28,23,19,12,9,7,8,9,7,5,3,3,2,1,2,1,0,1,1,1,0,0,0,0,2
Lou Lanni,,0,11,8,5,8,6,2,6,5,4,3,2,3,3,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2
Helen Gym,,,1,120,110,94,80,31,28,21,15,12,1,9,6,8,5,3,3,2,1,1,2,0,0,1,1,1,0,0,0,0,2
Justin Diberardinis,,,,0,97,87,78,32,21,19,7,7,6,5,5,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
Erika Almirón,,,,,0,81,75,16,16,8,11,6,0,2,2,3,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Isaiah Thomas,,,,,,0,67,16,5,9,4,3,1,2,0,7,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2
Ethelind Baylor,,,,,,,0,5,6,3,4,2,0,0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
Eryn Santamoor,,,,,,,,0,9,14,3,7,3,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Adrián Rivera-reyes,,,,,,,,,0,4,14,4,2,6,1,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Allan Domb,,,,,,,,,,0,3,6,7,3,2,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
Deja Lynn Alvarez,,,,,,,,,,,0,3,2,1,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
Derek S Green,,,,,,,,,,,,0,1,2,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
Joseph A Diorio,,,,,,,,,,,,,0,1,3,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2
Beth Finn,,,,,,,,,,,,,,0,1,1,2,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,2
Fernando Treviño,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
Katherine Gilmore Richardson,,,,,,,,,,,,,,,,0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2
Sandra Dungee Glenn,,,,,,,,,,,,,,,,,0,1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,2
Asa Khalif,,,,,,,,,,,,,,,,,,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Hena Veit,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2
Mark Ross,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,2
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2
Billy Thompson,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,163,20,155,132,113,100,82,39,36,30,24,15,12,11,11,11,7,5,4,3,2,2,2,1,1,1,1,1,0,0,0,0,2
,District Council 1st District - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Mark F Squilla,Lou Lanni,Helen Gym,Erika Almirón,Justin Diberardinis,Isaiah Thomas,Ethelind Baylor,Eryn Santamoor,Allan Domb,Adrián Rivera-reyes,Derek S Green,Fernando Treviño,Deja Lynn Alvarez,Beth Finn,Katherine Gilmore Richardson,Asa Khalif,Sandra Dungee Glenn,Billy Thompson,Joseph A Diorio,Fareed Abdullah,Latrice Y Bryant,Ogbonna Paul Hagins,Hena Veit,Devon Cade,Edwin Santana,Bobbie Curry,Mark Ross,Vinny Black,Willie Floyd Singletary,Sherrie Cohen,Wayne Allen,Wayne Edmund Dorsey,3
Mark F Squilla,14,0,120,94,91,79,68,35,34,27,23,16,15,8,13,5,5,3,1,4,2,3,1,2,2,0,1,1,1,0,0,0,3
Lou Lanni,,4,16,8,6,4,1,7,7,8,2,5,5,6,3,2,3,2,3,0,1,1,2,0,0,0,0,0,0,0,0,0,3
Helen Gym,,,1,97,91,85,69,33,23,21,17,15,10,12,13,4,6,5,0,1,2,3,2,2,1,0,0,1,1,0,0,0,3
Erika Almirón,,,,0,73,71,61,23,10,17,7,11,10,5,8,3,3,1,2,2,0,1,2,0,1,0,0,0,0,0,0,0,3
Justin Diberardinis,,,,,0,72,57,24,20,13,15,3,6,3,4,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3
Isaiah Thomas,,,,,,0,61,10,10,6,9,2,0,4,3,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3
Ethelind Baylor,,,,,,,0,2,4,7,3,4,5,3,3,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,3
Eryn Santamoor,,,,,,,,0,13,6,10,7,4,5,9,1,2,4,2,2,2,0,2,1,0,0,0,1,1,0,0,0,3
Allan Domb,,,,,,,,,0,8,12,4,5,4,5,0,3,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,3
Adrián Rivera-reyes,,,,,,,,,,0,5,8,8,1,4,5,3,2,0,4,2,3,0,1,1,0,0,0,0,0,0,0,3
Derek S Green,,,,,,,,,,,0,2,3,3,6,2,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,3
Fernando Treviño,,,,,,,,,,,,1,5,3,4,4,1,2,0,1,1,2,0,0,1,0,0,0,1,0,0,0,3
Deja Lynn Alvarez,,,,,,,,,,,,,0,4,1,2,1,0,0,1,2,1,0,0,1,0,1,0,0,0,0,0,3
Beth Finn,,,,,,,,,,,,,,0,2,0,4,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,3
Katherine Gilmore Richardson,,,,,,,,,,,,,,,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3
Asa Khalif,,,,,,,,,,,,,,,,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,3
Sandra Dungee Glenn,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
Billy Thompson,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3
Joseph A Diorio,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,1,0,0,0,0,0,0,0,3
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,3
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,169,30,146,107,107,90,72,45,44,37,28,23,21,18,17,8,8,6,6,5,4,4,3,2,2,1,1,1,1,0,0,0,3
