col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Judge Of The Superior Court - Democrat,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Lisa Deeley,Omar Sabir,Kahlil Williams,Marwan Kreidie,Carla Cain,Annette Thompson,Dennis Lee,Luigi Borda,Jen Devor,Robin Trent,Warren Bloom,Lewis Harris Jr,Moira Bohannon,All
Daniel D Mccaffery,85,358,163,554,348,175,111,62,83,55,55,41,33,33,30,17,All
Amanda Green-hawkins,,13,104,307,248,120,56,52,77,33,25,28,18,18,14,13,All
Beth Tarasi,,,14,154,94,58,74,39,36,20,22,27,21,12,10,11,All
Lisa Deeley,,,,111,179,64,40,45,40,18,15,11,11,11,9,4,All
Omar Sabir,,,,,14,46,43,19,19,20,5,2,3,1,4,1,All
Kahlil Williams,,,,,,7,9,11,22,2,4,20,5,2,7,5,All
Marwan Kreidie,,,,,,,17,3,2,7,5,2,2,3,1,1,All
Carla Cain,,,,,,,,10,8,6,5,4,2,1,1,1,All
Annette Thompson,,,,,,,,,2,4,2,2,5,3,2,2,All
Dennis Lee,,,,,,,,,,1,5,1,1,1,5,1,All
Luigi Borda,,,,,,,,,,,1,4,2,6,2,3,All
Jen Devor,,,,,,,,,,,,2,5,2,0,2,All
Robin Trent,,,,,,,,,,,,,1,0,1,6,All
Warren Bloom,,,,,,,,,,,,,,1,2,0,All
Lewis Harris Jr,,,,,,,,,,,,,,,0,0,All
Moira Bohannon,,,,,,,,,,,,,,,,0,All
Total,"1,082",574,353,810,468,230,178,129,124,75,68,60,46,42,37,27,All
,Judge Of The Superior Court - Democrat,,,City Commissioners - Democrat,,,,,,,,,,,,,1
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Lisa Deeley,Omar Sabir,Kahlil Williams,Dennis Lee,Marwan Kreidie,Annette Thompson,Jen Devor,Lewis Harris Jr,Carla Cain,Robin Trent,Luigi Borda,Moira Bohannon,Warren Bloom,1
Daniel D Mccaffery,1,25,10,31,27,14,6,6,2,2,3,1,1,1,0,0,1
Amanda Green-hawkins,,2,1,17,12,9,2,3,3,3,1,1,1,1,0,0,1
Beth Tarasi,,,2,4,6,2,3,2,0,1,2,0,1,0,0,0,1
Lisa Deeley,,,,1,12,5,0,1,0,1,1,1,0,0,0,0,1
Omar Sabir,,,,,2,3,3,3,1,1,0,0,0,0,0,0,1
Kahlil Williams,,,,,,0,0,2,1,1,1,0,1,0,0,0,1
Dennis Lee,,,,,,,0,1,1,0,1,0,0,1,0,0,1
Marwan Kreidie,,,,,,,,0,0,0,0,0,0,0,0,0,1
Annette Thompson,,,,,,,,,0,0,0,0,0,0,0,0,1
Jen Devor,,,,,,,,,,0,0,0,0,0,0,0,1
Lewis Harris Jr,,,,,,,,,,,0,0,0,0,0,0,1
Carla Cain,,,,,,,,,,,,0,0,0,0,0,1
Robin Trent,,,,,,,,,,,,,0,0,0,0,1
Luigi Borda,,,,,,,,,,,,,,0,0,0,1
Moira Bohannon,,,,,,,,,,,,,,,0,0,1
Warren Bloom,,,,,,,,,,,,,,,,0,1
Total,60,31,15,34,31,15,7,7,4,3,3,2,2,1,0,0,1
,Judge Of The Superior Court - Democrat,,,City Commissioners - Democrat,,,,,,,,,,,,,2
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Lisa Deeley,Omar Sabir,Kahlil Williams,Annette Thompson,Marwan Kreidie,Jen Devor,Robin Trent,Dennis Lee,Carla Cain,Luigi Borda,Moira Bohannon,Warren Bloom,Lewis Harris Jr,2
Daniel D Mccaffery,3,18,7,31,19,8,6,3,2,5,2,3,1,1,1,1,2
Amanda Green-hawkins,,2,7,16,14,5,5,3,2,2,2,3,0,1,0,0,2
Beth Tarasi,,,1,10,7,1,0,2,4,1,1,0,2,0,1,0,2
