col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Helen Gym,Erika Almirón,Isaiah Thomas,Justin Diberardinis,Derek S Green,Adrián Rivera-reyes,Ethelind Baylor,Allan Domb,Eryn Santamoor,Katherine Gilmore Richardson,Deja Lynn Alvarez,Sandra Dungee Glenn,Beth Finn,Willie Floyd Singletary,Fernando Treviño,Asa Khalif,Ogbonna Paul Hagins,Fareed Abdullah,Billy Thompson,Latrice Y Bryant,Edwin Santana,Hena Veit,Wayne Edmund Dorsey,Joseph A Diorio,Vinny Black,Wayne Allen,Devon Cade,Mark Ross,Bobbie Curry,Sherrie Cohen,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,All
Helen Gym,82,"2,189","1,745","1,858",988,809,879,654,554,582,517,244,264,131,201,171,163,107,97,87,63,74,43,46,42,27,34,24,22,1,"2,081",718,538,78,All
Erika Almirón,,11,"1,228","1,561",454,538,814,139,342,195,308,142,167,14,129,104,40,39,23,60,22,31,19,9,9,18,17,8,4,0,"1,592",447,118,41,All
Isaiah Thomas,,,11,"1,108",663,268,702,441,174,364,122,175,74,67,41,103,43,91,60,41,68,24,26,24,25,25,39,17,11,0,"1,119",309,443,43,All
Justin Diberardinis,,,,8,490,379,685,245,385,126,195,88,114,13,81,41,28,14,7,15,19,8,16,16,10,5,7,7,5,0,"1,372",325,121,34,All
Derek S Green,,,,,9,118,84,455,208,357,119,88,35,27,42,69,22,50,41,19,25,6,21,11,14,16,7,11,6,1,526,194,344,27,All
Adrián Rivera-reyes,,,,,,13,134,93,174,94,335,67,103,107,72,85,127,39,33,46,28,31,18,23,17,15,11,9,5,0,661,247,78,35,All
Ethelind Baylor,,,,,,,1,51,39,41,73,26,40,4,11,11,7,10,6,19,12,6,5,4,4,5,2,2,1,0,635,145,60,12,All
Allan Domb,,,,,,,,28,204,271,55,82,46,48,51,44,16,62,48,23,37,19,29,26,28,18,23,12,10,1,267,177,341,43,All
Eryn Santamoor,,,,,,,,,2,141,96,87,61,27,88,14,20,27,19,22,20,21,7,12,9,6,9,4,8,0,358,217,89,30,All
Katherine Gilmore Richardson,,,,,,,,,,2,58,98,66,25,66,38,19,36,34,38,14,27,12,10,11,10,10,7,5,0,229,173,263,19,All
Deja Lynn Alvarez,,,,,,,,,,,12,39,79,106,49,78,114,27,24,43,18,29,8,12,11,9,3,4,8,0,387,217,56,18,All
Sandra Dungee Glenn,,,,,,,,,,,,4,39,11,16,36,14,23,16,21,52,21,17,15,14,7,6,6,0,0,156,85,113,20,All
Beth Finn,,,,,,,,,,,,,1,9,35,26,10,13,10,24,10,30,7,8,8,13,4,4,3,0,182,94,35,10,All
Willie Floyd Singletary,,,,,,,,,,,,,,10,9,14,73,25,32,15,5,5,12,14,15,13,6,4,6,0,130,79,58,12,All
Fernando Treviño,,,,,,,,,,,,,,,0,19,14,15,15,13,16,10,4,13,1,9,5,3,4,0,116,112,23,15,All
Asa Khalif,,,,,,,,,,,,,,,,0,10,52,11,25,11,18,7,10,15,11,5,5,6,0,119,87,40,9,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,5,11,14,4,5,10,6,5,5,4,2,3,6,0,116,68,25,10,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,3,14,24,15,9,7,6,12,8,8,3,4,0,63,80,50,9,All
Billy Thompson,,,,,,,,,,,,,,,,,,,6,11,7,12,10,17,10,6,6,7,7,1,50,35,52,20,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,1,10,21,10,10,7,4,4,7,5,0,57,66,26,11,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,1,5,3,9,2,4,4,3,3,0,47,32,46,6,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,1,3,7,7,0,1,2,0,0,50,42,15,9,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,7,5,4,2,3,5,1,0,29,27,24,7,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,0,12,3,6,9,5,0,33,20,22,13,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,0,11,5,6,8,0,27,26,21,6,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,2,2,0,23,17,13,13,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,18,20,20,3,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,16,10,9,8,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11,17,6,3,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,0,All
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,0,All
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,All
Total,"3,810","2,432","2,118","2,063","1,201","1,099",960,958,750,734,732,422,344,298,276,273,243,213,176,167,145,119,100,97,83,70,67,46,39,1,"2,543","1,034",820,143,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,1
,Helen Gym,Erika Almirón,Justin Diberardinis,Isaiah Thomas,Ethelind Baylor,Adrián Rivera-reyes,Derek S Green,Allan Domb,Deja Lynn Alvarez,Eryn Santamoor,Beth Finn,Fernando Treviño,Katherine Gilmore Richardson,Sandra Dungee Glenn,Asa Khalif,Hena Veit,Fareed Abdullah,Latrice Y Bryant,Edwin Santana,Ogbonna Paul Hagins,Vinny Black,Billy Thompson,Joseph A Diorio,Wayne Allen,Willie Floyd Singletary,Devon Cade,Mark Ross,Wayne Edmund Dorsey,Bobbie Curry,Sherrie Cohen,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,1
Helen Gym,0,212,188,162,78,62,64,36,29,32,34,27,27,12,10,8,5,5,3,6,2,3,3,2,4,1,2,1,2,0,211,42,16,3,1
Erika Almirón,,3,157,140,71,44,40,12,20,21,30,24,16,7,5,6,2,4,2,2,0,0,0,1,0,2,1,0,0,0,174,34,6,1,1
Justin Diberardinis,,,0,124,58,41,44,14,12,20,21,14,8,5,4,2,3,2,1,2,2,0,1,1,0,1,1,1,0,0,157,24,4,3,1
Isaiah Thomas,,,,0,69,23,42,19,10,8,9,10,13,3,3,2,3,1,1,0,3,2,0,1,0,1,2,2,0,0,133,22,10,1,1
Ethelind Baylor,,,,,0,10,6,4,2,2,2,2,2,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,65,12,1,1,1
Adrián Rivera-reyes,,,,,,0,10,7,19,12,11,8,5,3,6,3,3,5,3,4,0,0,0,1,4,1,0,0,0,0,52,13,3,3,1
Derek S Green,,,,,,,0,16,3,12,2,4,13,4,4,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,46,9,10,1,1
Allan Domb,,,,,,,,0,7,8,5,10,11,4,3,3,1,0,2,0,2,1,1,0,0,0,0,2,1,0,24,6,9,5,1
Deja Lynn Alvarez,,,,,,,,,0,5,6,4,2,4,5,2,3,3,4,4,1,3,0,1,4,1,0,0,1,0,24,6,4,4,1
Eryn Santamoor,,,,,,,,,,0,4,7,7,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,20,11,4,3,1
Beth Finn,,,,,,,,,,,0,10,3,5,1,2,1,4,0,0,1,0,1,0,0,1,0,1,0,0,24,12,1,1,1
Fernando Treviño,,,,,,,,,,,,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,24,6,1,3,1
Katherine Gilmore Richardson,,,,,,,,,,,,,0,0,1,2,0,0,0,1,0,2,0,2,0,1,0,0,0,0,16,6,7,0,1
Sandra Dungee Glenn,,,,,,,,,,,,,,0,2,2,2,1,0,0,4,0,1,1,0,1,1,2,0,0,8,5,3,1,1
Asa Khalif,,,,,,,,,,,,,,,0,0,2,1,1,0,0,0,0,2,0,0,0,0,1,0,4,4,3,0,1
Hena Veit,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,1
Fareed Abdullah,,,,,,,,,,,,,,,,,0,0,0,0,1,2,0,1,0,0,1,0,0,0,4,3,0,1,1
Latrice Y Bryant,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1
Edwin Santana,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,0,0,0,0,0,3,2,1,0,1
Vinny Black,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,1,2,0,0,2,3,0,1,1
Billy Thompson,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,2,0,1,1,1
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,3,1,0,0,1
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,2,0,1,1
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,1,1,0,1
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,1,0,0,1
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,0,1,1
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,0,1
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,1
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,286,226,196,171,81,76,69,48,42,40,39,35,31,17,13,10,8,8,6,6,6,5,4,4,4,3,3,3,2,0,227,52,21,9,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,2
