col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Tiffany Palmer,Anthony Kyriakakis,Kay Yu,Leon Goodman,Cateria R Mccabe,Henry Mcgregor Sias,Chris Hall,Jennifer Schultz,James C Crumlish,Wendi Barish,James F Berardinelli,Beth Grossman,Nicola Serianni,Carmella Jacquinto,Vicki Markovitz,Joshua Roberts,Kendra Mccrae,Craig Levin,Laurie Dow,Terri M Booker,Janine D Momasso,Jon Marshall,Sherman Toppin,Robert Trimble,Gregory Weyer,Kahlil Williams,Dennis Lee,Jen Devor,Marwan Kreidie,Lisa Deeley,Omar Sabir,Luigi Borda,Carla Cain,Annette Thompson,Moira Bohannon,Robin Trent,Warren Bloom,Lewis Harris Jr,All
Tiffany Palmer,20,"2,390","1,772","1,261","1,198","1,265","1,018",598,683,558,294,252,229,173,214,88,168,133,163,122,89,36,51,18,19,"2,162",848,732,453,351,184,181,154,105,80,43,36,27,All
Anthony Kyriakakis,,10,"1,704","1,236","1,134","1,248",993,499,698,462,279,191,167,139,178,97,116,118,83,72,31,30,41,27,13,"2,031",847,674,421,303,137,164,124,70,49,33,31,18,All
Kay Yu,,,10,"1,021","1,038","1,119",561,453,275,249,148,109,132,109,92,42,109,61,74,66,47,15,17,9,16,"1,560",757,504,315,131,85,134,82,53,35,25,14,15,All
Leon Goodman,,,,4,983,919,216,118,178,178,101,84,41,75,124,74,80,63,52,88,38,25,45,14,15,"1,191",734,184,208,183,131,72,41,41,8,13,18,20,All
Cateria R Mccabe,,,,,3,865,172,185,102,143,81,70,95,79,29,32,88,33,52,51,79,16,34,10,6,"1,126",726,205,187,73,76,82,48,44,23,15,10,9,All
Henry Mcgregor Sias,,,,,,1,214,157,128,187,69,29,51,38,98,26,21,24,19,16,21,8,13,5,11,"1,170",624,258,210,127,51,81,28,15,16,4,7,5,All
Chris Hall,,,,,,,26,327,581,205,186,128,72,77,72,48,87,66,79,66,21,15,23,23,5,817,179,440,164,152,86,79,87,51,27,25,34,17,All
Jennifer Schultz,,,,,,,,6,124,256,78,166,167,85,90,113,99,126,88,65,61,82,28,17,5,487,79,321,212,176,122,65,75,81,46,21,10,10,All
James C Crumlish,,,,,,,,,9,199,142,109,71,88,56,104,63,78,55,49,12,33,17,24,4,513,117,260,159,173,108,48,66,30,26,16,24,14,All
Wendi Barish,,,,,,,,,,1,103,194,163,91,180,53,88,76,107,60,70,34,22,16,5,414,92,152,129,242,90,72,67,78,41,22,28,12,All
James F Berardinelli,,,,,,,,,,,6,85,47,32,47,36,32,43,44,21,24,14,13,17,6,225,83,77,77,73,49,36,31,33,22,9,23,10,All
Beth Grossman,,,,,,,,,,,,1,98,80,95,36,83,53,85,53,35,27,19,17,6,167,39,69,64,135,66,45,55,78,31,18,20,14,All
Nicola Serianni,,,,,,,,,,,,,1,57,47,33,56,43,37,31,51,22,10,8,15,165,29,77,73,98,50,46,43,56,20,12,4,8,All
Carmella Jacquinto,,,,,,,,,,,,,,1,40,60,76,22,37,72,37,18,25,9,4,131,31,47,38,105,84,15,49,42,27,15,6,17,All
Vicki Markovitz,,,,,,,,,,,,,,,1,13,41,33,42,20,23,8,9,7,2,170,28,55,41,133,24,20,33,50,17,13,11,5,All
Joshua Roberts,,,,,,,,,,,,,,,,2,32,104,20,53,11,89,22,16,1,84,33,21,65,118,139,15,18,20,8,9,8,8,All
Kendra Mccrae,,,,,,,,,,,,,,,,,0,28,57,74,39,18,30,19,6,144,47,46,48,68,77,22,46,51,23,11,3,12,All
Craig Levin,,,,,,,,,,,,,,,,,,7,21,23,10,81,21,13,12,99,35,37,77,72,92,16,29,23,9,12,17,15,All
Laurie Dow,,,,,,,,,,,,,,,,,,,0,40,27,5,16,11,1,110,32,39,45,76,49,13,37,37,20,14,11,6,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,2,33,15,31,11,9,103,31,26,22,73,95,8,33,43,13,13,8,18,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,1,5,12,5,1,81,35,25,21,22,36,12,20,26,16,10,4,5,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,2,11,13,2,32,20,11,49,50,59,11,9,16,5,5,8,5,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,1,11,2,51,27,10,10,21,46,2,12,21,2,3,5,7,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,1,2,21,15,9,10,11,13,6,3,12,3,6,6,7,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,22,8,7,1,8,7,4,5,0,2,0,4,3,All
Kahlil Williams,,,,,,,,,,,,,,,,,,,,,,,,,,15,844,629,295,215,97,68,56,41,28,15,13,19,All
Dennis Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,33,19,28,19,10,4,2,7,9,6,All
Jen Devor,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,47,23,10,32,15,9,17,5,4,5,All
Marwan Kreidie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,37,50,40,21,15,8,5,6,2,All
Lisa Deeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,107,15,35,54,16,7,10,4,All
Omar Sabir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,18,22,6,6,7,6,All
Luigi Borda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,9,4,2,2,0,All
Carla Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,20,11,9,4,4,All
Annette Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,7,3,3,All
Moira Bohannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,1,All
Robin Trent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,All
Warren Bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,All
Lewis Harris Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
