col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Lisa Deeley,Omar Sabir,Kahlil Williams,Marwan Kreidie,Annette Thompson,Luigi Borda,Jen Devor,Dennis Lee,Carla Cain,Warren Bloom,Robin Trent,Lewis Harris Jr,Moira Bohannon,Jennifer Schultz,Joshua Roberts,Carmella Jacquinto,Beth Grossman,Craig Levin,Wendi Barish,Nicola Serianni,Anthony Kyriakakis,Tiffany Palmer,James C Crumlish,Cateria R Mccabe,Vicki Markovitz,Leon Goodman,Kay Yu,Jon Marshall,James F Berardinelli,Kendra Mccrae,Chris Hall,Sherman Toppin,Laurie Dow,Terri M Booker,Janine D Momasso,Henry Mcgregor Sias,Robert Trimble,Gregory Weyer,All
Lisa Deeley,117,407,68,76,99,51,37,38,38,17,27,10,11,413,458,442,286,238,222,257,244,142,176,200,167,128,103,136,123,96,71,138,108,90,67,66,50,24,All
Omar Sabir,,21,62,57,22,7,6,16,8,9,3,5,4,214,299,370,79,149,99,168,130,75,79,142,57,80,58,108,30,66,36,139,47,65,41,43,26,17,All
Kahlil Williams,,,6,17,28,17,47,14,8,7,4,8,5,92,77,81,96,67,92,62,96,131,87,56,55,64,77,29,52,68,80,29,36,49,28,28,25,7,All
Marwan Kreidie,,,,14,6,13,6,9,7,7,11,1,4,176,112,34,46,98,53,44,44,47,63,18,27,26,34,73,20,28,33,11,25,16,20,14,14,7,All
Annette Thompson,,,,,5,6,4,9,13,6,8,3,2,117,60,56,98,36,83,70,36,61,40,37,55,36,42,26,28,53,25,14,45,44,36,10,19,7,All
Luigi Borda,,,,,,1,8,6,7,5,4,1,3,56,36,24,51,34,41,51,35,24,41,27,21,37,27,17,39,26,24,7,11,9,16,9,18,3,All
Jen Devor,,,,,,,4,3,7,6,2,3,8,44,26,34,46,24,44,28,57,73,49,25,28,19,44,11,27,16,41,7,16,8,10,15,5,3,All
Dennis Lee,,,,,,,,0,4,11,3,3,3,49,43,15,33,44,30,33,34,23,36,20,23,35,27,27,31,16,18,12,13,17,14,16,26,7,All
Carla Cain,,,,,,,,,1,6,4,2,5,50,20,28,54,24,36,28,18,39,14,18,34,22,30,11,18,23,17,7,32,11,16,12,3,6,All
Warren Bloom,,,,,,,,,,0,5,8,0,40,32,7,45,46,32,17,24,18,20,9,35,39,16,15,13,6,11,15,15,19,7,3,12,10,All
Robin Trent,,,,,,,,,,,0,5,1,30,10,14,38,13,37,21,21,27,19,20,22,17,24,9,17,9,15,2,15,14,9,9,6,7,All
Lewis Harris Jr,,,,,,,,,,,,0,0,7,17,11,16,10,5,9,18,15,10,4,9,19,12,8,11,9,16,6,7,15,1,8,9,11,All
Moira Bohannon,,,,,,,,,,,,,0,21,7,13,16,2,18,16,14,16,11,13,10,3,14,6,9,10,10,4,12,4,8,6,3,1,All
Jennifer Schultz,,,,,,,,,,,,,,21,220,129,208,232,207,211,78,124,101,91,135,89,94,167,53,97,53,32,97,50,70,33,38,15,All
Joshua Roberts,,,,,,,,,,,,,,,14,219,133,197,120,181,187,56,125,140,87,99,45,148,59,48,51,147,39,56,23,50,40,11,All
Carmella Jacquinto,,,,,,,,,,,,,,,,8,110,53,84,165,173,101,78,147,71,55,90,34,38,83,47,128,52,62,41,47,27,11,All
Beth Grossman,,,,,,,,,,,,,,,,,9,145,189,117,111,115,96,66,186,121,84,43,102,83,55,17,82,62,54,28,22,18,All
Craig Levin,,,,,,,,,,,,,,,,,,27,115,91,51,45,92,31,114,107,31,137,38,29,24,23,38,31,15,16,23,9,All
