col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Annette Thompson,Dennis Lee,Carla Cain,Lewis Harris Jr,Luigi Borda,Warren Bloom,Robin Trent,Jen Devor,Moira Bohannon,Jennifer Schultz,Joshua Roberts,Leon Goodman,Carmella Jacquinto,Anthony Kyriakakis,Craig Levin,Henry Mcgregor Sias,Jon Marshall,Terri M Booker,Kendra Mccrae,Tiffany Palmer,Wendi Barish,Laurie Dow,James C Crumlish,Cateria R Mccabe,Sherman Toppin,Nicola Serianni,Beth Grossman,Chris Hall,Janine D Momasso,Kay Yu,Robert Trimble,Vicki Markovitz,James F Berardinelli,Gregory Weyer,All
Omar Sabir,47,372,96,79,24,18,3,15,8,7,9,4,3,516,538,316,294,250,187,210,166,103,85,86,60,48,64,53,73,64,44,45,28,23,28,28,16,12,All
Lisa Deeley,,20,19,29,18,8,2,2,2,1,1,0,2,367,389,240,227,215,84,188,79,53,32,28,40,25,42,31,24,30,21,15,10,8,8,13,4,5,All
Kahlil Williams,,,18,14,24,6,11,11,2,9,4,4,2,80,63,84,43,25,40,16,37,68,80,76,42,44,20,44,37,38,31,47,26,23,21,20,20,8,All
Marwan Kreidie,,,,10,6,3,1,0,4,3,0,1,0,153,124,23,8,6,101,6,89,16,10,11,22,12,21,10,13,19,9,12,3,2,12,5,5,3,All
Annette Thompson,,,,,5,3,9,3,2,1,4,2,1,46,29,37,26,6,17,5,17,36,45,36,24,25,17,17,16,21,29,15,9,10,9,14,9,4,All
Dennis Lee,,,,,,1,17,1,5,0,0,2,1,22,20,28,19,14,21,7,8,13,22,14,15,17,20,7,13,9,11,7,16,10,6,5,10,2,All
Carla Cain,,,,,,,0,1,1,1,0,0,0,14,6,14,13,5,14,2,5,15,16,17,9,22,12,10,12,6,12,5,14,8,1,7,11,1,All
Lewis Harris Jr,,,,,,,,1,0,2,0,2,1,11,12,16,6,7,6,2,8,14,13,10,5,9,7,6,6,7,8,9,6,8,6,7,4,2,All
Luigi Borda,,,,,,,,,1,0,2,1,0,14,8,6,3,6,4,4,7,5,3,2,12,5,13,5,7,8,4,2,4,5,3,2,5,2,All
Warren Bloom,,,,,,,,,,1,0,1,0,13,10,11,8,10,5,5,1,10,6,8,4,4,2,5,3,0,4,7,7,2,5,3,5,0,All
Robin Trent,,,,,,,,,,,0,1,0,11,5,6,8,2,4,2,2,8,6,8,4,7,2,7,4,5,8,3,1,5,2,4,2,2,All
Jen Devor,,,,,,,,,,,,1,0,7,3,7,5,2,5,0,1,6,11,4,3,5,3,4,4,5,5,6,1,1,1,1,0,2,All
Moira Bohannon,,,,,,,,,,,,,0,4,4,2,4,1,0,1,3,2,5,4,4,3,2,2,2,4,3,0,2,0,0,4,0,0,All
Jennifer Schultz,,,,,,,,,,,,,,27,521,294,303,296,160,244,156,47,55,49,77,42,45,33,28,69,42,25,19,21,18,25,9,5,All
Joshua Roberts,,,,,,,,,,,,,,,22,305,309,299,153,251,154,56,40,30,52,26,63,25,36,50,25,25,9,7,16,15,10,5,All
Leon Goodman,,,,,,,,,,,,,,,,4,252,240,50,207,48,78,74,74,38,49,44,45,35,39,30,40,26,14,29,19,22,9,All
