col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,District Council 2nd District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Kenyatta Johnson,Lauren Vidas,Joshua Roberts,Carmella Jacquinto,Jennifer Schultz,James C Crumlish,Craig Levin,Cateria R Mccabe,Anthony Kyriakakis,Jon Marshall,Henry Mcgregor Sias,Leon Goodman,Kendra Mccrae,Terri M Booker,Tiffany Palmer,Sherman Toppin,Wendi Barish,Laurie Dow,Beth Grossman,Nicola Serianni,Janine D Momasso,Chris Hall,Kay Yu,James F Berardinelli,Vicki Markovitz,Robert Trimble,Gregory Weyer,All
Kenyatta Johnson,671,0,"1,306","1,025",753,909,674,657,556,452,475,433,409,399,371,362,291,273,252,246,192,186,166,135,104,110,71,All
Lauren Vidas,,120,258,141,345,123,236,122,84,143,69,88,113,98,116,70,93,76,104,87,58,50,57,39,42,32,20,All
Joshua Roberts,,,37,583,356,489,371,542,477,340,460,179,139,167,113,302,138,84,87,130,40,71,48,34,35,55,27,All
Carmella Jacquinto,,,,14,132,665,146,535,470,41,441,147,164,147,128,249,101,109,89,67,84,52,63,52,39,31,12,All
Jennifer Schultz,,,,,25,147,381,96,64,321,39,125,146,94,140,53,152,87,136,178,57,62,68,38,59,46,11,All
James C Crumlish,,,,,,9,176,302,318,101,248,119,102,123,99,53,108,95,59,88,43,83,37,55,23,42,10,All
Craig Levin,,,,,,,20,99,70,306,36,168,101,97,95,65,81,108,84,152,79,64,37,63,45,51,37,All
Cateria R Mccabe,,,,,,,,3,496,44,474,136,140,100,103,291,63,65,54,62,92,29,53,44,42,17,15,All
Anthony Kyriakakis,,,,,,,,,5,19,449,56,65,49,86,246,32,26,37,26,23,65,34,31,17,17,13,All
Jon Marshall,,,,,,,,,,11,13,89,63,78,72,36,63,37,39,89,21,43,20,15,20,30,15,All
Henry Mcgregor Sias,,,,,,,,,,,0,38,32,33,41,236,19,23,25,27,30,12,20,41,14,4,13,All
Leon Goodman,,,,,,,,,,,,2,174,178,139,79,122,92,88,98,69,58,62,49,52,49,49,All
