col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,District Council 8th District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Cindy Bass,Tonya Bah,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,Joshua Roberts,Leon Goodman,Wendi Barish,Kay Yu,Carmella Jacquinto,Henry Mcgregor Sias,Cateria R Mccabe,James C Crumlish,Chris Hall,Craig Levin,Terri M Booker,Kendra Mccrae,Sherman Toppin,Jon Marshall,Nicola Serianni,Beth Grossman,Laurie Dow,Janine D Momasso,James F Berardinelli,Vicki Markovitz,Robert Trimble,Gregory Weyer,All
Cindy Bass,"1,892",0,"6,511","7,097","6,337","6,061","4,741","4,331","3,657","4,368","4,001","3,861","3,405","2,975","3,209","2,809","2,841","2,619","2,473","2,148","2,127","1,947","1,482","1,284","1,273",736,405,All
Tonya Bah,,17,57,76,45,46,24,33,29,26,20,22,32,24,32,21,13,10,29,27,18,9,10,7,7,3,3,All
Tiffany Palmer,,,142,"2,896","5,089",784,"2,552","2,127","3,952","1,062","2,314","2,576","1,886","3,099",685,"1,341","1,578",780,416,"1,187","1,127","1,006",665,994,763,238,166,All
Jennifer Schultz,,,,258,"2,776","2,086","1,794","2,329","1,902","1,642","1,441","1,162",905,"1,407","1,743",753,989,568,"1,471","1,396","1,051",709,561,431,572,277,123,All
Anthony Kyriakakis,,,,,45,"2,102","2,697","2,535","3,357","2,620","4,206","2,540","2,348","2,688",392,391,530,"1,183",162,589,551,336,285,757,491,115,88,All
Joshua Roberts,,,,,,244,"1,330","1,400",334,"2,360","1,847","1,244","1,728",440,"1,552",958,563,"1,368","1,506",581,466,365,266,231,230,274,104,All
Leon Goodman,,,,,,,35,"1,539","1,474","1,565","2,051","1,709",902,740,657,"1,155",965,723,504,474,547,555,483,437,495,253,151,All
Wendi Barish,,,,,,,,35,945,"1,912","1,720",801,"1,465",710,658,719,808,435,400,"1,023",950,697,531,322,647,182,87,All
Kay Yu,,,,,,,,,73,639,"1,774","1,702",781,"1,683",355,555,727,377,167,609,500,446,317,497,310,116,97,All
Carmella Jacquinto,,,,,,,,,,48,"2,277","1,363","1,338",378,446,884,871,"1,245",184,433,514,519,487,196,304,165,101,All
Henry Mcgregor Sias,,,,,,,,,,,8,"2,058",955,531,148,192,199,978,74,273,184,135,224,294,299,70,70,All
Cateria R Mccabe,,,,,,,,,,,,23,395,468,334,635,934,"1,361",213,656,412,491,751,363,261,123,67,All
James C Crumlish,,,,,,,,,,,,,32,"1,640",668,568,439,367,450,450,386,354,188,450,188,238,60,All
Chris Hall,,,,,,,,,,,,,,30,357,630,597,354,244,330,464,448,150,616,216,224,104,All
Craig Levin,,,,,,,,,,,,,,,120,493,394,446,"1,286",538,422,383,260,230,253,187,103,All
Terri M Booker,,,,,,,,,,,,,,,,51,"1,069",726,388,397,577,644,375,153,215,241,147,All
Kendra Mccrae,,,,,,,,,,,,,,,,,21,616,334,616,648,637,497,216,299,270,108,All
Sherman Toppin,,,,,,,,,,,,,,,,,,39,272,308,222,432,342,162,201,142,113,All
Jon Marshall,,,,,,,,,,,,,,,,,,,87,445,309,199,108,100,125,190,67,All
Nicola Serianni,,,,,,,,,,,,,,,,,,,,12,578,393,402,204,329,127,88,All
Beth Grossman,,,,,,,,,,,,,,,,,,,,,26,569,284,267,488,116,92,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,24,369,230,266,136,74,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,44,312,185,75,64,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,12,186,77,65,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,,,5,83,44,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,6,42,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,7,All
Total,"21,432",165,"9,218","8,953","8,815","7,197","5,793","5,436","5,339","5,281","5,205","4,938","4,418","4,257","3,862","3,315","3,286","3,211","2,855","2,698","2,594","2,367","1,913","1,737","1,592",865,512,All
