col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Helen Gym,Erika Almirón,Justin Diberardinis,Isaiah Thomas,Derek S Green,Adrián Rivera-reyes,Eryn Santamoor,Allan Domb,Deja Lynn Alvarez,Katherine Gilmore Richardson,Ethelind Baylor,Sandra Dungee Glenn,Beth Finn,Willie Floyd Singletary,Ogbonna Paul Hagins,Fernando Treviño,Asa Khalif,Fareed Abdullah,Latrice Y Bryant,Hena Veit,Billy Thompson,Edwin Santana,Joseph A Diorio,Wayne Edmund Dorsey,Wayne Allen,Vinny Black,Devon Cade,Mark Ross,Bobbie Curry,Sherrie Cohen,Kahlil Williams,Lisa Deeley,Omar Sabir,Jen Devor,Marwan Kreidie,Luigi Borda,Annette Thompson,Moira Bohannon,Carla Cain,Dennis Lee,Robin Trent,Warren Bloom,Lewis Harris Jr,All
Helen Gym,20,838,692,678,548,400,306,262,234,257,219,92,109,63,93,74,66,41,37,43,27,15,18,15,16,13,8,10,7,1,719,525,294,316,226,171,77,72,54,42,47,11,10,All
Erika Almirón,,0,557,492,329,239,179,44,141,104,197,64,67,4,27,50,44,15,22,34,6,10,1,1,6,6,3,3,4,1,562,294,66,275,121,117,39,59,37,11,33,8,3,All
Justin Diberardinis,,,2,421,305,170,191,97,52,61,158,40,26,4,11,24,12,10,8,10,3,9,7,7,5,7,4,2,2,1,482,257,45,213,94,120,23,28,21,12,25,6,5,All
Isaiah Thomas,,,,1,383,115,77,144,53,125,154,42,25,21,16,16,25,29,16,8,16,14,8,9,5,4,6,6,1,1,430,325,179,138,74,83,35,28,15,26,22,6,3,All
Derek S Green,,,,,0,87,115,184,64,147,26,27,22,16,14,16,19,11,11,5,10,7,3,7,7,5,5,5,2,0,369,333,150,78,68,39,21,15,10,23,15,8,7,All
Adrián Rivera-reyes,,,,,,7,92,51,200,52,50,31,58,59,76,55,25,18,22,22,19,11,12,5,3,4,4,5,5,0,193,126,107,112,146,62,40,36,34,24,30,8,6,All
Eryn Santamoor,,,,,,,1,88,48,94,14,51,41,12,8,34,13,8,4,16,9,9,5,6,6,6,5,6,2,0,212,112,39,120,63,49,26,19,18,16,9,2,5,All
Allan Domb,,,,,,,,8,36,106,9,33,23,24,11,20,13,16,10,5,12,9,13,12,15,14,5,5,8,0,141,156,138,33,35,31,33,7,13,21,9,10,8,All
Deja Lynn Alvarez,,,,,,,,,5,42,27,28,43,52,65,35,33,17,28,22,13,6,7,4,7,1,5,1,2,0,104,103,96,47,105,30,35,28,33,10,24,6,4,All
Katherine Gilmore Richardson,,,,,,,,,,1,19,44,36,16,14,33,16,12,20,20,11,7,7,4,10,4,3,6,4,0,118,129,113,60,45,19,40,20,16,23,16,6,4,All
Ethelind Baylor,,,,,,,,,,,0,4,12,1,4,0,4,3,12,3,3,4,0,1,4,3,0,0,1,0,93,37,19,80,47,68,6,24,17,1,15,3,0,All
Sandra Dungee Glenn,,,,,,,,,,,,2,23,8,6,10,20,15,16,16,7,7,5,4,5,7,1,1,5,0,61,36,43,40,20,11,25,12,21,12,10,0,3,All
Beth Finn,,,,,,,,,,,,,0,4,10,13,11,11,13,20,9,6,5,5,0,2,3,2,2,0,51,55,18,34,23,16,23,19,18,7,9,3,3,All
Willie Floyd Singletary,,,,,,,,,,,,,,5,44,7,8,11,5,3,11,4,8,2,4,7,2,5,4,0,30,51,73,3,36,10,13,3,5,12,2,3,5,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,2,10,6,1,7,8,7,9,4,1,3,1,1,2,0,0,24,44,54,6,42,9,10,9,3,7,2,2,0,All
Fernando Treviño,,,,,,,,,,,,,,,,0,11,11,9,7,9,8,8,1,1,2,3,1,3,0,51,29,24,34,27,18,13,4,7,11,3,4,4,All
Asa Khalif,,,,,,,,,,,,,,,,,0,29,12,7,4,6,3,3,2,5,0,0,0,0,38,24,34,10,16,7,19,9,7,5,7,2,3,All
