col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Mayor - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Joshua Roberts,Jennifer Schultz,Wendi Barish,Carmella Jacquinto,Anthony Kyriakakis,Craig Levin,James F Berardinelli,Henry Mcgregor Sias,Jon Marshall,Beth Grossman,Tiffany Palmer,James C Crumlish,Nicola Serianni,Leon Goodman,Kendra Mccrae,Terri M Booker,Vicki Markovitz,Cateria R Mccabe,Kay Yu,Chris Hall,Sherman Toppin,Laurie Dow,Janine D Momasso,Robert Trimble,Gregory Weyer,All
Jim Kenney,146,0,0,471,312,254,267,233,133,190,185,126,91,105,105,79,87,71,74,69,76,63,49,57,50,46,35,9,All
Anthony Hardy Williams,,83,0,149,179,87,80,58,102,43,33,84,69,85,50,66,61,74,72,44,48,46,44,39,39,39,24,11,All
Alan Butkovitz,,,30,68,92,41,32,44,46,51,24,27,55,24,33,33,18,17,13,32,17,20,22,15,20,16,13,8,All
Joshua Roberts,,,,5,175,257,245,227,132,205,205,126,54,49,89,65,61,39,55,37,44,30,19,43,30,26,24,5,All
Jennifer Schultz,,,,,9,103,73,44,165,44,35,140,106,81,75,113,57,81,49,74,62,52,39,31,50,40,40,7,All
Wendi Barish,,,,,,0,202,195,38,184,167,34,75,56,54,37,40,39,39,38,37,34,19,19,37,21,17,3,All
Carmella Jacquinto,,,,,,,2,204,25,181,186,17,53,54,50,47,40,54,47,46,40,44,19,35,29,37,14,11,All
Anthony Kyriakakis,,,,,,,,2,27,196,203,17,38,53,59,20,22,18,17,19,33,28,39,23,8,14,12,4,All
Craig Levin,,,,,,,,,3,22,6,108,38,31,55,57,36,27,22,38,15,18,14,24,17,14,21,3,All
James F Berardinelli,,,,,,,,,,0,171,14,37,20,16,30,16,13,17,23,27,14,11,19,16,19,10,5,All
Henry Mcgregor Sias,,,,,,,,,,,0,10,23,25,22,24,9,10,9,8,23,17,7,18,3,4,4,4,All
Jon Marshall,,,,,,,,,,,,0,24,22,38,45,27,21,18,20,17,8,13,14,10,9,12,5,All
Beth Grossman,,,,,,,,,,,,,4,58,30,52,31,56,33,54,35,30,22,18,41,33,12,8,All
Tiffany Palmer,,,,,,,,,,,,,,1,53,44,52,72,57,45,44,49,51,22,33,21,12,8,All
James C Crumlish,,,,,,,,,,,,,,,1,51,38,25,29,21,15,25,47,21,11,9,29,4,All
Nicola Serianni,,,,,,,,,,,,,,,,0,33,30,18,44,28,15,21,19,26,25,18,8,All
Leon Goodman,,,,,,,,,,,,,,,,,0,46,56,19,27,22,31,37,12,21,11,12,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,0,52,16,35,30,24,26,26,26,17,10,All
Terri M Booker,,,,,,,,,,,,,,,,,,,2,28,21,27,26,30,23,14,16,6,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,1,32,26,24,17,18,23,8,6,All
Cateria R Mccabe,,,,,,,,,,,,,,,,,,,,,0,21,14,25,23,28,11,3,All
Kay Yu,,,,,,,,,,,,,,,,,,,,,,1,25,15,17,13,15,4,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,,,1,15,10,6,23,6,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,0,14,16,12,3,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,,,,0,22,9,2,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"1,012",538,231,711,608,392,390,344,292,287,255,240,222,221,202,188,172,166,162,148,147,133,120,114,111,105,76,30,All
,Mayor - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Joshua Roberts,Jennifer Schultz,Kendra Mccrae,Craig Levin,James C Crumlish,Vicki Markovitz,Tiffany Palmer,Carmella Jacquinto,Leon Goodman,Jon Marshall,Terri M Booker,Anthony Kyriakakis,Cateria R Mccabe,Nicola Serianni,Beth Grossman,Janine D Momasso,Sherman Toppin,Laurie Dow,Henry Mcgregor Sias,James F Berardinelli,Robert Trimble,Chris Hall,Kay Yu,Wendi Barish,Gregory Weyer,1
Jim Kenney,10,0,0,16,7,6,5,7,5,4,5,4,3,4,5,2,3,2,2,3,2,2,2,0,1,1,1,1,1
Anthony Hardy Williams,,5,0,4,7,5,3,0,4,4,2,3,3,2,0,2,2,1,3,1,1,0,0,1,1,1,1,0,1
Alan Butkovitz,,,0,2,4,1,2,2,1,0,0,0,0,1,1,1,0,2,0,1,1,0,1,2,0,0,0,0,1
Joshua Roberts,,,,0,5,5,2,7,2,3,1,3,2,0,2,1,1,1,1,1,2,2,0,2,0,0,0,0,1
Jennifer Schultz,,,,,0,3,6,4,5,3,1,1,2,0,1,1,4,3,1,1,1,1,1,3,1,1,1,0,1
Kendra Mccrae,,,,,,0,2,2,2,5,4,6,1,4,1,3,0,1,2,2,3,2,1,2,0,1,2,1,1
Craig Levin,,,,,,,0,4,3,1,0,0,1,1,0,1,1,2,1,2,0,0,0,2,2,0,1,0,1
James C Crumlish,,,,,,,,0,2,1,1,0,1,1,2,0,1,2,0,2,1,1,0,2,1,0,0,0,1
Vicki Markovitz,,,,,,,,,0,4,4,0,2,2,1,0,5,2,2,1,3,0,1,0,2,1,0,0,1
Tiffany Palmer,,,,,,,,,,0,4,2,2,2,1,1,4,1,1,1,2,3,0,0,0,2,1,1,1
Carmella Jacquinto,,,,,,,,,,,1,3,2,4,0,0,3,1,0,0,1,0,0,0,0,2,0,0,1
Leon Goodman,,,,,,,,,,,,0,2,4,0,3,0,0,0,2,0,1,0,1,0,1,0,0,1
Jon Marshall,,,,,,,,,,,,,0,1,0,1,2,2,0,0,0,0,0,1,0,0,0,0,1
Terri M Booker,,,,,,,,,,,,,,0,0,2,1,0,0,2,0,0,1,0,1,1,0,0,1
Anthony Kyriakakis,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1
Cateria R Mccabe,,,,,,,,,,,,,,,,0,0,1,1,1,0,0,2,0,0,0,2,0,1
Nicola Serianni,,,,,,,,,,,,,,,,,0,1,0,0,0,1,1,0,0,1,0,0,1
Beth Grossman,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,0,0,1,0,1
Janine D Momasso,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,1,0,1,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,1,0,0,0,1
Laurie Dow,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Chris Hall,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Kay Yu,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,45,20,6,23,19,12,10,10,10,9,8,8,7,7,6,6,6,5,5,5,4,3,3,3,2,2,2,1,1
,Mayor - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,2
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Jennifer Schultz,Joshua Roberts,Jon Marshall,Craig Levin,Tiffany Palmer,James C Crumlish,Anthony Kyriakakis,Beth Grossman,Nicola Serianni,Carmella Jacquinto,Chris Hall,Kay Yu,Terri M Booker,Vicki Markovitz,Laurie Dow,Leon Goodman,Wendi Barish,Cateria R Mccabe,Kendra Mccrae,James F Berardinelli,Robert Trimble,Sherman Toppin,Janine D Momasso,Gregory Weyer,Henry Mcgregor Sias,2
Jim Kenney,10,0,0,18,13,11,9,10,5,4,6,4,6,1,4,3,3,4,2,2,2,2,0,1,1,0,0,0,2
Anthony Hardy Williams,,5,0,10,6,5,3,1,2,3,0,1,0,4,0,2,2,0,2,2,1,2,0,1,0,1,0,0,2
Alan Butkovitz,,,1,5,1,3,2,2,2,1,2,3,1,1,1,1,1,1,1,1,1,0,2,0,1,0,0,0,2
Jennifer Schultz,,,,1,9,11,13,6,2,2,6,6,3,2,0,2,4,4,4,4,3,4,2,1,1,1,0,0,2
Joshua Roberts,,,,,0,9,8,2,4,4,1,3,1,0,2,1,3,0,1,2,0,0,0,1,0,0,0,0,2
Jon Marshall,,,,,,0,9,2,2,0,1,4,0,2,0,0,2,0,1,0,0,0,1,0,1,0,0,0,2
Craig Levin,,,,,,,0,2,3,1,0,5,0,0,0,0,3,1,1,1,0,0,1,0,1,0,0,0,2
Tiffany Palmer,,,,,,,,0,3,2,4,2,5,1,3,4,4,3,2,2,2,2,0,0,1,1,0,0,2
James C Crumlish,,,,,,,,,0,5,1,4,3,2,1,1,2,0,0,0,0,0,0,0,1,0,0,0,2
Anthony Kyriakakis,,,,,,,,,,0,1,2,3,2,2,2,2,0,0,2,0,1,0,1,0,0,0,0,2
Beth Grossman,,,,,,,,,,,0,2,4,0,1,0,2,2,0,2,2,2,1,0,1,0,0,0,2
Nicola Serianni,,,,,,,,,,,,0,2,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,2
Carmella Jacquinto,,,,,,,,,,,,,0,0,1,1,2,2,0,1,2,2,0,0,1,0,0,0,2
Chris Hall,,,,,,,,,,,,,,0,1,2,0,0,1,0,0,1,0,1,0,0,0,0,2
Kay Yu,,,,,,,,,,,,,,,1,4,0,1,1,1,1,0,0,1,0,0,0,0,2
Terri M Booker,,,,,,,,,,,,,,,,0,0,1,2,2,1,2,0,2,0,1,0,0,2
Vicki Markovitz,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,1,0,0,0,2
Laurie Dow,,,,,,,,,,,,,,,,,,0,1,1,2,1,1,0,0,0,0,0,2
Leon Goodman,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,0,0,0,2
Wendi Barish,,,,,,,,,,,,,,,,,,,,0,2,1,1,1,0,1,0,0,2
Cateria R Mccabe,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,2
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,2
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,2
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,45,22,10,35,20,19,15,13,9,8,8,8,7,6,6,6,6,5,5,5,4,4,2,2,2,1,0,0,2
,Mayor - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,3
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Jennifer Schultz,Joshua Roberts,Craig Levin,Carmella Jacquinto,Wendi Barish,Anthony Kyriakakis,James C Crumlish,James F Berardinelli,Tiffany Palmer,Beth Grossman,Leon Goodman,Nicola Serianni,Terri M Booker,Henry Mcgregor Sias,Cateria R Mccabe,Jon Marshall,Laurie Dow,Kay Yu,Vicki Markovitz,Janine D Momasso,Kendra Mccrae,Chris Hall,Robert Trimble,Gregory Weyer,Sherman Toppin,3
Jim Kenney,8,0,0,18,18,7,6,7,7,4,7,5,4,4,4,4,3,4,4,3,3,3,1,0,0,1,0,0,3
Anthony Hardy Williams,,4,0,5,2,3,3,3,1,1,1,2,1,2,2,2,0,1,0,2,0,0,1,1,1,0,0,0,3
Alan Butkovitz,,,1,5,2,2,1,0,1,2,0,0,2,0,0,0,2,0,1,0,1,1,1,1,0,0,0,0,3
Jennifer Schultz,,,,0,11,10,3,3,1,6,3,5,7,4,4,4,3,2,5,4,3,3,2,2,0,0,0,0,3
Joshua Roberts,,,,,0,7,4,8,6,6,5,1,3,3,3,3,3,0,5,2,1,2,1,1,1,0,0,0,3
Craig Levin,,,,,,0,2,0,1,3,1,2,3,3,1,1,0,1,4,1,0,2,0,1,0,0,0,0,3
Carmella Jacquinto,,,,,,,0,3,4,3,4,3,1,4,1,3,3,2,0,1,2,0,0,0,0,0,0,0,3
Wendi Barish,,,,,,,,0,3,1,3,1,1,1,1,1,2,0,0,1,1,0,1,0,1,0,0,0,3
Anthony Kyriakakis,,,,,,,,,0,0,4,1,0,0,2,0,3,1,1,0,1,1,1,0,1,1,0,0,3
James C Crumlish,,,,,,,,,,0,1,1,2,3,3,4,2,1,2,2,0,2,1,1,0,0,0,0,3
James F Berardinelli,,,,,,,,,,,0,1,0,0,3,2,2,2,1,0,0,2,2,0,0,1,0,0,3
Tiffany Palmer,,,,,,,,,,,,1,3,4,1,2,1,3,0,2,2,0,0,0,0,0,0,0,3
Beth Grossman,,,,,,,,,,,,,0,2,1,2,1,0,0,3,2,1,1,2,0,0,0,0,3
Leon Goodman,,,,,,,,,,,,,,0,0,2,0,2,0,1,1,1,0,0,0,0,0,0,3
Nicola Serianni,,,,,,,,,,,,,,,0,2,2,2,1,1,0,1,2,1,0,1,0,0,3
Terri M Booker,,,,,,,,,,,,,,,,0,0,2,1,4,0,0,0,1,0,0,0,0,3
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,0,1,0,0,1,1,1,0,0,0,0,0,3
Cateria R Mccabe,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,3
Laurie Dow,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,3
Kay Yu,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,1,0,0,3
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,3
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Chris Hall,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,42,15,6,29,24,12,11,11,9,9,8,8,7,7,7,7,6,5,5,5,4,4,3,2,1,1,0,0,3
,Mayor - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,4
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Jennifer Schultz,Jon Marshall,Joshua Roberts,Carmella Jacquinto,Nicola Serianni,Wendi Barish,Terri M Booker,Beth Grossman,Craig Levin,Leon Goodman,Cateria R Mccabe,Tiffany Palmer,Anthony Kyriakakis,Chris Hall,Kendra Mccrae,Sherman Toppin,Vicki Markovitz,Henry Mcgregor Sias,James C Crumlish,James F Berardinelli,Kay Yu,Laurie Dow,Janine D Momasso,Robert Trimble,Gregory Weyer,4
Jim Kenney,8,0,0,18,8,11,5,4,7,3,2,2,5,5,4,4,1,4,4,1,3,3,3,1,4,2,2,1,4
Anthony Hardy Williams,,4,0,12,13,8,7,6,5,9,6,8,5,4,4,3,6,2,4,5,2,2,2,5,0,1,1,1,4
Alan Butkovitz,,,1,5,1,0,2,3,1,0,3,1,0,1,1,1,1,2,0,1,1,0,1,0,1,1,0,0,4
Jennifer Schultz,,,,0,12,3,4,7,4,5,5,6,6,5,5,4,5,5,4,1,2,2,3,1,2,0,2,0,4
Jon Marshall,,,,,0,4,1,5,3,1,3,4,4,4,1,2,2,0,2,1,1,3,0,1,1,1,0,0,4
Joshua Roberts,,,,,,0,3,1,3,3,3,1,3,2,1,3,3,0,2,2,3,1,2,1,1,0,1,0,4
Carmella Jacquinto,,,,,,,0,5,4,1,3,0,0,2,1,5,1,2,3,2,5,1,2,3,2,2,1,2,4
Nicola Serianni,,,,,,,,0,2,3,6,4,4,1,2,2,2,3,3,5,2,2,1,1,3,2,0,0,4
Wendi Barish,,,,,,,,,0,3,3,0,2,4,4,4,2,1,1,1,3,3,4,2,1,1,1,1,4
Terri M Booker,,,,,,,,,,0,2,1,5,4,7,0,2,3,4,3,0,0,2,2,0,0,1,1,4
Beth Grossman,,,,,,,,,,,0,2,1,1,3,1,3,2,0,3,1,3,2,1,1,3,0,0,4
Craig Levin,,,,,,,,,,,,0,2,1,1,1,2,1,2,2,0,2,0,0,1,0,0,0,4
Leon Goodman,,,,,,,,,,,,,0,4,3,1,2,2,4,2,0,1,0,1,3,0,1,0,4
Cateria R Mccabe,,,,,,,,,,,,,,0,3,2,0,2,2,0,2,1,1,1,1,0,0,1,4
Tiffany Palmer,,,,,,,,,,,,,,,0,0,0,4,2,1,0,1,2,1,0,1,1,0,4
Anthony Kyriakakis,,,,,,,,,,,,,,,,0,2,0,2,0,5,1,2,0,0,0,0,1,4
Chris Hall,,,,,,,,,,,,,,,,,0,1,1,3,0,2,0,2,1,0,2,0,4
Kendra Mccrae,,,,,,,,,,,,,,,,,,0,1,1,1,1,2,1,1,1,1,0,4
Sherman Toppin,,,,,,,,,,,,,,,,,,,0,2,1,0,0,1,1,0,0,1,4
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,2,2,0,0,4
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,0,0,3,0,0,0,0,1,4
James C Crumlish,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,4
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4
Kay Yu,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,4
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,4
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,43,38,8,35,22,19,14,14,14,12,11,11,11,10,9,8,8,8,8,7,6,6,6,6,5,4,3,2,4
,Mayor - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,5
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Joshua Roberts,Anthony Kyriakakis,Carmella Jacquinto,James F Berardinelli,Henry Mcgregor Sias,Jennifer Schultz,Beth Grossman,Craig Levin,Nicola Serianni,Wendi Barish,James C Crumlish,Jon Marshall,Leon Goodman,Chris Hall,Terri M Booker,Vicki Markovitz,Janine D Momasso,Kay Yu,Laurie Dow,Robert Trimble,Cateria R Mccabe,Sherman Toppin,Tiffany Palmer,Gregory Weyer,Kendra Mccrae,5
Jim Kenney,5,0,0,15,7,12,9,7,6,3,4,3,6,3,4,3,0,3,2,1,2,2,2,1,1,0,0,0,5
Anthony Hardy Williams,,1,0,6,3,5,1,1,6,3,5,5,1,5,3,5,4,2,2,3,2,1,2,0,1,2,2,2,5
