col_1,col_2,col_3,division
,District Council 1st District - Democrat,,All
,Mark F Squilla,Lou Lanni,All
Mark F Squilla,"4,035",0,All
Lou Lanni,,713,All
Total,"4,035",713,All
,District Council 1st District - Democrat,,1
,Mark F Squilla,Lou Lanni,1
Mark F Squilla,49,0,1
Lou Lanni,,18,1
Total,49,18,1
,District Council 1st District - Democrat,,2
,Mark F Squilla,Lou Lanni,2
Mark F Squilla,95,0,2
Lou Lanni,,6,2
Total,95,6,2
,District Council 1st District - Democrat,,3
,Mark F Squilla,Lou Lanni,3
Mark F Squilla,134,0,3
Lou Lanni,,16,3
Total,134,16,3
,District Council 1st District - Democrat,,4
,Mark F Squilla,Lou Lanni,4
Mark F Squilla,43,0,4
Lou Lanni,,7,4
Total,43,7,4
,District Council 1st District - Democrat,,5
,Mark F Squilla,Lou Lanni,5
Mark F Squilla,66,0,5
Lou Lanni,,15,5
Total,66,15,5
,District Council 1st District - Democrat,,6
,Mark F Squilla,Lou Lanni,6
Mark F Squilla,163,0,6
Lou Lanni,,15,6
Total,163,15,6
,District Council 1st District - Democrat,,7
,Mark F Squilla,Lou Lanni,7
Mark F Squilla,248,0,7
Lou Lanni,,16,7
Total,248,16,7
,District Council 1st District - Democrat,,8
,Mark F Squilla,Lou Lanni,8
Mark F Squilla,122,0,8
Lou Lanni,,18,8
Total,122,18,8
,District Council 1st District - Democrat,,9
,Mark F Squilla,Lou Lanni,9
Mark F Squilla,57,0,9
Lou Lanni,,9,9
Total,57,9,9
,District Council 1st District - Democrat,,10
,Mark F Squilla,Lou Lanni,10
Mark F Squilla,99,0,10
Lou Lanni,,28,10
Total,99,28,10
,District Council 1st District - Democrat,,11
,Mark F Squilla,Lou Lanni,11
Mark F Squilla,35,0,11
Lou Lanni,,8,11
Total,35,8,11
,District Council 1st District - Democrat,,12
,Mark F Squilla,Lou Lanni,12
Mark F Squilla,26,0,12
Lou Lanni,,6,12
Total,26,6,12
,District Council 1st District - Democrat,,13
,Mark F Squilla,Lou Lanni,13
Mark F Squilla,45,0,13
Lou Lanni,,15,13
Total,45,15,13
,District Council 1st District - Democrat,,15
