col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Joshua Roberts,Jennifer Schultz,Carmella Jacquinto,Craig Levin,Tiffany Palmer,Cateria R Mccabe,Wendi Barish,Anthony Kyriakakis,Jon Marshall,Henry Mcgregor Sias,Nicola Serianni,Leon Goodman,James C Crumlish,Kendra Mccrae,Sherman Toppin,Terri M Booker,Chris Hall,Beth Grossman,Kay Yu,Laurie Dow,Janine D Momasso,Vicki Markovitz,James F Berardinelli,Robert Trimble,Gregory Weyer,All
Joshua Roberts,109,121,126,142,32,96,64,81,100,80,48,53,80,29,103,44,30,31,17,21,11,19,8,12,3,All
Jennifer Schultz,,105,55,112,91,55,86,49,102,38,102,39,59,59,21,28,43,70,54,24,33,26,20,17,2,All
Carmella Jacquinto,,,11,43,41,93,69,81,8,68,28,36,49,50,84,44,28,36,28,28,27,15,6,12,5,All
Craig Levin,,,,32,16,11,62,11,88,11,43,29,63,18,24,23,20,26,9,23,6,12,8,12,4,All
Tiffany Palmer,,,,,2,65,64,65,13,54,50,50,48,59,19,51,52,48,67,38,36,18,17,11,8,All
Cateria R Mccabe,,,,,,2,27,92,8,97,39,26,8,45,87,22,15,15,32,23,32,9,15,6,3,All
Wendi Barish,,,,,,,6,28,25,15,58,27,60,43,14,35,27,41,37,30,24,16,5,12,3,All
Anthony Kyriakakis,,,,,,,,3,10,99,17,25,43,17,77,14,51,17,39,7,10,8,9,8,4,All
Jon Marshall,,,,,,,,,42,8,35,17,31,9,4,10,13,17,9,12,7,6,5,11,2,All
Henry Mcgregor Sias,,,,,,,,,,3,30,18,16,14,75,8,21,15,40,5,12,10,16,1,1,All
Nicola Serianni,,,,,,,,,,,1,26,29,38,11,18,20,42,27,21,29,22,9,12,2,All
Leon Goodman,,,,,,,,,,,,6,38,36,32,52,35,21,22,24,24,19,18,15,8,All
James C Crumlish,,,,,,,,,,,,,3,17,13,21,50,20,14,15,4,6,5,12,2,All
Kendra Mccrae,,,,,,,,,,,,,,6,18,33,24,35,35,32,21,18,10,9,4,All
Sherman Toppin,,,,,,,,,,,,,,,1,33,16,14,11,18,8,7,5,11,7,All
Terri M Booker,,,,,,,,,,,,,,,,15,27,28,24,21,17,17,3,15,10,All
Chris Hall,,,,,,,,,,,,,,,,,9,20,30,27,12,12,8,10,1,All
Beth Grossman,,,,,,,,,,,,,,,,,,1,22,33,18,28,12,8,6,All
Kay Yu,,,,,,,,,,,,,,,,,,,8,11,16,15,9,2,5,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,11,17,15,12,11,5,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,4,9,10,3,2,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,0,6,7,3,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,1,5,1,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,0,2,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,All
