col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Judge Of The Municipal Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,David H Conroy,Theresa Brunson,Joshua Roberts,Jennifer Schultz,Carmella Jacquinto,Wendi Barish,James C Crumlish,Craig Levin,Anthony Kyriakakis,Henry Mcgregor Sias,Jon Marshall,Tiffany Palmer,Nicola Serianni,Cateria R Mccabe,Leon Goodman,Kendra Mccrae,Beth Grossman,Terri M Booker,Sherman Toppin,Janine D Momasso,Chris Hall,Kay Yu,Laurie Dow,Vicki Markovitz,James F Berardinelli,Robert Trimble,Gregory Weyer,All
David H Conroy,24,0,496,248,249,247,274,158,235,212,140,67,67,80,67,52,59,48,82,33,57,40,32,43,33,31,15,All
Theresa Brunson,,19,176,260,126,121,77,129,51,59,114,123,98,77,93,110,84,98,48,75,54,61,68,54,35,31,18,All
Joshua Roberts,,,49,179,266,259,292,169,241,236,165,54,60,70,75,44,54,56,69,27,37,31,24,22,19,26,12,All
Jennifer Schultz,,,,42,68,90,77,174,38,30,162,91,115,52,56,72,70,37,33,41,51,39,39,46,19,31,14,All
Carmella Jacquinto,,,,,3,226,225,39,210,204,17,47,34,53,34,55,37,37,42,36,29,39,31,25,18,19,12,All
Wendi Barish,,,,,,6,209,58,183,181,33,52,52,34,36,47,63,42,33,43,16,34,41,31,15,14,10,All
James C Crumlish,,,,,,,3,63,199,185,40,49,39,30,42,31,27,39,26,22,42,23,23,19,21,27,8,All
Craig Levin,,,,,,,,33,20,13,145,30,47,21,34,26,39,24,29,29,18,12,25,20,16,19,5,All
Anthony Kyriakakis,,,,,,,,,3,208,12,34,13,59,16,10,19,20,38,15,23,21,3,10,16,12,3,All
Henry Mcgregor Sias,,,,,,,,,,1,6,39,23,57,23,13,11,14,33,18,8,23,9,8,16,7,3,All
Jon Marshall,,,,,,,,,,,17,31,50,24,41,21,26,23,26,16,29,7,15,17,4,14,6,All
Tiffany Palmer,,,,,,,,,,,,2,58,58,59,71,49,54,24,30,45,38,34,30,19,17,10,All
Nicola Serianni,,,,,,,,,,,,,3,38,37,43,52,29,24,24,11,18,27,33,16,9,6,All
Cateria R Mccabe,,,,,,,,,,,,,,1,36,42,28,22,41,42,12,29,12,13,27,11,3,All
Leon Goodman,,,,,,,,,,,,,,,2,46,28,52,32,26,35,17,15,25,19,17,7,All
Kendra Mccrae,,,,,,,,,,,,,,,,3,43,50,23,31,41,34,25,14,7,20,7,All
Beth Grossman,,,,,,,,,,,,,,,,,1,34,24,25,26,29,30,40,17,11,8,All
Terri M Booker,,,,,,,,,,,,,,,,,,3,27,20,30,20,32,22,4,13,11,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,1,27,20,11,21,20,6,13,7,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,2,7,16,26,14,28,5,6,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,1,14,21,14,9,25,8,All
Kay Yu,,,,,,,,,,,,,,,,,,,,,,2,15,22,15,5,7,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,,1,15,17,7,5,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,,1,10,9,8,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,2,All
Total,789,629,786,598,408,403,396,355,319,295,291,228,189,188,185,181,175,165,146,130,125,122,109,109,79,73,39,All
,Judge Of The Municipal Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,David H Conroy,Theresa Brunson,Joshua Roberts,Carmella Jacquinto,James C Crumlish,Jennifer Schultz,Wendi Barish,Henry Mcgregor Sias,Anthony Kyriakakis,Craig Levin,Tiffany Palmer,Cateria R Mccabe,Beth Grossman,Chris Hall,Jon Marshall,Kendra Mccrae,Leon Goodman,Janine D Momasso,Laurie Dow,Vicki Markovitz,Kay Yu,Nicola Serianni,Sherman Toppin,Terri M Booker,Gregory Weyer,James F Berardinelli,Robert Trimble,1
David H Conroy,0,0,25,12,17,8,12,11,10,6,3,3,2,3,4,1,2,0,1,0,1,2,1,1,0,0,0,1
Theresa Brunson,,0,7,7,3,11,5,4,4,5,3,2,1,2,1,2,3,3,3,3,0,1,1,1,1,2,0,1
Joshua Roberts,,,2,13,17,3,14,10,10,4,2,2,1,1,3,1,1,1,1,0,0,2,0,2,1,0,0,1
Carmella Jacquinto,,,,1,14,4,14,11,9,2,1,1,1,1,1,1,0,1,3,0,0,1,0,1,1,0,0,1
James C Crumlish,,,,,0,6,13,12,13,4,2,1,0,2,3,0,0,1,1,0,0,1,0,1,1,0,0,1
Jennifer Schultz,,,,,,1,5,4,3,4,4,2,1,4,3,2,3,1,3,3,2,2,1,0,0,1,0,1
Wendi Barish,,,,,,,0,10,7,4,2,0,3,2,3,1,1,1,3,2,1,1,2,1,0,0,0,1
Henry Mcgregor Sias,,,,,,,,0,11,1,3,3,0,2,0,1,2,1,0,0,1,0,0,0,0,1,0,1
Anthony Kyriakakis,,,,,,,,,0,0,2,1,0,3,0,0,1,1,0,1,0,0,0,0,1,1,0,1
Craig Levin,,,,,,,,,,1,2,2,2,0,3,2,1,0,0,1,0,1,2,2,0,0,0,1
Tiffany Palmer,,,,,,,,,,,0,3,2,3,1,4,1,1,1,1,2,1,0,2,0,1,0,1
