col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,division
,Judge Of The Superior Court - Democrat,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Isaiah Thomas,Helen Gym,Derek S Green,Allan Domb,Justin Diberardinis,Sandra Dungee Glenn,Katherine Gilmore Richardson,Adrián Rivera-reyes,Ethelind Baylor,Willie Floyd Singletary,Deja Lynn Alvarez,Billy Thompson,Erika Almirón,Fareed Abdullah,Ogbonna Paul Hagins,Latrice Y Bryant,Asa Khalif,Eryn Santamoor,Wayne Allen,Mark Ross,Fernando Treviño,Joseph A Diorio,Beth Finn,Hena Veit,Edwin Santana,Bobbie Curry,Vinny Black,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,All
Daniel D Mccaffery,82,919,202,837,687,753,440,464,482,340,252,319,219,204,169,124,177,141,138,120,123,86,64,47,58,47,32,41,32,28,20,18,1,All
Amanda Green-hawkins,,30,230,776,667,742,377,479,490,327,177,303,158,161,167,197,158,93,118,131,97,84,55,57,44,53,41,30,23,24,23,16,0,All
Beth Tarasi,,,27,183,283,127,130,80,86,100,207,34,124,132,67,71,51,95,60,39,44,38,23,30,33,31,19,16,16,13,12,9,1,All
Isaiah Thomas,,,,20,431,679,316,403,488,285,72,324,65,48,165,97,124,34,77,89,50,56,56,25,29,22,15,23,14,17,18,13,1,All
Helen Gym,,,,,26,450,356,231,165,282,185,57,143,143,109,203,87,123,76,85,89,46,24,34,26,39,22,19,16,12,16,11,0,All
Derek S Green,,,,,,9,345,471,432,247,46,310,36,25,79,141,108,27,51,74,58,41,34,21,12,17,9,16,9,10,2,9,0,All
Allan Domb,,,,,,,31,95,109,196,60,29,67,42,68,39,93,27,54,66,76,45,28,23,26,16,14,16,17,13,15,7,0,All
Justin Diberardinis,,,,,,,,10,329,67,24,281,12,25,37,134,26,17,29,21,39,15,15,17,11,10,4,7,3,8,3,4,1,All
Sandra Dungee Glenn,,,,,,,,,2,120,32,276,15,18,83,34,49,8,29,42,24,22,16,11,20,19,8,17,9,4,3,3,0,All
Katherine Gilmore Richardson,,,,,,,,,,11,44,27,38,30,80,60,44,11,48,29,46,27,22,13,17,25,13,18,10,9,9,5,1,All
Adrián Rivera-reyes,,,,,,,,,,,2,8,130,133,25,29,27,110,30,17,36,20,11,28,22,18,13,8,4,9,8,4,1,All
Ethelind Baylor,,,,,,,,,,,,0,7,6,16,25,12,4,7,8,4,10,7,2,3,5,2,3,0,3,2,2,0,All
Willie Floyd Singletary,,,,,,,,,,,,,12,126,46,7,26,93,24,25,23,19,15,15,16,8,12,8,10,9,5,4,0,All
Deja Lynn Alvarez,,,,,,,,,,,,,,4,19,29,24,102,33,18,25,13,6,15,10,11,16,6,12,5,5,5,0,All
