col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,District Council 6th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Bobby Henon,Jennifer Schultz,Joshua Roberts,Beth Grossman,Craig Levin,James C Crumlish,Anthony Kyriakakis,Wendi Barish,Carmella Jacquinto,Leon Goodman,Vicki Markovitz,Cateria R Mccabe,Tiffany Palmer,Nicola Serianni,Jon Marshall,Kay Yu,Terri M Booker,Kendra Mccrae,Laurie Dow,Chris Hall,James F Berardinelli,Sherman Toppin,Janine D Momasso,Henry Mcgregor Sias,Robert Trimble,Gregory Weyer,All
Bobby Henon,29,194,127,110,119,96,80,93,78,70,74,69,80,73,76,71,64,57,54,40,38,36,31,23,26,10,All
Jennifer Schultz,,10,58,66,83,38,19,55,28,33,46,27,41,58,55,40,28,29,26,15,9,10,12,6,14,4,All
Joshua Roberts,,,11,38,63,37,36,30,29,33,20,20,15,30,50,22,13,9,11,14,11,19,5,13,8,1,All
Beth Grossman,,,,1,53,26,27,51,20,38,63,18,26,32,16,33,19,23,32,8,23,4,13,7,3,11,All
Craig Levin,,,,,2,35,14,36,13,42,44,15,15,38,48,15,13,11,20,13,12,9,4,7,5,5,All
James C Crumlish,,,,,,4,67,29,44,30,14,36,29,20,20,23,13,9,9,23,12,7,2,10,6,3,All
Anthony Kyriakakis,,,,,,,0,18,47,19,8,55,29,12,3,31,9,13,5,22,12,16,8,15,6,1,All
Wendi Barish,,,,,,,,1,26,32,31,20,30,31,20,26,17,20,24,11,17,9,15,4,8,1,All
Carmella Jacquinto,,,,,,,,,12,18,19,50,23,17,5,20,18,24,13,8,7,16,14,12,3,2,All
Leon Goodman,,,,,,,,,,1,27,15,16,16,17,13,23,21,9,14,13,11,6,7,9,4,All
Vicki Markovitz,,,,,,,,,,,0,14,20,23,9,16,13,9,12,6,16,5,9,3,5,8,All
Cateria R Mccabe,,,,,,,,,,,,2,17,19,8,15,7,13,15,3,7,12,12,11,3,1,All
Tiffany Palmer,,,,,,,,,,,,,2,20,11,20,26,30,18,22,10,7,4,4,7,3,All
Nicola Serianni,,,,,,,,,,,,,,1,21,24,14,11,14,4,10,7,12,4,3,1,All
Jon Marshall,,,,,,,,,,,,,,,5,9,8,8,9,7,2,9,1,4,6,1,All
Kay Yu,,,,,,,,,,,,,,,,3,12,11,19,12,9,8,8,5,5,3,All
Terri M Booker,,,,,,,,,,,,,,,,,1,23,12,14,4,13,13,2,10,4,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,1,12,11,7,7,11,2,8,4,All
Laurie Dow,,,,,,,,,,,,,,,,,,,0,6,11,6,8,3,3,2,All
Chris Hall,,,,,,,,,,,,,,,,,,,,1,8,8,1,3,6,1,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,0,5,1,4,5,5,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,0,7,11,4,2,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,3,0,2,2,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,0,1,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,459,243,163,154,154,135,127,126,123,102,102,100,100,98,95,95,78,71,62,55,51,47,41,33,30,17,All
,District Council 6th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,7
,Bobby Henon,Carmella Jacquinto,Anthony Kyriakakis,Joshua Roberts,Cateria R Mccabe,James C Crumlish,Jennifer Schultz,Craig Levin,Beth Grossman,Wendi Barish,Jon Marshall,Sherman Toppin,Terri M Booker,Kay Yu,Tiffany Palmer,Vicki Markovitz,Janine D Momasso,Kendra Mccrae,Nicola Serianni,Chris Hall,Henry Mcgregor Sias,Leon Goodman,Gregory Weyer,Robert Trimble,James F Berardinelli,Laurie Dow,7
Bobby Henon,1,11,8,8,6,9,8,7,4,6,5,3,4,4,3,4,1,3,1,2,2,1,1,1,0,0,7
Carmella Jacquinto,,0,7,4,8,7,3,1,2,4,3,4,3,1,2,0,3,3,1,1,1,0,0,1,0,0,7
