col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Helen Gym,Justin Diberardinis,Allan Domb,Isaiah Thomas,Derek S Green,Erika Almirón,Katherine Gilmore Richardson,Adrián Rivera-reyes,Eryn Santamoor,Deja Lynn Alvarez,Ethelind Baylor,Beth Finn,Fernando Treviño,Joseph A Diorio,Ogbonna Paul Hagins,Willie Floyd Singletary,Sandra Dungee Glenn,Billy Thompson,Asa Khalif,Latrice Y Bryant,Hena Veit,Fareed Abdullah,Vinny Black,Edwin Santana,Mark Ross,Bobbie Curry,Wayne Allen,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Lisa Deeley,Luigi Borda,Kahlil Williams,Jen Devor,Omar Sabir,Marwan Kreidie,Annette Thompson,Carla Cain,Moira Bohannon,Dennis Lee,Robin Trent,Warren Bloom,Lewis Harris Jr,All
Helen Gym,67,"1,036",576,751,507,916,470,599,586,460,421,283,200,103,150,95,150,80,102,76,87,62,41,45,32,34,22,21,14,1,674,400,748,768,328,351,192,163,140,68,78,34,22,All
Justin Diberardinis,,26,757,815,615,573,520,236,367,145,320,118,87,131,30,17,68,55,43,30,25,21,32,20,36,23,17,14,9,1,655,600,504,535,155,142,86,70,81,35,35,24,15,All
Allan Domb,,,112,464,657,101,527,130,374,93,35,104,90,136,30,32,74,74,28,17,27,31,48,27,39,29,18,22,19,0,751,679,201,173,199,103,102,57,65,52,22,38,24,All
Isaiah Thomas,,,,9,534,494,488,156,156,67,316,61,41,32,27,21,52,22,34,27,16,38,7,12,20,5,13,14,4,0,511,378,380,374,208,102,53,47,40,22,33,14,8,All
Derek S Green,,,,,5,140,537,140,225,124,54,64,51,34,18,16,25,34,28,33,13,29,26,14,12,14,10,5,4,0,580,441,242,151,210,92,44,40,24,29,26,14,9,All
Erika Almirón,,,,,,8,146,259,212,201,358,117,86,22,30,8,58,13,51,33,25,29,14,16,11,9,8,4,4,0,172,127,476,526,77,142,70,75,85,17,43,9,4,All
Katherine Gilmore Richardson,,,,,,,3,100,229,80,52,110,80,39,20,16,75,25,20,41,36,13,18,12,15,11,13,4,6,1,559,388,175,165,158,76,87,51,51,22,28,13,11,All
Adrián Rivera-reyes,,,,,,,,20,208,353,80,134,108,45,130,100,42,29,49,41,39,22,18,36,12,12,13,5,6,0,226,111,248,244,170,273,75,65,54,44,55,12,10,All
Eryn Santamoor,,,,,,,,,8,127,66,119,116,45,36,18,62,37,29,32,48,23,22,20,20,16,7,13,9,1,259,178,309,304,75,101,79,67,70,38,29,17,12,All
Deja Lynn Alvarez,,,,,,,,,,11,60,87,95,33,122,92,33,28,50,46,37,30,8,21,11,10,8,5,3,0,204,97,165,149,161,196,61,64,62,29,36,13,4,All
Ethelind Baylor,,,,,,,,,,,1,46,23,3,11,7,12,8,18,12,6,13,1,3,7,3,8,1,3,0,68,72,219,260,52,65,24,32,35,6,21,5,6,All
Beth Finn,,,,,,,,,,,,1,35,43,17,13,63,43,33,25,42,20,18,14,15,15,14,9,5,0,133,80,109,137,32,79,79,50,50,19,22,12,4,All
Fernando Treviño,,,,,,,,,,,,,1,46,21,22,9,29,18,14,17,14,12,27,4,9,15,3,2,0,80,78,88,95,55,69,30,32,27,18,11,11,6,All
Joseph A Diorio,,,,,,,,,,,,,,13,16,41,11,57,3,13,12,7,24,26,28,32,8,8,13,0,111,165,33,16,36,42,32,16,19,28,15,23,4,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,5,73,5,17,11,8,13,7,5,7,2,3,1,1,1,0,83,29,34,23,72,88,16,19,15,16,17,3,3,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,14,4,19,8,10,5,6,12,6,7,9,8,4,4,0,91,32,16,7,83,75,16,10,2,17,2,12,7,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,,,3,9,25,18,24,10,10,3,4,8,5,5,4,0,95,42,42,53,32,16,55,25,23,11,15,7,7,All
Billy Thompson,,,,,,,,,,,,,,,,,,4,7,15,12,9,21,6,21,16,11,6,6,0,57,69,25,13,22,37,36,18,10,20,15,16,9,All
Asa Khalif,,,,,,,,,,,,,,,,,,,0,11,13,37,3,8,6,3,8,5,4,0,36,16,52,46,46,28,26,16,16,9,13,3,4,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,0,11,10,7,3,7,10,6,4,3,0,58,21,23,30,35,28,27,15,11,7,6,3,3,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,1,6,10,4,0,5,4,5,0,0,48,23,29,25,28,22,28,21,15,15,8,4,2,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,0,6,6,3,4,8,6,2,0,24,12,47,15,40,17,16,13,13,5,6,2,6,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,1,6,8,9,5,13,0,0,39,35,12,13,12,13,17,13,5,11,4,4,4,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,1,7,9,8,3,3,0,21,35,27,15,16,12,6,6,7,8,6,7,2,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,1,13,6,4,10,0,33,33,11,14,12,10,11,5,10,7,8,6,1,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,8,3,0,36,27,12,14,7,12,11,8,3,11,9,7,6,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,0,17,13,8,11,10,8,13,8,5,5,2,4,6,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,13,15,6,10,11,4,6,1,6,5,7,4,6,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,11,13,6,2,5,6,8,1,3,6,3,6,2,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,All
Lisa Deeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,561,76,73,217,74,102,55,21,21,7,12,5,All
Luigi Borda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,58,77,32,45,27,17,28,15,7,12,8,All
Kahlil Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,479,62,60,30,16,23,16,27,3,4,All
Jen Devor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18,64,21,26,44,10,9,1,9,All
Omar Sabir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,90,17,12,12,18,7,8,2,All
Marwan Kreidie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,17,22,15,21,29,6,1,All
Annette Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25,17,9,8,6,0,All
Carla Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,6,10,3,4,All
Moira Bohannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,8,3,2,All
Dennis Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,4,All
Robin Trent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,All
