col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Joshua Roberts,Jennifer Schultz,Carmella Jacquinto,Craig Levin,Tiffany Palmer,Cateria R Mccabe,Wendi Barish,Anthony Kyriakakis,Jon Marshall,Henry Mcgregor Sias,Nicola Serianni,Leon Goodman,James C Crumlish,Kendra Mccrae,Sherman Toppin,Terri M Booker,Chris Hall,Beth Grossman,Kay Yu,Laurie Dow,Janine D Momasso,Vicki Markovitz,James F Berardinelli,Robert Trimble,Gregory Weyer,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,All
Joshua Roberts,45,121,126,142,32,96,64,81,100,80,48,53,80,29,103,44,30,31,17,21,11,19,8,12,3,108,165,83,18,All
Jennifer Schultz,,15,55,112,91,55,86,49,102,38,102,39,59,59,21,28,43,70,54,24,33,26,20,17,2,175,67,109,33,All
Carmella Jacquinto,,,5,43,41,93,69,81,8,68,28,36,49,50,84,44,28,36,28,28,27,15,6,12,5,53,120,41,11,All
Craig Levin,,,,8,16,11,62,11,88,11,43,29,63,18,24,23,20,26,9,23,6,12,8,12,4,80,67,60,6,All
Tiffany Palmer,,,,,0,65,64,65,13,54,50,50,48,59,19,51,52,48,67,38,36,18,17,11,8,102,48,56,15,All
Cateria R Mccabe,,,,,,1,27,92,8,97,39,26,8,45,87,22,15,15,32,23,32,9,15,6,3,57,96,29,7,All
Wendi Barish,,,,,,,4,28,25,15,58,27,60,43,14,35,27,41,37,30,24,16,5,12,3,68,56,43,12,All
Anthony Kyriakakis,,,,,,,,1,10,99,17,25,43,17,77,14,51,17,39,7,10,8,9,8,4,51,82,30,13,All
Jon Marshall,,,,,,,,,9,8,35,17,31,9,4,10,13,17,9,12,7,6,5,11,2,69,34,47,10,All
Henry Mcgregor Sias,,,,,,,,,,1,30,18,16,14,75,8,21,15,40,5,12,10,16,1,1,51,68,31,6,All
Nicola Serianni,,,,,,,,,,,0,26,29,38,11,18,20,42,27,21,29,22,9,12,2,71,25,45,10,All
Leon Goodman,,,,,,,,,,,,0,38,36,32,52,35,21,22,24,24,19,18,15,8,48,51,35,12,All
James C Crumlish,,,,,,,,,,,,,0,17,13,21,50,20,14,15,4,6,5,12,2,45,51,32,14,All
Kendra Mccrae,,,,,,,,,,,,,,2,18,33,24,35,35,32,21,18,10,9,4,50,43,43,7,All
Sherman Toppin,,,,,,,,,,,,,,,0,33,16,14,11,18,8,7,5,11,7,24,99,17,7,All
