col_1,col_2,division
,District Council 6th District - Republican,All
,Pete Smith,All
Pete Smith,560,All
Total,560,All
,District Council 6th District - Republican,1
,Pete Smith,1
Pete Smith,45,1
Total,45,1
,District Council 6th District - Republican,2
,Pete Smith,2
Pete Smith,37,2
Total,37,2
,District Council 6th District - Republican,3
,Pete Smith,3
Pete Smith,17,3
Total,17,3
,District Council 6th District - Republican,4
,Pete Smith,4
Pete Smith,37,4
Total,37,4
,District Council 6th District - Republican,5
,Pete Smith,5
Pete Smith,16,5
Total,16,5
,District Council 6th District - Republican,6
,Pete Smith,6
Pete Smith,5,6
Total,5,6
,District Council 6th District - Republican,7
,Pete Smith,7
Pete Smith,72,7
Total,72,7
,District Council 6th District - Republican,8
,Pete Smith,8
Pete Smith,12,8
Total,12,8
,District Council 6th District - Republican,9
,Pete Smith,9
Pete Smith,27,9
Total,27,9
,District Council 6th District - Republican,10
,Pete Smith,10
Pete Smith,49,10
Total,49,10
,District Council 6th District - Republican,11
,Pete Smith,11
Pete Smith,13,11
Total,13,11
,District Council 6th District - Republican,12
,Pete Smith,12
Pete Smith,3,12
Total,3,12
,District Council 6th District - Republican,13
,Pete Smith,13
Pete Smith,12,13
Total,12,13
,District Council 6th District - Republican,14
,Pete Smith,14
Pete Smith,3,14
Total,3,14
,District Council 6th District - Republican,15
,Pete Smith,15
Pete Smith,3,15
Total,3,15
,District Council 6th District - Republican,16
,Pete Smith,16
Pete Smith,13,16
Total,13,16
,District Council 6th District - Republican,17
,Pete Smith,17
Pete Smith,10,17
Total,10,17
,District Council 6th District - Republican,18
,Pete Smith,18
Pete Smith,16,18
Total,16,18
,District Council 6th District - Republican,19
,Pete Smith,19
Pete Smith,24,19
Total,24,19
,District Council 6th District - Republican,20
,Pete Smith,20
Pete Smith,69,20
Total,69,20
,District Council 6th District - Republican,21
,Pete Smith,21
Pete Smith,22,21
Total,22,21
,District Council 6th District - Republican,22
,Pete Smith,22
Pete Smith,19,22
Total,19,22
,District Council 6th District - Republican,23
,Pete Smith,23
Pete Smith,36,23
Total,36,23
