col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,District Council 2nd District - Republican,Council At Large - Republican,,,,,,,All
,Michael Bradley,Matt Wolfe,Dan Tinney,Bill Heeney,Al Taubenberger,David Oh,Drew Murray,Irina M Goldstein,All
Michael Bradley,34,"1,063",862,887,837,518,344,236,All
Matt Wolfe,,38,748,806,712,436,285,168,All
Dan Tinney,,,26,830,842,313,268,261,All
Bill Heeney,,,,12,786,349,322,243,All
Al Taubenberger,,,,,20,310,249,255,All
David Oh,,,,,,16,278,160,All
Drew Murray,,,,,,,4,188,All
Irina M Goldstein,,,,,,,,4,All
Total,"1,423","1,184","1,083","1,082","1,034",610,460,369,All
