col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,division
,Judge Of The Superior Court - Democrat,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Helen Gym,Allan Domb,Adrián Rivera-reyes,Justin Diberardinis,Deja Lynn Alvarez,Erika Almirón,Isaiah Thomas,Derek S Green,Eryn Santamoor,Katherine Gilmore Richardson,Beth Finn,Ethelind Baylor,Willie Floyd Singletary,Ogbonna Paul Hagins,Sandra Dungee Glenn,Fernando Treviño,Billy Thompson,Asa Khalif,Joseph A Diorio,Latrice Y Bryant,Hena Veit,Fareed Abdullah,Vinny Black,Bobbie Curry,Edwin Santana,Mark Ross,Wayne Allen,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,All
Daniel D Mccaffery,40,210,164,363,228,176,182,160,120,140,133,110,103,79,51,82,67,43,53,54,42,54,27,25,31,35,25,22,31,22,20,11,0,All
Amanda Green-hawkins,,3,139,260,86,138,124,114,146,135,97,67,93,63,76,30,39,54,39,19,35,12,42,31,24,20,19,17,15,10,8,7,0,All
Beth Tarasi,,,16,211,99,125,92,113,79,71,54,59,58,74,34,48,53,39,26,34,32,24,27,33,22,19,18,18,19,12,9,10,0,All
Helen Gym,,,,7,140,159,165,121,149,142,103,86,85,63,78,43,63,40,31,29,23,17,16,29,15,19,14,16,14,10,11,6,0,All
Allan Domb,,,,,18,28,95,36,19,66,90,71,58,29,14,10,5,17,24,37,12,30,9,17,13,20,13,8,16,10,6,6,0,All
Adrián Rivera-reyes,,,,,,0,63,118,85,39,23,30,30,34,25,44,63,18,31,7,19,10,12,15,14,4,6,20,4,6,2,3,0,All
Justin Diberardinis,,,,,,,5,44,88,84,51,46,32,34,54,5,10,11,9,20,10,21,6,5,7,15,6,6,11,6,6,3,0,All
Deja Lynn Alvarez,,,,,,,,4,54,23,21,36,18,28,23,48,58,14,26,8,17,11,18,15,17,11,7,14,5,3,1,2,0,All
Erika Almirón,,,,,,,,,1,77,32,29,30,35,63,5,13,24,18,4,24,1,10,8,12,7,4,9,4,2,8,2,0,All
Isaiah Thomas,,,,,,,,,,1,80,17,53,12,52,12,4,13,6,14,20,7,11,6,13,8,4,2,7,9,2,5,0,All
Derek S Green,,,,,,,,,,,1,43,68,14,18,7,7,10,4,11,16,7,4,3,11,6,5,4,4,7,6,2,0,All
Eryn Santamoor,,,,,,,,,,,,2,37,26,6,8,13,21,13,16,6,10,10,8,4,9,10,7,4,2,3,1,0,All
Katherine Gilmore Richardson,,,,,,,,,,,,,0,26,13,5,6,20,14,2,10,6,9,8,9,2,5,3,3,5,3,1,0,All
Beth Finn,,,,,,,,,,,,,,0,13,3,8,28,11,15,11,9,12,10,6,6,12,3,13,7,4,4,0,All
Ethelind Baylor,,,,,,,,,,,,,,,1,1,2,4,7,3,4,2,9,1,6,1,2,0,0,3,2,1,0,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,1,33,5,4,8,6,7,6,5,4,6,1,1,5,4,2,3,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,0,2,9,6,4,4,1,7,4,2,1,2,1,2,0,0,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,,,,0,3,4,8,6,12,9,8,4,4,4,7,1,2,3,0,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,0,10,5,10,2,9,4,6,3,11,3,2,1,0,0,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,0,1,19,1,5,2,9,3,3,6,4,6,5,0,All
Asa Khalif,,,,,,,,,,,,,,,,,,,,,0,0,6,5,19,3,3,3,4,3,3,0,0,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,1,4,4,1,4,7,2,6,4,2,6,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,1,10,5,5,5,2,4,1,0,6,0,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,0,2,8,4,2,2,1,1,2,0,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,0,3,2,1,0,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,3,2,2,0,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,2,4,1,0,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,2,3,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,719,442,384,559,311,277,275,261,217,216,181,162,153,128,105,103,96,79,76,70,64,63,57,55,51,48,39,37,37,32,23,19,0,All
,Judge Of The Superior Court - Democrat,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Allan Domb,Helen Gym,Justin Diberardinis,Adrián Rivera-reyes,Derek S Green,Erika Almirón,Beth Finn,Eryn Santamoor,Deja Lynn Alvarez,Fernando Treviño,Ethelind Baylor,Isaiah Thomas,Katherine Gilmore Richardson,Vinny Black,Billy Thompson,Mark Ross,Willie Floyd Singletary,Asa Khalif,Bobbie Curry,Edwin Santana,Joseph A Diorio,Ogbonna Paul Hagins,Sandra Dungee Glenn,Wayne Edmund Dorsey,Devon Cade,Fareed Abdullah,Hena Veit,Latrice Y Bryant,Sherrie Cohen,Wayne Allen,1
Daniel D Mccaffery,3,15,7,19,17,17,10,9,7,8,6,7,6,4,4,4,5,4,4,3,2,2,1,2,1,1,1,0,0,0,0,0,0,1
Amanda Green-hawkins,,0,2,5,11,8,7,6,6,3,2,6,4,5,3,1,1,2,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,1
Beth Tarasi,,,0,6,6,6,1,1,2,5,2,1,0,1,3,2,2,0,3,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1
Allan Domb,,,,1,9,11,2,4,1,3,6,0,3,0,2,2,3,4,3,1,0,1,2,2,0,0,0,0,0,0,0,0,0,1
Helen Gym,,,,,0,12,5,7,6,4,3,3,3,2,5,3,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
Justin Diberardinis,,,,,,0,6,2,8,2,4,4,1,5,2,2,2,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Adrián Rivera-reyes,,,,,,,0,1,6,1,0,3,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Derek S Green,,,,,,,,0,1,2,3,3,2,0,3,3,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
Erika Almirón,,,,,,,,,0,1,1,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Beth Finn,,,,,,,,,,0,1,3,1,0,2,0,3,1,3,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1
Eryn Santamoor,,,,,,,,,,,0,1,0,0,0,2,2,1,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,1
Deja Lynn Alvarez,,,,,,,,,,,,0,1,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Fernando Treviño,,,,,,,,,,,,,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
Ethelind Baylor,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Isaiah Thomas,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Katherine Gilmore Richardson,,,,,,,,,,,,,,,,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Vinny Black,,,,,,,,,,,,,,,,,0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
Billy Thompson,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
Mark Ross,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
Asa Khalif,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1
