col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,City Commissioners - Democrat,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Jen Devor,Marwan Kreidie,Annette Thompson,Dennis Lee,Luigi Borda,Carla Cain,Moira Bohannon,Robin Trent,Warren Bloom,Lewis Harris Jr,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,All
Omar Sabir,"3,890","26,745","8,202",557,"4,945","2,641","2,900",787,"1,224",390,581,515,659,"19,641","24,984","14,102","2,117",All
Lisa Deeley,,"3,342","5,421","1,436","3,383","3,516","1,258","1,947","1,568",672,589,453,282,"17,802","19,656","10,337","2,985",All
Kahlil Williams,,,"1,354","14,512","3,007","2,290","2,124","1,386","1,171",790,821,490,797,"20,891","7,730","14,148","1,741",All
Jen Devor,,,,366,"1,016",409,302,"1,640",723,581,228,123,198,"12,070","1,243","7,833",762,All
Marwan Kreidie,,,,,"1,186",543,656,"1,195",552,470,447,245,93,"12,732","2,089","5,028",939,All
Annette Thompson,,,,,,357,418,344,"1,053",435,487,285,298,"4,962","3,864","3,274","1,181",All
Dennis Lee,,,,,,,389,504,744,143,316,306,276,"4,086","2,886","1,902","1,342",All
Luigi Borda,,,,,,,,870,461,273,163,217,98,"4,504","1,473","2,002","1,335",All
Carla Cain,,,,,,,,,232,439,316,151,161,"3,435","1,958","2,515",737,All
Moira Bohannon,,,,,,,,,,89,212,85,66,"2,234",633,"1,278",455,All
Robin Trent,,,,,,,,,,,76,153,141,"1,914","1,024",943,644,All
Warren Bloom,,,,,,,,,,,,134,168,976,"1,023",639,726,All
Lewis Harris Jr,,,,,,,,,,,,,100,825,"1,255",699,599,All
Rochelle Bilal,,,,,,,,,,,,,,"4,592",0,0,0,All
Jewell Williams,,,,,,,,,,,,,,,"4,276",0,0,All
Malika Rahman,,,,,,,,,,,,,,,,"2,720",0,All
Larry King Sr,,,,,,,,,,,,,,,,,917,All
Total,"70,651","60,485","47,961","23,293","22,839","14,106","11,362","11,110","9,367","4,886","4,787","3,671","3,644","66,715","44,300","41,430","9,832",All
