col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Annette Thompson,Dennis Lee,Carla Cain,Lewis Harris Jr,Robin Trent,Warren Bloom,Luigi Borda,Jen Devor,Moira Bohannon,Joshua Roberts,Carmella Jacquinto,Wendi Barish,James C Crumlish,Jennifer Schultz,Anthony Kyriakakis,Henry Mcgregor Sias,Craig Levin,Jon Marshall,Tiffany Palmer,Kendra Mccrae,Leon Goodman,Terri M Booker,Cateria R Mccabe,Sherman Toppin,Nicola Serianni,Beth Grossman,Janine D Momasso,Chris Hall,Laurie Dow,Kay Yu,James F Berardinelli,Robert Trimble,Vicki Markovitz,Gregory Weyer,All
Omar Sabir,110,756,257,117,79,89,29,21,15,13,11,5,4,"1,251",830,764,770,363,690,694,334,267,248,229,241,222,238,202,127,117,153,114,107,81,82,69,53,48,All
Lisa Deeley,,33,42,57,41,23,14,5,7,1,7,3,2,807,643,599,574,243,538,548,160,126,88,103,94,83,131,107,76,76,45,35,55,31,22,24,30,15,All
Kahlil Williams,,,34,13,54,14,26,19,14,8,2,19,5,163,130,117,122,129,85,76,91,78,206,163,146,148,101,80,70,90,57,105,59,77,58,48,29,35,All
Marwan Kreidie,,,,32,9,22,3,0,1,4,8,0,0,171,27,43,56,223,17,20,154,141,26,33,46,26,23,27,41,24,8,18,15,14,8,21,11,6,All
Annette Thompson,,,,,5,23,18,10,7,7,1,3,3,77,62,106,41,104,24,14,59,50,103,109,64,67,60,38,65,60,34,51,54,37,16,24,26,15,All
Dennis Lee,,,,,,10,25,9,6,4,6,2,1,94,63,79,75,52,53,35,66,42,47,56,71,50,51,45,31,31,38,32,40,21,22,20,19,16,All
Carla Cain,,,,,,,4,4,5,3,4,1,2,37,48,57,34,41,16,14,36,13,36,49,36,28,29,24,31,33,33,15,38,23,27,7,13,13,All
Lewis Harris Jr,,,,,,,,0,3,3,1,2,0,25,12,26,18,24,14,9,17,20,22,18,23,26,13,17,16,20,14,26,12,19,11,12,9,10,All
