col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Annette Thompson,Jen Devor,Dennis Lee,Carla Cain,Moira Bohannon,Luigi Borda,Robin Trent,Lewis Harris Jr,Warren Bloom,Jennifer Schultz,Joshua Roberts,Wendi Barish,Tiffany Palmer,Carmella Jacquinto,James C Crumlish,Anthony Kyriakakis,Jon Marshall,Leon Goodman,Kendra Mccrae,Craig Levin,Terri M Booker,Henry Mcgregor Sias,Kay Yu,Nicola Serianni,Beth Grossman,Cateria R Mccabe,Janine D Momasso,Chris Hall,Laurie Dow,Sherman Toppin,Vicki Markovitz,Robert Trimble,James F Berardinelli,Gregory Weyer,All
Omar Sabir,22,102,59,26,23,1,23,5,9,3,3,2,2,129,187,103,48,111,90,70,77,78,51,73,74,69,33,32,38,38,38,18,33,38,15,12,10,3,All
Lisa Deeley,,7,18,20,15,6,1,5,3,3,1,0,0,84,104,83,29,81,72,61,42,26,32,45,19,61,18,36,25,18,9,7,13,17,16,10,5,3,All
Kahlil Williams,,,17,11,13,25,2,6,3,4,4,7,5,59,37,49,79,30,33,49,27,38,48,23,37,30,43,27,35,28,24,32,18,16,17,9,8,11,All
Marwan Kreidie,,,,5,2,4,3,1,1,6,3,0,2,62,44,17,22,7,24,19,32,11,13,32,6,7,10,19,8,10,8,11,6,6,5,5,3,3,All
Annette Thompson,,,,,4,0,2,6,3,0,1,1,0,32,21,18,24,20,10,6,8,17,24,8,20,3,9,20,23,6,7,9,11,4,9,2,1,3,All
Jen Devor,,,,,,1,0,7,4,9,3,1,0,24,7,22,43,12,14,28,4,6,11,2,9,22,26,18,6,15,12,18,10,4,9,1,3,7,All
Dennis Lee,,,,,,,0,0,0,4,4,1,2,14,12,22,8,7,13,9,9,23,7,4,22,3,6,7,5,10,18,9,12,5,4,1,0,0,All
Carla Cain,,,,,,,,0,3,1,3,1,0,14,8,15,17,14,11,10,5,10,15,6,10,1,12,11,10,10,8,9,9,3,3,2,4,0,All
Moira Bohannon,,,,,,,,,3,1,3,0,0,15,5,6,14,8,9,14,3,5,12,2,9,8,10,7,4,5,6,7,7,3,4,1,1,0,All
Luigi Borda,,,,,,,,,,0,0,1,1,16,6,10,19,1,17,9,5,6,3,4,3,8,7,15,6,10,5,10,2,3,2,1,2,2,All
Robin Trent,,,,,,,,,,,0,0,0,9,5,6,10,5,8,6,3,4,10,4,6,5,4,4,3,4,2,8,7,1,3,3,1,0,All
Lewis Harris Jr,,,,,,,,,,,,0,1,7,7,0,6,2,3,3,3,6,5,4,5,0,1,3,4,1,0,5,0,1,2,1,2,1,All
Warren Bloom,,,,,,,,,,,,,0,6,2,3,1,1,2,1,1,5,3,4,3,1,2,4,3,3,2,2,2,4,1,2,0,1,All
Jennifer Schultz,,,,,,,,,,,,,,16,84,57,67,35,42,32,72,44,46,87,28,24,35,62,42,29,26,23,26,15,23,9,8,3,All
Joshua Roberts,,,,,,,,,,,,,,,7,76,17,87,92,62,68,32,21,68,37,61,12,22,23,10,10,12,11,24,16,7,8,3,All
Wendi Barish,,,,,,,,,,,,,,,,0,50,75,80,75,10,43,40,12,43,62,26,40,39,28,33,20,37,7,18,6,1,6,All
Tiffany Palmer,,,,,,,,,,,,,,,,,0,40,36,68,12,32,59,11,32,39,59,40,35,40,25,46,19,12,16,8,9,11,All
Carmella Jacquinto,,,,,,,,,,,,,,,,,,2,74,66,11,25,41,10,33,63,21,20,24,18,15,13,15,18,12,2,3,2,All
James C Crumlish,,,,,,,,,,,,,,,,,,,0,84,26,30,16,27,21,57,11,22,18,11,5,37,7,13,10,7,4,0,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,0,9,18,28,7,13,77,37,16,12,19,12,37,10,12,8,4,8,3,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,1,22,14,66,16,2,8,19,20,5,3,14,9,9,3,7,2,0,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,1,32,26,46,9,23,17,17,28,38,19,30,17,8,10,5,2,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,,,,1,12,33,8,26,36,29,29,18,17,19,13,10,10,5,2,All
Craig Levin,,,,,,,,,,,,,,,,,,,,,,,,3,12,5,11,21,12,6,4,9,6,10,4,10,2,2,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,1,5,25,18,19,24,34,10,22,19,10,4,3,6,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,0,34,16,7,18,4,5,6,11,8,2,5,6,All
Kay Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,4,19,9,26,14,15,7,4,4,1,4,6,All
Nicola Serianni,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,26,17,11,13,6,14,4,6,7,All
Beth Grossman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,8,17,19,5,24,3,5,3,All
Cateria R Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,3,15,14,5,3,2,6,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,25,9,6,4,4,5,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,5,7,5,7,2,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,6,0,2,2,All
