col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Helen Gym,Allan Domb,Justin Diberardinis,Katherine Gilmore Richardson,Derek S Green,Adrián Rivera-reyes,Eryn Santamoor,Deja Lynn Alvarez,Isaiah Thomas,Beth Finn,Erika Almirón,Joseph A Diorio,Sandra Dungee Glenn,Billy Thompson,Willie Floyd Singletary,Ogbonna Paul Hagins,Fernando Treviño,Bobbie Curry,Vinny Black,Mark Ross,Wayne Edmund Dorsey,Ethelind Baylor,Hena Veit,Asa Khalif,Latrice Y Bryant,Edwin Santana,Wayne Allen,Fareed Abdullah,Devon Cade,Sherrie Cohen,Lisa Deeley,Omar Sabir,Marwan Kreidie,Kahlil Williams,Annette Thompson,Jen Devor,Luigi Borda,Dennis Lee,Carla Cain,Moira Bohannon,Robin Trent,Warren Bloom,Lewis Harris Jr,All
Helen Gym,18,221,120,145,138,105,114,88,128,69,78,45,49,39,50,59,27,18,15,18,16,36,24,15,15,8,8,8,4,0,309,179,105,82,65,43,34,31,32,25,18,9,2,All
Allan Domb,,28,115,126,130,20,81,35,100,64,25,63,42,42,20,7,18,28,31,25,20,10,14,11,9,8,11,6,14,0,216,102,25,60,51,29,30,39,34,17,15,24,10,All
Justin Diberardinis,,,9,50,69,20,69,25,49,37,38,35,20,24,4,5,11,18,17,18,10,23,2,8,3,5,4,3,5,0,111,27,23,50,26,33,27,19,11,16,14,13,5,All
Katherine Gilmore Richardson,,,,1,96,16,58,18,89,45,29,21,39,18,2,5,16,14,2,13,10,9,12,4,7,2,6,2,2,0,142,83,15,29,30,23,18,12,19,18,14,7,2,All
Derek S Green,,,,,2,19,30,14,92,11,22,17,8,14,4,5,8,10,10,7,8,20,4,6,7,6,6,3,4,0,121,78,19,43,16,19,13,12,13,8,13,7,3,All
Adrián Rivera-reyes,,,,,,8,31,90,14,17,30,12,15,9,50,52,30,4,6,5,3,7,7,10,4,11,4,6,1,0,84,70,63,24,19,17,14,7,11,10,7,2,2,All
Eryn Santamoor,,,,,,,4,32,12,43,43,20,21,17,7,7,19,14,8,13,6,5,12,10,10,8,7,5,4,0,78,28,23,50,29,33,12,16,20,17,9,7,2,All
Deja Lynn Alvarez,,,,,,,,7,15,21,30,12,7,11,47,50,25,6,4,7,7,5,9,10,8,9,5,4,4,0,73,67,63,25,18,10,16,9,12,8,10,3,5,All
Isaiah Thomas,,,,,,,,,3,10,25,11,20,7,3,3,11,1,6,7,6,24,3,3,5,7,4,7,7,0,103,95,15,33,19,9,7,11,9,11,11,4,2,All
Beth Finn,,,,,,,,,,0,31,31,32,24,7,4,6,21,10,14,13,2,13,7,7,4,6,8,6,0,75,17,20,14,40,22,21,13,20,14,10,9,3,All
Erika Almirón,,,,,,,,,,,2,9,18,5,4,1,21,1,2,1,3,15,9,7,5,7,3,4,3,0,41,19,20,41,16,25,10,6,16,15,11,1,1,All
Joseph A Diorio,,,,,,,,,,,,0,10,23,8,7,9,21,16,15,8,5,4,1,8,4,7,4,8,0,48,17,11,10,21,10,29,27,14,3,6,10,5,All
Sandra Dungee Glenn,,,,,,,,,,,,,1,5,4,2,3,10,4,11,10,3,8,3,3,3,5,5,2,0,49,16,10,18,26,18,5,8,15,10,7,3,2,All
Billy Thompson,,,,,,,,,,,,,,0,7,4,9,23,8,16,12,1,8,3,4,4,3,1,2,0,35,10,15,12,24,12,13,17,10,6,4,14,5,All
Willie Floyd Singletary,,,,,,,,,,,,,,,1,42,8,3,3,3,6,0,3,1,5,1,0,1,1,0,46,38,40,9,6,2,7,7,1,3,3,2,2,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,0,9,1,3,2,3,1,5,1,3,1,2,0,1,0,42,37,38,8,9,1,6,2,3,1,0,3,2,All
Fernando Treviño,,,,,,,,,,,,,,,,,1,4,4,2,3,3,5,1,4,11,0,2,1,0,28,15,14,15,7,10,10,9,3,10,7,3,2,All
Bobbie Curry,,,,,,,,,,,,,,,,,,0,6,10,6,1,3,0,2,2,9,1,3,0,24,6,3,2,12,8,10,11,6,5,9,10,5,All
Vinny Black,,,,,,,,,,,,,,,,,,,4,7,2,0,4,4,6,3,5,0,2,0,23,7,3,8,8,6,8,10,4,2,6,6,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,0,11,2,3,2,4,2,3,1,2,0,23,5,3,8,9,11,9,15,8,7,3,3,3,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,0,2,4,3,2,3,4,1,4,0,12,5,5,11,14,4,3,8,7,8,3,5,5,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,2,2,0,0,0,17,12,10,13,5,7,5,3,8,3,2,0,1,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,1,4,2,2,1,2,3,0,22,4,7,10,12,4,6,4,11,5,2,1,1,All
Asa Khalif,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,0,3,3,0,13,12,1,13,4,2,3,0,4,2,4,2,3,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,3,0,15,7,3,6,10,4,3,5,7,1,4,1,2,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,0,9,9,1,7,5,0,4,6,4,4,4,3,1,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,6,2,1,2,5,2,4,11,5,0,6,4,3,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,7,9,5,7,3,1,1,2,4,2,1,2,0,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,2,2,6,4,2,1,4,5,2,4,2,2,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Lisa Deeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,121,41,26,41,19,24,22,21,15,8,8,3,All
Omar Sabir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,34,16,5,2,8,6,11,1,3,2,0,All
Marwan Kreidie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,5,7,3,2,4,5,6,0,0,All
Kahlil Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16,26,5,6,4,6,2,3,3,All
Annette Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,6,14,2,7,4,1,All
Jen Devor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,3,4,3,2,2,All
Luigi Borda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,2,5,0,3,2,All
Dennis Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,8,7,2,All
Carla Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,0,All
Moira Bohannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,0,All
Robin Trent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,All
Warren Bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,All
Lewis Harris Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,All
Total,575,439,255,231,218,208,202,194,189,156,125,124,105,101,98,85,78,65,60,59,50,49,46,36,36,35,30,25,24,0,528,274,161,144,122,86,80,79,72,53,47,38,22,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,1
