col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Helen Gym,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Eryn Santamoor,Justin Diberardinis,Adrián Rivera-reyes,Beth Finn,Deja Lynn Alvarez,Joseph A Diorio,Willie Floyd Singletary,Erika Almirón,Sandra Dungee Glenn,Billy Thompson,Ogbonna Paul Hagins,Vinny Black,Fernando Treviño,Bobbie Curry,Ethelind Baylor,Latrice Y Bryant,Mark Ross,Edwin Santana,Fareed Abdullah,Hena Veit,Asa Khalif,Wayne Allen,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,Lisa Deeley,Omar Sabir,Kahlil Williams,Marwan Kreidie,Annette Thompson,Jen Devor,Luigi Borda,Dennis Lee,Carla Cain,Robin Trent,Moira Bohannon,Warren Bloom,Lewis Harris Jr,All
Helen Gym,27,612,462,390,390,295,197,143,120,123,65,101,109,81,62,86,32,52,33,45,34,21,21,23,32,22,19,13,12,0,685,487,158,113,106,95,59,53,65,35,27,30,11,All
Allan Domb,,34,393,400,376,256,222,51,91,42,96,37,40,64,72,8,54,24,42,32,18,40,19,24,20,19,24,20,16,0,603,392,124,50,90,55,57,58,46,40,29,43,11,All
Katherine Gilmore Richardson,,,1,326,340,149,86,32,70,25,37,19,67,63,18,7,17,35,20,21,16,15,10,10,18,10,9,5,3,0,408,293,96,28,57,75,28,20,39,22,21,14,9,All
Derek S Green,,,,4,350,88,88,12,10,18,21,13,18,24,28,4,28,4,13,22,9,12,14,11,5,8,12,4,4,0,358,306,73,20,31,24,14,25,20,13,7,14,7,All
Isaiah Thomas,,,,,1,70,89,25,18,20,16,14,22,22,17,4,13,12,4,30,17,6,11,20,7,18,9,6,4,0,355,358,62,16,20,19,17,15,18,9,10,9,9,All
Eryn Santamoor,,,,,,16,137,56,68,42,50,26,66,34,32,11,25,34,23,13,15,20,14,5,20,10,7,3,13,0,243,96,100,47,51,73,35,39,31,23,17,16,11,All
Justin Diberardinis,,,,,,,6,23,48,15,44,6,29,23,24,9,29,17,23,24,12,16,10,8,9,11,10,6,9,0,198,79,59,29,32,34,39,27,21,19,13,15,10,All
Adrián Rivera-reyes,,,,,,,,2,30,112,18,90,16,16,16,72,8,25,6,11,12,3,14,12,9,14,3,2,5,0,117,99,28,82,23,11,15,20,16,5,13,5,10,All
Beth Finn,,,,,,,,,0,23,36,9,42,51,28,5,17,12,15,16,16,15,11,5,24,5,11,11,10,0,123,20,26,15,63,33,24,17,31,17,19,18,2,All
Deja Lynn Alvarez,,,,,,,,,,2,16,80,26,7,7,68,3,21,6,11,14,2,16,6,7,6,2,4,2,0,102,81,24,67,20,13,18,11,19,4,9,4,4,All
Joseph A Diorio,,,,,,,,,,,6,14,6,19,27,10,17,9,27,1,7,22,11,6,7,6,11,13,8,0,98,27,16,15,25,14,33,25,9,19,12,9,7,All
Willie Floyd Singletary,,,,,,,,,,,,1,6,11,16,69,6,9,8,6,11,6,2,5,7,6,6,6,3,0,90,77,13,58,18,4,7,16,9,4,5,5,6,All
Erika Almirón,,,,,,,,,,,,,0,31,6,5,7,30,6,14,15,2,6,2,6,8,2,8,3,0,51,27,51,7,27,55,11,9,19,10,14,6,5,All
Sandra Dungee Glenn,,,,,,,,,,,,,,0,17,4,8,3,12,8,12,11,3,6,14,7,2,6,2,0,73,31,28,11,37,17,12,10,17,13,14,9,6,All
Billy Thompson,,,,,,,,,,,,,,,2,5,13,4,21,3,6,15,8,4,2,3,12,5,8,0,54,24,19,12,25,15,17,23,12,9,9,16,11,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,1,2,9,1,1,1,4,3,2,5,3,1,3,1,0,61,51,6,49,8,2,9,6,2,2,3,1,2,All
Vinny Black,,,,,,,,,,,,,,,,,1,3,7,6,5,5,3,3,7,4,8,6,9,0,61,21,15,8,10,6,7,11,12,8,8,5,4,All
Fernando Treviño,,,,,,,,,,,,,,,,,,0,4,3,7,2,12,9,3,4,1,4,1,0,31,24,31,9,5,26,16,11,7,1,3,2,4,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,2,4,3,12,6,4,1,2,6,10,6,0,37,5,7,10,19,5,12,15,13,11,7,7,4,All
