col_1,col_2,col_3,col_4,col_5,col_6,division
,District Council 4th District - Democrat,,Judge Of The Superior Court - Democrat,,,All
,Curtis Jones Jr,Ron Adams,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,All
Curtis Jones Jr,32,0,153,120,31,All
Ron Adams,,6,49,37,23,All
Daniel D Mccaffery,,,13,107,25,All
Amanda Green-hawkins,,,,10,11,All
Beth Tarasi,,,,,3,All
Total,243,81,230,180,61,All
,District Council 4th District - Democrat,,Judge Of The Superior Court - Democrat,,,9
,Curtis Jones Jr,Ron Adams,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,9
Curtis Jones Jr,11,0,50,32,3,9
Ron Adams,,1,22,16,5,9
Daniel D Mccaffery,,,2,31,2,9
Amanda Green-hawkins,,,,0,0,9
Beth Tarasi,,,,,0,9
Total,80,32,79,53,8,9
,District Council 4th District - Democrat,,Judge Of The Superior Court - Democrat,,,16
,Curtis Jones Jr,Ron Adams,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,16
Curtis Jones Jr,10,0,40,33,12,16
Ron Adams,,4,9,8,6,16
Daniel D Mccaffery,,,3,29,8,16
Amanda Green-hawkins,,,,1,5,16
Beth Tarasi,,,,,3,16
Total,62,20,53,43,23,16
,District Council 4th District - Democrat,,Judge Of The Superior Court - Democrat,,,17
,Curtis Jones Jr,Ron Adams,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,17
Curtis Jones Jr,5,0,30,28,2,17
Ron Adams,,0,8,3,3,17
Daniel D Mccaffery,,,4,21,3,17
Amanda Green-hawkins,,,,8,0,17
Beth Tarasi,,,,,0,17
Total,48,9,44,41,5,17
,Judge Of The Superior Court - Democrat,,,District Council 4th District - Democrat,,18
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Curtis Jones Jr,Ron Adams,18
Daniel D Mccaffery,4,26,12,33,10,18
Amanda Green-hawkins,,1,6,27,10,18
Beth Tarasi,,,0,14,9,18
Curtis Jones Jr,,,,6,0,18
Ron Adams,,,,,1,18
Total,54,43,25,53,20,18
