col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Joshua Roberts,Jennifer Schultz,Wendi Barish,James C Crumlish,Jon Marshall,Craig Levin,Carmella Jacquinto,Nicola Serianni,Sherman Toppin,Terri M Booker,Tiffany Palmer,Kendra Mccrae,Anthony Kyriakakis,Leon Goodman,Beth Grossman,Cateria R Mccabe,Laurie Dow,Kay Yu,Janine D Momasso,Chris Hall,Vicki Markovitz,Robert Trimble,James F Berardinelli,Henry Mcgregor Sias,Gregory Weyer,Helen Gym,Isaiah Thomas,Allan Domb,Adrián Rivera-reyes,Derek S Green,Deja Lynn Alvarez,Katherine Gilmore Richardson,Willie Floyd Singletary,Justin Diberardinis,Ogbonna Paul Hagins,Eryn Santamoor,Fareed Abdullah,Fernando Treviño,Asa Khalif,Sandra Dungee Glenn,Latrice Y Bryant,Erika Almirón,Joseph A Diorio,Edwin Santana,Billy Thompson,Beth Finn,Ethelind Baylor,Wayne Allen,Devon Cade,Bobbie Curry,Hena Veit,Mark Ross,Vinny Black,Wayne Edmund Dorsey,Sherrie Cohen,All
Joshua Roberts,23,154,196,220,158,138,174,183,172,59,34,30,58,47,31,35,29,19,11,19,20,22,13,23,10,212,218,223,175,200,164,175,150,154,104,32,31,27,18,8,21,15,25,15,26,20,17,8,13,13,10,14,8,6,0,All
Jennifer Schultz,,13,60,43,149,142,42,70,28,40,46,49,26,30,54,23,30,31,26,25,33,26,13,11,6,219,72,85,217,61,186,56,135,29,104,39,21,37,29,20,23,32,21,17,17,30,11,10,9,12,16,6,7,4,0,All
Wendi Barish,,,3,172,29,32,161,182,153,54,46,48,39,35,44,34,47,23,22,18,29,21,17,8,8,93,206,192,50,185,39,176,26,163,12,32,24,34,22,24,32,23,18,12,18,25,18,7,12,9,10,7,7,3,0,All
James C Crumlish,,,,2,27,36,153,169,151,30,22,25,37,29,19,11,29,9,8,23,7,17,11,10,7,64,181,179,38,171,19,143,29,151,15,23,14,22,13,7,16,10,22,13,17,10,13,7,10,5,7,3,5,3,0,All
Jon Marshall,,,,,5,139,24,32,21,34,27,26,21,34,31,12,16,13,12,17,14,15,6,3,3,162,49,47,164,34,144,31,143,13,97,18,16,20,10,6,19,11,23,13,13,11,3,4,9,11,4,7,8,2,0,All
Craig Levin,,,,,,11,19,28,18,26,13,16,21,20,19,12,15,15,12,12,9,13,13,8,5,164,52,47,138,37,131,24,139,15,94,20,13,17,10,5,8,10,14,12,14,7,3,7,10,5,5,6,2,4,0,All
Carmella Jacquinto,,,,,,,3,144,146,34,47,41,33,39,27,32,18,31,21,20,27,18,5,18,7,76,170,163,47,157,46,153,18,138,12,17,25,31,26,27,14,18,14,29,13,16,15,10,7,5,10,7,2,1,0,All
Nicola Serianni,,,,,,,,0,147,24,35,37,21,29,32,23,32,16,21,15,35,11,10,11,4,78,167,158,50,156,45,157,29,138,19,29,20,25,16,17,35,21,15,13,14,22,8,4,10,6,11,9,3,1,0,All
Sherman Toppin,,,,,,,,,0,34,23,31,30,26,13,14,29,18,13,8,13,7,9,16,7,56,178,175,27,158,23,147,23,129,8,13,15,9,14,13,26,6,11,9,10,5,6,2,5,9,7,9,6,2,0,All
Terri M Booker,,,,,,,,,,5,50,47,25,50,31,26,22,23,22,30,17,13,10,7,8,63,105,67,35,72,29,51,27,30,16,32,36,12,25,21,27,6,9,9,16,8,17,12,11,11,5,10,13,6,0,All
Tiffany Palmer,,,,,,,,,,,3,56,17,40,33,36,28,23,18,20,15,12,12,9,9,60,68,45,32,54,31,41,20,22,8,21,29,12,28,29,23,23,7,12,17,16,13,12,5,10,5,6,7,2,0,All
Kendra Mccrae,,,,,,,,,,,,1,14,31,38,39,30,19,22,23,15,15,9,4,7,66,71,52,35,46,32,41,25,23,5,23,26,17,23,28,23,13,10,11,17,20,9,12,9,9,5,7,7,2,0,All
Anthony Kyriakakis,,,,,,,,,,,,,6,21,19,22,9,19,15,18,11,11,10,21,3,51,52,49,23,41,24,46,15,27,10,19,14,19,8,13,9,11,11,10,15,9,4,4,8,9,4,7,5,1,0,All
Leon Goodman,,,,,,,,,,,,,,0,29,19,16,26,17,25,7,15,7,6,8,55,62,37,40,46,30,31,21,20,16,11,23,16,20,14,21,10,17,11,21,11,11,8,12,11,7,10,6,6,0,All
Beth Grossman,,,,,,,,,,,,,,,1,19,25,21,16,17,23,7,7,16,5,63,44,55,29,36,31,31,17,22,10,19,17,6,17,19,15,16,17,8,10,17,7,8,11,9,9,8,9,2,0,All
Cateria R Mccabe,,,,,,,,,,,,,,,,1,16,14,26,8,14,9,8,15,4,45,51,42,22,40,18,38,9,16,7,19,16,12,14,17,10,19,5,10,9,10,7,8,9,6,5,3,2,1,0,All
Laurie Dow,,,,,,,,,,,,,,,,,1,14,12,13,15,5,9,8,5,41,51,48,15,45,18,35,11,26,4,7,12,6,19,18,25,13,9,9,10,10,8,4,4,8,6,1,3,5,0,All
