col_1,col_2,col_3,division
,Judge Of The Court Of Common Pleas - Republican,District Council 6th District - Republican,All
,Beth Grossman,Pete Smith,All
Beth Grossman,90,434,All
Pete Smith,,58,All
Total,524,492,All
,Judge Of The Court Of Common Pleas - Republican,District Council 6th District - Republican,1
,Beth Grossman,Pete Smith,1
Beth Grossman,6,18,1
Pete Smith,,4,1
Total,24,22,1
,Judge Of The Court Of Common Pleas - Republican,District Council 6th District - Republican,2
,Beth Grossman,Pete Smith,2
Beth Grossman,10,55,2
Pete Smith,,2,2
Total,65,57,2
,Judge Of The Court Of Common Pleas - Republican,District Council 6th District - Republican,3
,Beth Grossman,Pete Smith,3
Beth Grossman,6,17,3
Pete Smith,,2,3
Total,23,19,3
,Judge Of The Court Of Common Pleas - Republican,District Council 6th District - Republican,4
,Beth Grossman,Pete Smith,4
Beth Grossman,6,26,4
Pete Smith,,4,4
Total,32,30,4
,Judge Of The Court Of Common Pleas - Republican,District Council 6th District - Republican,5
,Beth Grossman,Pete Smith,5
Beth Grossman,6,30,5
Pete Smith,,2,5
Total,36,32,5
,Judge Of The Court Of Common Pleas - Republican,District Council 6th District - Republican,6
,Beth Grossman,Pete Smith,6
Beth Grossman,7,27,6
Pete Smith,,3,6
Total,34,30,6
,Judge Of The Court Of Common Pleas - Republican,District Council 6th District - Republican,7
,Beth Grossman,Pete Smith,7
Beth Grossman,8,18,7
Pete Smith,,7,7
Total,26,25,7
,District Council 6th District - Republican,Judge Of The Court Of Common Pleas - Republican,8
,Pete Smith,Beth Grossman,8
Pete Smith,5,32,8
Beth Grossman,,1,8
Total,37,33,8
,District Council 6th District - Republican,Judge Of The Court Of Common Pleas - Republican,9
,Pete Smith,Beth Grossman,9
Pete Smith,1,14,9
Beth Grossman,,0,9
Total,15,14,9
,District Council 6th District - Republican,Judge Of The Court Of Common Pleas - Republican,10
,Pete Smith,Beth Grossman,10
Pete Smith,5,15,10
Beth Grossman,,3,10
Total,20,18,10
,Judge Of The Court Of Common Pleas - Republican,District Council 6th District - Republican,11
,Beth Grossman,Pete Smith,11
Beth Grossman,3,23,11
Pete Smith,,3,11
Total,26,26,11
,Judge Of The Court Of Common Pleas - Republican,District Council 6th District - Republican,12
,Beth Grossman,Pete Smith,12
Beth Grossman,1,6,12
Pete Smith,,1,12
Total,7,7,12
,Judge Of The Court Of Common Pleas - Republican,District Council 6th District - Republican,13
,Beth Grossman,Pete Smith,13
Beth Grossman,6,24,13
Pete Smith,,2,13
Total,30,26,13
,Judge Of The Court Of Common Pleas - Republican,District Council 6th District - Republican,14
,Beth Grossman,Pete Smith,14
Beth Grossman,5,20,14
Pete Smith,,4,14
Total,25,24,14
,Judge Of The Court Of Common Pleas - Republican,District Council 6th District - Republican,15
,Beth Grossman,Pete Smith,15
Beth Grossman,3,23,15
Pete Smith,,1,15
Total,26,24,15
,District Council 6th District - Republican,Judge Of The Court Of Common Pleas - Republican,16
,Pete Smith,Beth Grossman,16
Pete Smith,5,30,16
Beth Grossman,,2,16
Total,35,32,16
,Judge Of The Court Of Common Pleas - Republican,District Council 6th District - Republican,17
,Beth Grossman,Pete Smith,17
Beth Grossman,7,17,17
Pete Smith,,1,17
Total,24,18,17
,Judge Of The Court Of Common Pleas - Republican,District Council 6th District - Republican,18
,Beth Grossman,Pete Smith,18
Beth Grossman,10,39,18
Pete Smith,,6,18
Total,49,45,18
