col_1,col_2,col_3,col_4,col_5,division
,District Council 1st District - Republican,Judge Of The Superior Court - Republican,,,All
,Daniel Orsino,Megan Mccarthy King,Rebecca Warren,Christylee Peck,All
Daniel Orsino,22,169,118,83,All
Megan Mccarthy King,,17,86,80,All
Rebecca Warren,,,10,20,All
Christylee Peck,,,,5,All
Total,243,221,142,113,All
,Judge Of The Superior Court - Republican,,,District Council 1st District - Republican,1
,Megan Mccarthy King,Christylee Peck,Rebecca Warren,Daniel Orsino,1
Megan Mccarthy King,2,9,6,12,1
Christylee Peck,,0,0,7,1
Rebecca Warren,,,0,5,1
Daniel Orsino,,,,2,1
Total,18,9,7,15,1
,District Council 1st District - Republican,Judge Of The Superior Court - Republican,,,2
,Daniel Orsino,Christylee Peck,Megan Mccarthy King,Rebecca Warren,2
Daniel Orsino,2,7,6,3,2
Christylee Peck,,0,6,2,2
Megan Mccarthy King,,,0,2,2
Rebecca Warren,,,,2,2
Total,10,8,8,6,2
,District Council 1st District - Republican,Judge Of The Superior Court - Republican,,,3
,Daniel Orsino,Megan Mccarthy King,Rebecca Warren,Christylee Peck,3
Daniel Orsino,2,15,10,7,3
Megan Mccarthy King,,4,7,7,3
Rebecca Warren,,,1,0,3
Christylee Peck,,,,0,3
Total,22,21,11,9,3
,District Council 1st District - Republican,Judge Of The Superior Court - Republican,,,4
,Daniel Orsino,Megan Mccarthy King,Christylee Peck,Rebecca Warren,4
Daniel Orsino,3,12,6,10,4
Megan Mccarthy King,,1,5,6,4
Christylee Peck,,,2,4,4
Rebecca Warren,,,,0,4
Total,20,17,11,11,4
,District Council 1st District - Republican,Judge Of The Superior Court - Republican,,,5
,Daniel Orsino,Megan Mccarthy King,Rebecca Warren,Christylee Peck,5
Daniel Orsino,1,20,13,11,5
Megan Mccarthy King,,1,10,7,5
Rebecca Warren,,,2,3,5
Christylee Peck,,,,0,5
Total,26,22,16,11,5
,Judge Of The Superior Court - Republican,,,District Council 1st District - Republican,6
,Megan Mccarthy King,Rebecca Warren,Christylee Peck,Daniel Orsino,6
Megan Mccarthy King,0,8,3,11,6
Rebecca Warren,,3,0,7,6
Christylee Peck,,,0,1,6
Daniel Orsino,,,,2,6
Total,15,12,3,14,6
,District Council 1st District - Republican,Judge Of The Superior Court - Republican,,,7
,Daniel Orsino,Rebecca Warren,Megan Mccarthy King,Christylee Peck,7
Daniel Orsino,2,12,9,5,7
Rebecca Warren,,0,5,3,7
Megan Mccarthy King,,,1,5,7
Christylee Peck,,,,1,7
Total,20,15,13,10,7
,District Council 1st District - Republican,Judge Of The Superior Court - Republican,,,8
,Daniel Orsino,Megan Mccarthy King,Rebecca Warren,Christylee Peck,8
Daniel Orsino,0,10,8,5,8
Megan Mccarthy King,,0,5,3,8
Rebecca Warren,,,0,2,8
Christylee Peck,,,,2,8
Total,13,10,8,7,8
,District Council 1st District - Republican,Judge Of The Superior Court - Republican,,,9
,Daniel Orsino,Megan Mccarthy King,Rebecca Warren,Christylee Peck,9
Daniel Orsino,1,5,6,3,9
Megan Mccarthy King,,1,2,2,9
Rebecca Warren,,,0,1,9
Christylee Peck,,,,0,9
Total,10,6,6,3,9
,Judge Of The Superior Court - Republican,,,District Council 1st District - Republican,10
,Megan Mccarthy King,Rebecca Warren,Christylee Peck,Daniel Orsino,10
Megan Mccarthy King,2,6,5,9,10
Rebecca Warren,,0,0,6,10
Christylee Peck,,,0,3,10
Daniel Orsino,,,,3,10
Total,14,7,5,13,10
,Judge Of The Superior Court - Republican,,,District Council 1st District - Republican,11
,Megan Mccarthy King,Christylee Peck,Rebecca Warren,Daniel Orsino,11
Megan Mccarthy King,1,5,3,7,11
Christylee Peck,,0,0,2,11
Rebecca Warren,,,0,3,11
Daniel Orsino,,,,0,11
Total,11,5,3,7,11
,District Council 1st District - Republican,Judge Of The Superior Court - Republican,,,12
,Daniel Orsino,Megan Mccarthy King,Rebecca Warren,Christylee Peck,12
Daniel Orsino,0,10,9,7,12
Megan Mccarthy King,,1,4,6,12
Rebecca Warren,,,0,2,12
Christylee Peck,,,,0,12
Total,15,12,9,8,12
,District Council 1st District - Republican,Judge Of The Superior Court - Republican,,,13
,Daniel Orsino,Megan Mccarthy King,Christylee Peck,Rebecca Warren,13
Daniel Orsino,0,1,0,0,13
Megan Mccarthy King,,0,0,0,13
Christylee Peck,,,0,0,13
Rebecca Warren,,,,0,13
Total,1,1,0,0,13
,District Council 1st District - Republican,Judge Of The Superior Court - Republican,,,16
,Daniel Orsino,Megan Mccarthy King,Christylee Peck,Rebecca Warren,16
Daniel Orsino,0,2,1,1,16
Megan Mccarthy King,,0,1,1,16
Christylee Peck,,,0,0,16
Rebecca Warren,,,,0,16
Total,2,2,1,1,16
,Judge Of The Superior Court - Republican,,,District Council 1st District - Republican,18
,Megan Mccarthy King,Rebecca Warren,Christylee Peck,Daniel Orsino,18
Megan Mccarthy King,1,2,0,1,18
Rebecca Warren,,0,0,1,18
Christylee Peck,,,0,0,18
Daniel Orsino,,,,0,18
Total,3,2,0,1,18
,District Council 1st District - Republican,Judge Of The Superior Court - Republican,,,21
,Daniel Orsino,Megan Mccarthy King,Rebecca Warren,Christylee Peck,21
Daniel Orsino,2,4,1,0,21
Megan Mccarthy King,,1,1,0,21
Rebecca Warren,,,1,0,21
Christylee Peck,,,,0,21
Total,6,5,2,0,21
,District Council 1st District - Republican,Judge Of The Superior Court - Republican,,,22
,Daniel Orsino,Megan Mccarthy King,Christylee Peck,Rebecca Warren,22
Daniel Orsino,2,19,10,10,22
Megan Mccarthy King,,0,7,9,22
Christylee Peck,,,0,1,22
Rebecca Warren,,,,0,22
Total,26,21,11,11,22
,District Council 1st District - Republican,Judge Of The Superior Court - Republican,,,23
,Daniel Orsino,Megan Mccarthy King,Rebecca Warren,Christylee Peck,23
Daniel Orsino,0,6,5,3,23
Megan Mccarthy King,,1,2,3,23
Rebecca Warren,,,0,1,23
Christylee Peck,,,,0,23
Total,9,8,5,4,23
,Judge Of The Superior Court - Republican,,,District Council 1st District - Republican,24
,Megan Mccarthy King,Rebecca Warren,Christylee Peck,Daniel Orsino,24
Megan Mccarthy King,0,7,6,10,24
Rebecca Warren,,1,1,8,24
Christylee Peck,,,0,5,24
Daniel Orsino,,,,0,24
Total,14,10,8,13,24
