col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Register Of Wills - Democrat,,,All
,Helen Gym,Derek S Green,Isaiah Thomas,Allan Domb,Katherine Gilmore Richardson,Erika Almirón,Justin Diberardinis,Adrián Rivera-reyes,Deja Lynn Alvarez,Eryn Santamoor,Willie Floyd Singletary,Sandra Dungee Glenn,Fareed Abdullah,Ogbonna Paul Hagins,Asa Khalif,Latrice Y Bryant,Beth Finn,Ethelind Baylor,Fernando Treviño,Billy Thompson,Wayne Allen,Joseph A Diorio,Hena Veit,Edwin Santana,Bobbie Curry,Devon Cade,Mark Ross,Wayne Edmund Dorsey,Vinny Black,Sherrie Cohen,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,All
Helen Gym,48,"1,027",868,821,620,559,551,371,269,313,208,218,117,182,112,91,122,139,97,65,58,36,53,29,25,25,23,16,12,0,915,687,322,All
Derek S Green,,23,732,706,526,311,330,119,82,162,66,163,132,27,87,77,36,56,32,58,53,17,15,28,18,9,15,18,13,0,496,484,215,All
Isaiah Thomas,,,11,644,499,241,217,107,66,88,76,151,136,39,107,77,37,101,28,48,43,29,13,28,15,22,14,12,8,0,455,451,176,All
Allan Domb,,,,20,471,107,151,92,67,161,79,130,109,41,80,48,41,32,32,56,50,25,21,29,21,30,16,18,19,0,356,475,179,All
Katherine Gilmore Richardson,,,,,5,128,119,53,44,134,25,134,50,18,46,49,59,35,45,29,20,8,17,16,14,12,8,6,5,0,263,379,101,All
Erika Almirón,,,,,,15,349,102,68,151,16,70,39,19,41,40,61,86,63,18,13,7,19,11,9,8,4,4,7,0,388,93,114,All
Justin Diberardinis,,,,,,,2,101,44,137,15,47,14,17,31,21,39,89,38,10,9,14,8,18,7,3,4,4,2,0,316,125,103,All
Adrián Rivera-reyes,,,,,,,,13,210,69,170,41,45,153,35,44,35,17,42,28,23,28,18,16,16,13,8,10,9,0,423,86,96,All
Deja Lynn Alvarez,,,,,,,,,3,48,159,27,40,145,38,35,29,24,29,20,13,15,20,15,12,9,6,4,8,0,285,77,104,All
Eryn Santamoor,,,,,,,,,,2,23,46,21,18,19,30,31,20,66,14,12,13,19,8,13,9,6,4,11,0,218,79,78,All
Willie Floyd Singletary,,,,,,,,,,,11,23,37,131,18,26,9,8,15,22,18,12,9,6,14,8,10,6,8,0,230,65,86,All
Sandra Dungee Glenn,,,,,,,,,,,,5,38,11,40,45,30,32,9,10,8,16,14,12,9,5,2,9,5,0,187,71,77,All
Fareed Abdullah,,,,,,,,,,,,,5,13,70,42,13,20,14,12,20,13,10,13,8,15,7,9,7,0,159,57,62,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,3,17,14,9,2,11,17,9,12,18,6,9,5,3,4,5,0,169,39,55,All
Asa Khalif,,,,,,,,,,,,,,,0,23,20,14,14,14,21,6,9,14,7,2,3,5,4,0,135,45,40,All
Latrice Y Bryant,,,,,,,,,,,,,,,,3,25,15,13,18,20,11,10,9,12,8,14,10,11,0,127,28,49,All
Beth Finn,,,,,,,,,,,,,,,,,4,17,16,7,8,10,19,8,8,3,5,4,9,0,118,25,39,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,2,5,7,6,0,5,5,3,5,2,1,0,0,102,28,37,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,0,14,5,20,15,14,6,8,8,2,4,0,83,32,34,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,5,17,15,14,9,12,4,18,12,8,0,78,31,32,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,13,13,6,6,8,7,9,7,6,0,73,36,19,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,1,13,9,12,7,5,5,4,0,45,20,24,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,0,2,1,3,4,2,4,0,51,14,22,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,1,6,2,3,1,2,0,42,19,22,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,0,6,3,3,6,0,51,8,13,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,4,3,0,30,11,20,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,4,0,33,11,10,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,32,6,10,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,25,5,18,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
Tracey Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,0,All
Ronald R Donatucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,All
Jacque P Whaumbush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,All
Total,"2,241","1,423","1,234","1,181",854,738,674,663,498,446,410,382,306,287,236,227,199,198,175,162,159,99,95,89,76,65,57,52,50,0,"1,569",898,587,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Register Of Wills - Democrat,,,1
,Helen Gym,Isaiah Thomas,Derek S Green,Allan Domb,Adrián Rivera-reyes,Katherine Gilmore Richardson,Willie Floyd Singletary,Erika Almirón,Deja Lynn Alvarez,Eryn Santamoor,Latrice Y Bryant,Ogbonna Paul Hagins,Sandra Dungee Glenn,Fareed Abdullah,Justin Diberardinis,Beth Finn,Ethelind Baylor,Bobbie Curry,Fernando Treviño,Joseph A Diorio,Wayne Allen,Hena Veit,Billy Thompson,Mark Ross,Asa Khalif,Edwin Santana,Devon Cade,Sherrie Cohen,Vinny Black,Wayne Edmund Dorsey,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,1
Helen Gym,3,27,22,21,12,16,6,9,3,5,3,7,4,2,6,1,4,1,0,0,2,1,1,0,1,0,0,0,0,0,20,17,7,1
