col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,City Commissioners - Democrat,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Marwan Kreidie,Kahlil Williams,Annette Thompson,Luigi Borda,Carla Cain,Dennis Lee,Jen Devor,Robin Trent,Moira Bohannon,Lewis Harris Jr,Warren Bloom,Helen Gym,Adrián Rivera-reyes,Deja Lynn Alvarez,Isaiah Thomas,Allan Domb,Willie Floyd Singletary,Erika Almirón,Justin Diberardinis,Derek S Green,Katherine Gilmore Richardson,Fernando Treviño,Ogbonna Paul Hagins,Eryn Santamoor,Beth Finn,Edwin Santana,Sandra Dungee Glenn,Billy Thompson,Fareed Abdullah,Ethelind Baylor,Joseph A Diorio,Latrice Y Bryant,Asa Khalif,Hena Veit,Vinny Black,Bobbie Curry,Devon Cade,Wayne Allen,Mark Ross,Wayne Edmund Dorsey,Sherrie Cohen,All
Omar Sabir,16,62,36,16,12,4,4,8,1,2,0,2,1,82,70,65,51,32,47,34,27,44,41,16,28,16,5,7,5,7,13,4,10,11,6,8,2,4,3,3,4,1,0,All
Lisa Deeley,,12,19,6,9,7,6,3,1,2,3,1,1,69,64,57,40,27,27,28,27,45,39,18,18,13,9,10,11,13,4,6,7,3,8,5,5,6,7,1,3,3,0,All
Marwan Kreidie,,,15,3,5,5,4,5,4,1,4,0,3,63,74,62,9,16,39,18,13,10,7,15,34,13,11,9,4,6,2,3,7,7,5,3,0,3,4,3,1,1,0,All
Kahlil Williams,,,,5,5,1,5,0,7,0,0,3,1,31,14,5,22,20,7,16,12,13,12,7,5,9,6,2,3,6,9,7,5,4,7,2,4,1,1,9,5,2,0,All
Annette Thompson,,,,,0,2,2,2,0,5,1,0,2,22,13,17,14,17,5,13,2,8,13,10,3,1,8,6,7,7,5,2,4,7,8,7,2,3,3,3,1,2,0,All
Luigi Borda,,,,,,1,2,2,6,1,0,1,2,15,11,12,12,7,2,13,9,3,1,8,2,4,3,8,2,1,1,7,1,2,3,4,2,2,1,0,1,0,0,All
Carla Cain,,,,,,,0,1,2,1,2,0,0,12,10,6,9,4,2,9,6,3,8,7,2,5,4,5,8,3,5,5,5,7,2,6,2,2,2,1,1,0,0,All
Dennis Lee,,,,,,,,1,0,1,1,0,0,9,5,8,5,7,3,4,3,4,5,6,1,3,2,2,4,4,2,1,8,3,1,1,2,3,2,1,0,1,0,All
