col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Helen Gym,Allan Domb,Adrián Rivera-reyes,Justin Diberardinis,Deja Lynn Alvarez,Erika Almirón,Isaiah Thomas,Derek S Green,Eryn Santamoor,Katherine Gilmore Richardson,Beth Finn,Ethelind Baylor,Willie Floyd Singletary,Ogbonna Paul Hagins,Sandra Dungee Glenn,Fernando Treviño,Billy Thompson,Asa Khalif,Joseph A Diorio,Latrice Y Bryant,Hena Veit,Fareed Abdullah,Vinny Black,Bobbie Curry,Edwin Santana,Mark Ross,Wayne Allen,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,Lisa Deeley,Omar Sabir,Kahlil Williams,Marwan Kreidie,Annette Thompson,Jen Devor,Luigi Borda,Carla Cain,Moira Bohannon,Dennis Lee,Robin Trent,Warren Bloom,Lewis Harris Jr,All
Helen Gym,12,140,159,165,121,149,142,103,86,85,63,78,43,63,40,31,29,23,17,16,29,15,19,14,16,14,10,11,6,0,206,131,132,80,67,91,49,46,37,26,27,7,4,All
Allan Domb,,23,28,95,36,19,66,90,71,58,29,14,10,5,17,24,37,12,30,9,17,13,20,13,8,16,10,6,6,0,118,50,50,25,39,22,37,27,18,28,16,13,5,All
Adrián Rivera-reyes,,,1,63,118,85,39,23,30,30,34,25,44,63,18,31,7,19,10,12,15,14,4,6,20,4,6,2,3,0,80,67,69,73,34,50,19,22,18,11,17,8,3,All
Justin Diberardinis,,,,6,44,88,84,51,46,32,34,54,5,10,11,9,20,10,21,6,5,7,15,6,6,11,6,6,3,0,89,32,78,40,26,57,36,22,21,18,14,8,4,All
Deja Lynn Alvarez,,,,,7,54,23,21,36,18,28,23,48,58,14,26,8,17,11,18,15,17,11,7,14,5,3,1,2,0,91,69,45,55,36,26,19,32,16,11,11,4,2,All
Erika Almirón,,,,,,1,77,32,29,30,35,63,5,13,24,18,4,24,1,10,8,12,7,4,9,4,2,8,2,0,59,34,74,24,34,65,20,19,22,9,17,6,3,All
Isaiah Thomas,,,,,,,1,80,17,53,12,52,12,4,13,6,14,20,7,11,6,13,8,4,2,7,9,2,5,0,72,76,64,21,27,35,28,19,16,4,11,6,4,All
Derek S Green,,,,,,,,2,43,68,14,18,7,7,10,4,11,16,7,4,3,11,6,5,4,4,7,6,2,0,76,55,52,25,15,18,15,16,10,7,12,6,2,All
