col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Council 7th District - Democrat,,All
,Helen Gym,Isaiah Thomas,Adrián Rivera-reyes,Erika Almirón,Justin Diberardinis,Deja Lynn Alvarez,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Eryn Santamoor,Ethelind Baylor,Beth Finn,Fernando Treviño,Willie Floyd Singletary,Asa Khalif,Ogbonna Paul Hagins,Sandra Dungee Glenn,Latrice Y Bryant,Edwin Santana,Fareed Abdullah,Hena Veit,Billy Thompson,Mark Ross,Vinny Black,Joseph A Diorio,Wayne Allen,Bobbie Curry,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Maria Quiñones Sánchez,Angel L Cruz,All
Helen Gym,1,168,139,181,171,96,117,109,89,97,98,45,29,26,29,35,16,14,10,11,13,12,6,6,6,9,3,5,1,0,265,159,All
Isaiah Thomas,,0,45,103,116,48,94,102,70,39,69,11,15,4,11,6,14,12,6,9,4,4,6,1,3,4,3,4,1,0,143,97,All
Adrián Rivera-reyes,,,2,77,69,81,21,32,29,50,28,32,41,27,13,31,5,9,14,7,5,5,3,6,9,5,4,3,2,0,139,110,All
Erika Almirón,,,,0,118,60,40,30,10,41,83,27,19,2,27,11,17,7,11,5,8,1,3,4,1,3,0,1,0,0,173,55,All
Justin Diberardinis,,,,,0,25,42,47,39,67,66,15,6,4,12,8,10,5,7,3,2,3,2,0,0,1,2,2,1,0,159,56,All
Deja Lynn Alvarez,,,,,,0,51,48,28,31,20,19,24,25,21,25,12,10,19,6,7,2,1,3,2,6,3,3,3,0,108,105,All
Katherine Gilmore Richardson,,,,,,,0,104,65,55,17,23,10,2,16,9,21,9,3,4,7,6,4,1,1,0,1,1,2,0,102,87,All
Derek S Green,,,,,,,,1,76,51,12,15,11,2,8,7,9,7,3,5,0,10,2,3,1,2,3,1,1,0,85,97,All
Allan Domb,,,,,,,,,4,50,6,12,13,8,3,5,6,3,1,6,3,10,3,5,7,1,5,5,4,0,69,78,All
Eryn Santamoor,,,,,,,,,,1,10,24,16,6,11,5,9,8,7,3,3,1,1,4,1,1,3,3,2,0,94,58,All
